target,label_mode,n_features,model,direction_training_window,n_train,n_val,n_test,train_positive_rate,test_positive_rate,test_average_precision,test_n_positive,test_n_total,test_roc_auc,test_threshold,test_f1,test_precision,test_recall,val_average_precision,val_positive_rate,val_n_positive,val_n_total,val_roc_auc,val_best_threshold,val_f1,val_precision,val_recall
AR,intersection,5,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.09145569454752778,375759,8561058,0.7212467198894688,0.648177358310874,0.15589220177825772,0.10072966014017565,0.3446118389712555,0.08858422086855439,0.03908167658716948,70438,1802328,0.7229571934772387,0.648177358310874,0.14748267343934598,0.09484495872066567,0.33141202191998637
AR,intersection,10,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.1443276671356964,375759,8561058,0.7827465840023852,0.7500784515493983,0.2282311807157422,0.17952226238960325,0.31321405475317954,0.1385690847223327,0.03908167658716948,70438,1802328,0.7892869874167274,0.7500784515493983,0.2219104418359153,0.16263522628084745,0.3491723217581419
AR,intersection,25,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.2727595579028285,375759,8561058,0.8857977891725939,0.8218157173597724,0.3586184135263216,0.28940170325684145,0.4713526489052824,0.2755066254724671,0.03908167658716948,70438,1802328,0.8980385224338836,0.8218157173597724,0.3620348186381526,0.2814269401897862,0.5073539850648797
AR,intersection,50,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.41161114199402327,375759,8561058,0.9210408648521842,0.8792820130018464,0.4517317187708825,0.41883460886093793,0.49023709345617805,0.41232065813690577,0.03908167658716948,70438,1802328,0.93310991493609,0.8792820130018464,0.4594986004624559,0.4020894123660838,0.5360316874414378
AR,intersection,100,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.4738225222505525,375759,8561058,0.9350390631548164,0.8840651860979049,0.4933724172098581,0.4537004571553636,0.5406470636764522,0.4784580378748058,0.03908167658716948,70438,1802328,0.9446036656246158,0.8840651860979049,0.49835509375662657,0.4346787575171481,0.5838893778926147
AR,intersection,200,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.5403761587827485,375759,8561058,0.9470013709881304,0.9066942688453478,0.5348121478093354,0.5180996434710797,0.5526387924174804,0.5472574829531007,0.03908167658716948,70438,1802328,0.9548619158105764,0.9066942688453478,0.5438245998014913,0.49273641247953515,0.6067321616173088
AR,intersection,300,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.5608867654278794,375759,8561058,0.9518043276355186,0.9076298581654618,0.5503162346608568,0.5307552729681891,0.5713742052751897,0.5652728920005717,0.03908167658716948,70438,1802328,0.958510411254979,0.9076298581654618,0.5574921342004328,0.506382386699593,0.6200772310400636
AR,intersection,400,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.572988569787784,375759,8561058,0.9540723995282893,0.9195952994572628,0.5543355709354565,0.5558597178515616,0.5528197594734923,0.5784719648451059,0.03908167658716948,70438,1802328,0.9601861493586021,0.9195952994572628,0.5649722778735499,0.5318221119506785,0.6025298844373775
AR,intersection,512,logistic_l2_balanced,2019_2020_train_only,17818470,1802328,8561058,0.04088712442763043,0.04389165451279503,0.5820759362968,375759,8561058,0.9555702956105139,0.9134154020898064,0.5630303462863594,0.5494217998916033,0.5773301504421717,0.5874108839463484,0.03908167658716948,70438,1802328,0.9612978036276749,0.9134154020898064,0.5707844496414296,0.5249210604706583,0.6254294556915302
