feature,label,category,score
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.055931704
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.044859558
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.04313236
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.05195172
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.073612645
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.12279611
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.17435158
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.2195264
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.265782
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.35838
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.42609273
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.45720663
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.018471692
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.017277823
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.017067464
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.018553222
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.021300334
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.022033423
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.024317094
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.031479723
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.025710452
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.019617145
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.017422524
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.028804549
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.065019229
