feature,label,category,score
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.11265861
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.094214481
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.098319607
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.097171947
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.096528204
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.10164779
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.1041314
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.098773577
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.083619329
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.07029759
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.062417254
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.076733136
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.035396772
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.051864131
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.04757576
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.050691559
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.048427737
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.042726545
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.037765869
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.037202222
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.03053815
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.02329606
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.033944544
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.065392166
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.086696333
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.021787719
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.023156808
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.032671644
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.05399063
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.072990792
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.081879369
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.091416563
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.093000973
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.084042268
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.063546801
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.051361422
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.069360354
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.045004518
