feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.059991102
position_context,Position context,Static/context,0.081449686
land_sea_mask,Land-sea mask,Static/context,0.13352007
local_time_context,Local time context,Static/context,0.11539757
2m_temperature,2m temperature,Surface/single-level,0.1105314
10m_u_component_of_wind,10m U wind,Surface/single-level,0.070710577
10m_v_component_of_wind,10m V wind,Surface/single-level,0.085313392
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.12901724
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.065454892
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.074194314
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.037828082
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.067394985
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.085303875
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.085640643
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.080068132
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.074258149
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.063446516
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.053527132
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.045073146
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.037605243
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.050231314
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.076536878
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.12340587
temperature_lev08,Temperature 50 hPa,Temperature,0.076586135
temperature_lev10,Temperature 100 hPa,Temperature,0.13991943
temperature_lev12,Temperature 150 hPa,Temperature,0.10352069
temperature_lev14,Temperature 200 hPa,Temperature,0.084009975
temperature_lev16,Temperature 250 hPa,Temperature,0.1370254
temperature_lev17,Temperature 300 hPa,Temperature,0.12608845
temperature_lev19,Temperature 400 hPa,Temperature,0.11367077
temperature_lev21,Temperature 500 hPa,Temperature,0.096933604
temperature_lev23,Temperature 600 hPa,Temperature,0.086153741
temperature_lev25,Temperature 700 hPa,Temperature,0.10030537
temperature_lev30,Temperature 850 hPa,Temperature,0.072934651
temperature_lev33,Temperature 925 hPa,Temperature,0.09742289
temperature_lev36,Temperature 1000 hPa,Temperature,0.14234398
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.067626576
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.10098836
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.15533709
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.15713313
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.15735645
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.15802799
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.171659
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.21645438
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.25211815
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.22915765
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.20970947
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.2290769
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.16093929
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.049894315
