feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.038060811
position_context,Position context,Static/context,0.08698813
land_sea_mask,Land-sea mask,Static/context,0.072034842
local_time_context,Local time context,Static/context,0.095355728
2m_temperature,2m temperature,Surface/single-level,0.1027447
10m_u_component_of_wind,10m U wind,Surface/single-level,0.34860983
10m_v_component_of_wind,10m V wind,Surface/single-level,0.33522907
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.044295975
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.03470629
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.069736252
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.071723038
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.088401369
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.090296358
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.090463084
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.089667955
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.089372477
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.090998936
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.094008236
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.097222504
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.098062529
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.086032589
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.070710469
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.048329166
temperature_lev08,Temperature 50 hPa,Temperature,0.063291597
temperature_lev10,Temperature 100 hPa,Temperature,0.082291225
temperature_lev12,Temperature 150 hPa,Temperature,0.074009995
temperature_lev14,Temperature 200 hPa,Temperature,0.04421255
temperature_lev16,Temperature 250 hPa,Temperature,0.08566634
temperature_lev17,Temperature 300 hPa,Temperature,0.092598805
temperature_lev19,Temperature 400 hPa,Temperature,0.091426354
temperature_lev21,Temperature 500 hPa,Temperature,0.090006208
temperature_lev23,Temperature 600 hPa,Temperature,0.089430876
temperature_lev25,Temperature 700 hPa,Temperature,0.095058941
temperature_lev30,Temperature 850 hPa,Temperature,0.10355969
temperature_lev33,Temperature 925 hPa,Temperature,0.11536281
temperature_lev36,Temperature 1000 hPa,Temperature,0.11915952
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.041149094
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.06936836
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.087761243
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.091234636
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.086845192
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.079294264
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.067086267
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.06043892
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.062538351
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.067057516
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.090126101
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.097685679
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.10111966
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.093545264
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.069503249
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.094515851
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.088430888
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.064444697
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.050322448
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.075135598
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.11809215
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.15302509
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.19973089
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.30720383
