feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.13987945
position_context,Position context,Static/context,0.13369684
land_sea_mask,Land-sea mask,Static/context,0.123321
local_time_context,Local time context,Static/context,0.10344624
2m_temperature,2m temperature,Surface/single-level,0.071742477
10m_u_component_of_wind,10m U wind,Surface/single-level,0.20104661
10m_v_component_of_wind,10m V wind,Surface/single-level,0.054095978
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.1942401
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.051842606
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.099938199
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.076829544
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.064535434
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.078747681
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.083548877
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.082129733
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.080385241
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.081245419
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.087743651
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.10100582
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.12180718
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.15999657
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.1741421
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.17915463
temperature_lev08,Temperature 50 hPa,Temperature,0.13453487
temperature_lev10,Temperature 100 hPa,Temperature,0.14683073
temperature_lev12,Temperature 150 hPa,Temperature,0.12155149
temperature_lev14,Temperature 200 hPa,Temperature,0.084864368
temperature_lev16,Temperature 250 hPa,Temperature,0.10981993
temperature_lev17,Temperature 300 hPa,Temperature,0.086387021
temperature_lev19,Temperature 400 hPa,Temperature,0.068335569
temperature_lev21,Temperature 500 hPa,Temperature,0.06536012
temperature_lev23,Temperature 600 hPa,Temperature,0.067184763
temperature_lev25,Temperature 700 hPa,Temperature,0.065999028
temperature_lev30,Temperature 850 hPa,Temperature,0.064994125
temperature_lev33,Temperature 925 hPa,Temperature,0.071603681
temperature_lev36,Temperature 1000 hPa,Temperature,0.082043728
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.10826127
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.068249633
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.10013089
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.052016267
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.036914676
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.038282972
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.055913422
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.036716878
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.036698163
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.039560192
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.053614355
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.067265929
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.073987583
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.049481197
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.10416695
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.12167388
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.12644546
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.12293849
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.1134052
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.092914901
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.062885488
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.042909583
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.060141662
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.13562587
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.17643021
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.20279701
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.062106533
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.079949431
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.092578526
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.10361578
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.10452575
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.10067844
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.088412479
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.084421347
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.083496425
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.081990716
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.070583439
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.061099878
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.051241936
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.045346809
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.041711257
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.042399947
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.063209183
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.079519964
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.086865955
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.082496338
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.072910463
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.063161843
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.059813488
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.060432122
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.044353499
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.046197437
