feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.139864
position_context,Position context,Static/context,0.15478457
land_sea_mask,Land-sea mask,Static/context,0.22353661
local_time_context,Local time context,Static/context,0.10178961
2m_temperature,2m temperature,Surface/single-level,0.037507052
10m_u_component_of_wind,10m U wind,Surface/single-level,0.19635361
10m_v_component_of_wind,10m V wind,Surface/single-level,0.10544328
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.31639901
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.28722255
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.10766374
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.088792302
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.086973713
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.078194582
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.08162473
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.090309727
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.099275648
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.11634062
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.13203361
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.1450849
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.15918104
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.20711204
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.26548831
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.31989298
temperature_lev08,Temperature 50 hPa,Temperature,0.057413367
temperature_lev10,Temperature 100 hPa,Temperature,0.055609155
temperature_lev12,Temperature 150 hPa,Temperature,0.050135105
temperature_lev14,Temperature 200 hPa,Temperature,0.11041663
temperature_lev16,Temperature 250 hPa,Temperature,0.06520164
temperature_lev17,Temperature 300 hPa,Temperature,0.046319425
temperature_lev19,Temperature 400 hPa,Temperature,0.054330992
temperature_lev21,Temperature 500 hPa,Temperature,0.075792334
temperature_lev23,Temperature 600 hPa,Temperature,0.10121323
temperature_lev25,Temperature 700 hPa,Temperature,0.098960696
temperature_lev30,Temperature 850 hPa,Temperature,0.046279866
temperature_lev33,Temperature 925 hPa,Temperature,0.090095206
temperature_lev36,Temperature 1000 hPa,Temperature,0.071762376
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.041072831
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.11759208
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.17248118
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.27239722
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.30027119
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.33202457
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.40810424
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.46678015
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.49404854
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.52728925
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.36809981
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.19049669
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.17334368
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.099125208
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.122424
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.19327359
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.16658037
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.1318337
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.10749141
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.071591431
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.050949846
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.042790316
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.047284829
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.1339727
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.17796758
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.19326289
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.043026568
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.065401871
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.08033653
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.05810161
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.043529175
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.034876903
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.032333015
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.02967898
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.027943465
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.034036438
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.060894546
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.086896652
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.10321196
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.02057442
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.02112614
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.064149257
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.14039608
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.1942376
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.21118491
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.20623177
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.20638702
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.21235083
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.21805588
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.20182022
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.15009406
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.027670701
