feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.13421743
position_context,Position context,Static/context,0.11781913
land_sea_mask,Land-sea mask,Static/context,0.099922116
local_time_context,Local time context,Static/context,0.091202453
2m_temperature,2m temperature,Surface/single-level,0.10663647
10m_u_component_of_wind,10m U wind,Surface/single-level,0.049432103
10m_v_component_of_wind,10m V wind,Surface/single-level,0.21227091
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.18442958
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.074305082
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.056250706
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.14983156
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.12359323
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.10410922
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.10365225
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.11101188
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.11938424
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.13461763
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.14681485
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.15652268
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.16767966
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.19474194
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.19960593
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.19509213
temperature_lev08,Temperature 50 hPa,Temperature,0.092855249
temperature_lev10,Temperature 100 hPa,Temperature,0.084672932
temperature_lev12,Temperature 150 hPa,Temperature,0.086818668
temperature_lev14,Temperature 200 hPa,Temperature,0.082090636
temperature_lev16,Temperature 250 hPa,Temperature,0.043776459
temperature_lev17,Temperature 300 hPa,Temperature,0.052605912
temperature_lev19,Temperature 400 hPa,Temperature,0.072686362
temperature_lev21,Temperature 500 hPa,Temperature,0.093954481
temperature_lev23,Temperature 600 hPa,Temperature,0.10640718
temperature_lev25,Temperature 700 hPa,Temperature,0.10319354
temperature_lev30,Temperature 850 hPa,Temperature,0.09192272
temperature_lev33,Temperature 925 hPa,Temperature,0.11625601
temperature_lev36,Temperature 1000 hPa,Temperature,0.08988094
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.08651477
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.055536196
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.044805779
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.045955808
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.046322468
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.050135457
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.050579308
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.038851857
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.043237019
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.042960795
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.097124105
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.065117377
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.096416984
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.10555386
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.057740397
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.058401835
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.058313954
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.061678454
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.063433637
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.059188231
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.053043041
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.047667701
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.04493516
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.053525417
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.057257433
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.058673984
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.044788209
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.04500522
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.046471576
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.040317747
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.038103893
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.045479272
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.06357929
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.079617066
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.096888471
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.12997817
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.17589241
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.20104912
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.21606624
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.018981753
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.022693019
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.013961074
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.018478179
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.025710405
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.029856756
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.033096327
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.035728626
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.033726168
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.023539476
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.019213308
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.021109327
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.028435539
