feature,label,category,score
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.20009696
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.22011719
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.037348683
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.067085201
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.081890712
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.072571305
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.058564818
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.054821496
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.048955866
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.054083802
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.050080797
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.045044068
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.032361435
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.036727015
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.049971381
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.019589439
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.020058823
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.019591035
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.040930661
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.050030199
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.046909708
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.036347823
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.030337314
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.030533082
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.025682954
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.016754776
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.023935693
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.04147937
