feature,label,category,score
geopotential_at_surface,Surface geopotential,Static/context,0.15201931
position_context,Position context,Static/context,0.13617326
land_sea_mask,Land-sea mask,Static/context,0.06487051
local_time_context,Local time context,Static/context,0.074496453
2m_temperature,2m temperature,Surface/single-level,0.1636534
10m_u_component_of_wind,10m U wind,Surface/single-level,0.10291446
10m_v_component_of_wind,10m V wind,Surface/single-level,0.1896293
mean_sea_level_pressure,Mean sea-level pressure,Surface/single-level,0.05839407
total_precipitation_6hr,Total precipitation 6h,Surface/single-level,0.11030915
toa_incident_solar_radiation,TOA solar radiation,Surface/single-level,0.06692871
geopotential_lev08,Geopotential 50 hPa,Geopotential,0.15586741
geopotential_lev10,Geopotential 100 hPa,Geopotential,0.13518464
geopotential_lev12,Geopotential 150 hPa,Geopotential,0.12442975
geopotential_lev14,Geopotential 200 hPa,Geopotential,0.12707851
geopotential_lev16,Geopotential 250 hPa,Geopotential,0.13426679
geopotential_lev17,Geopotential 300 hPa,Geopotential,0.13927301
geopotential_lev19,Geopotential 400 hPa,Geopotential,0.14175724
geopotential_lev21,Geopotential 500 hPa,Geopotential,0.13720357
geopotential_lev23,Geopotential 600 hPa,Geopotential,0.1263785
geopotential_lev25,Geopotential 700 hPa,Geopotential,0.1108388
geopotential_lev30,Geopotential 850 hPa,Geopotential,0.08182728
geopotential_lev33,Geopotential 925 hPa,Geopotential,0.065456418
geopotential_lev36,Geopotential 1000 hPa,Geopotential,0.054456079
temperature_lev08,Temperature 50 hPa,Temperature,0.081962808
temperature_lev10,Temperature 100 hPa,Temperature,0.086952456
temperature_lev12,Temperature 150 hPa,Temperature,0.077608474
temperature_lev14,Temperature 200 hPa,Temperature,0.1264872
temperature_lev16,Temperature 250 hPa,Temperature,0.076719189
temperature_lev17,Temperature 300 hPa,Temperature,0.10312703
temperature_lev19,Temperature 400 hPa,Temperature,0.14062762
temperature_lev21,Temperature 500 hPa,Temperature,0.16577336
temperature_lev23,Temperature 600 hPa,Temperature,0.1794599
temperature_lev25,Temperature 700 hPa,Temperature,0.17356813
temperature_lev30,Temperature 850 hPa,Temperature,0.13700051
temperature_lev33,Temperature 925 hPa,Temperature,0.14159912
temperature_lev36,Temperature 1000 hPa,Temperature,0.13767692
specific_humidity_lev08,Specific humidity 50 hPa,Specific humidity,0.12885623
specific_humidity_lev10,Specific humidity 100 hPa,Specific humidity,0.064005869
specific_humidity_lev12,Specific humidity 150 hPa,Specific humidity,0.064846427
specific_humidity_lev14,Specific humidity 200 hPa,Specific humidity,0.077093452
specific_humidity_lev16,Specific humidity 250 hPa,Specific humidity,0.078686336
specific_humidity_lev17,Specific humidity 300 hPa,Specific humidity,0.081556224
specific_humidity_lev19,Specific humidity 400 hPa,Specific humidity,0.085881105
specific_humidity_lev21,Specific humidity 500 hPa,Specific humidity,0.064598225
specific_humidity_lev23,Specific humidity 600 hPa,Specific humidity,0.062123026
specific_humidity_lev25,Specific humidity 700 hPa,Specific humidity,0.088275362
specific_humidity_lev30,Specific humidity 850 hPa,Specific humidity,0.15266069
specific_humidity_lev33,Specific humidity 925 hPa,Specific humidity,0.12015377
specific_humidity_lev36,Specific humidity 1000 hPa,Specific humidity,0.11396803
u_component_of_wind_lev08,U wind 50 hPa,U wind,0.10331479
u_component_of_wind_lev10,U wind 100 hPa,U wind,0.12683258
u_component_of_wind_lev12,U wind 150 hPa,U wind,0.1403824
u_component_of_wind_lev14,U wind 200 hPa,U wind,0.14932318
u_component_of_wind_lev16,U wind 250 hPa,U wind,0.14818804
u_component_of_wind_lev17,U wind 300 hPa,U wind,0.15023328
u_component_of_wind_lev19,U wind 400 hPa,U wind,0.17182816
u_component_of_wind_lev21,U wind 500 hPa,U wind,0.19555233
u_component_of_wind_lev23,U wind 600 hPa,U wind,0.21398153
u_component_of_wind_lev25,U wind 700 hPa,U wind,0.21569887
u_component_of_wind_lev30,U wind 850 hPa,U wind,0.16093501
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.1330712
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.10552227
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.046094112
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.037963976
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.034623977
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.031559373
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.033548452
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.043455324
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.071521329
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.10032941
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.11892738
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.14567095
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.20163356
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.208302
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.19183436
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.019406209
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.019056152
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.019272209
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.030671631
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.033412494
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.02618779
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.01910657
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.018804559
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.019537183
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.024928314
