feature,label,category,score
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.046016138
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.027039499
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.025603155
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.016261023
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.030083771
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.041919128
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.047076736
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.037831317
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.030180266
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.02580169
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.029875118
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.047002038
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.046659329
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.028099428
