file,time,class,n_valid_pixels,n_disagree_pixels,fraction_disagree_all_pixels,n_either_positive,n_both_positive,fraction_agreement_given_positive_union,fraction_disagreement_given_positive_union
2018-05-22T21:00:00.000000000.nc,2018-05-22T21:00:00.000000000,Atmospheric River (AR),1038240,66469,0.06402084296501773,110988,44519,0.4011154359029805,0.5988845640970195
2018-05-26T10:00:00.000000000.nc,2018-05-26T10:00:00.000000000,Atmospheric River (AR),1038240,30486,0.029363153028201572,70917,40431,0.5701171792377004,0.4298828207622996
2018-05-27T23:00:00.000000000.nc,2018-05-27T23:00:00.000000000,Atmospheric River (AR),1038240,22236,0.021417013407304668,44614,22378,0.5015914286995113,0.49840857130048866
2018-05-28T01:00:00.000000000.nc,2018-05-28T01:00:00.000000000,Atmospheric River (AR),1038240,45350,0.04367968870396055,96149,50799,0.5283362281458985,0.47166377185410147
2018-05-29T08:00:00.000000000.nc,2018-05-29T08:00:00.000000000,Atmospheric River (AR),1038240,60200,0.057982740021574976,79600,19400,0.24371859296482412,0.7562814070351759
2018-06-01T07:00:00.000000000.nc,2018-06-01T07:00:00.000000000,Atmospheric River (AR),1038240,54607,0.05259573894282632,82970,28363,0.34184645052428586,0.6581535494757141
2018-06-01T16:00:00.000000000.nc,2018-06-01T16:00:00.000000000,Atmospheric River (AR),1038240,49247,0.047433156110340574,108034,58787,0.5441527667215876,0.45584723327841237
2018-06-03T05:00:00.000000000.nc,2018-06-03T05:00:00.000000000,Atmospheric River (AR),1038240,37030,0.035666127292340886,82764,45734,0.5525832487554976,0.4474167512445024
2018-06-03T11:00:00.000000000.nc,2018-06-03T11:00:00.000000000,Atmospheric River (AR),1038240,61440,0.05917706888580675,101972,40532,0.397481661632605,0.602518338367395
2018-06-03T19:00:00.000000000.nc,2018-06-03T19:00:00.000000000,Atmospheric River (AR),1038240,37534,0.03615156418554477,74135,36601,0.4937074256424091,0.5062925743575909
2018-06-03T22:00:00.000000000.nc,2018-06-03T22:00:00.000000000,Atmospheric River (AR),1038240,63987,0.061630258899676375,97327,33340,0.3425565362129728,0.6574434637870272
2018-06-05T13:00:00.000000000.nc,2018-06-05T13:00:00.000000000,Atmospheric River (AR),1038240,75035,0.07227134381260594,104303,29268,0.2806055434647134,0.7193944565352867
2018-06-10T23:00:00.000000000.nc,2018-06-10T23:00:00.000000000,Atmospheric River (AR),1038240,20696,0.019933734011403914,32358,11662,0.36040546387292166,0.6395945361270783
2018-06-13T11:00:00.000000000.nc,2018-06-13T11:00:00.000000000,Atmospheric River (AR),1038240,51006,0.04912736939435969,99290,48284,0.4862926780138987,0.5137073219861014
2018-06-14T11:00:00.000000000.nc,2018-06-14T11:00:00.000000000,Atmospheric River (AR),1038240,24640,0.023732470334412083,49850,25210,0.5057171514543631,0.4942828485456369
2018-06-16T18:00:00.000000000.nc,2018-06-16T18:00:00.000000000,Atmospheric River (AR),1038240,52923,0.050973763291724455,84816,31893,0.3760257498585173,0.6239742501414828
2018-06-17T14:00:00.000000000.nc,2018-06-17T14:00:00.000000000,Atmospheric River (AR),1038240,62991,0.06067094313453537,84294,21303,0.25272261370916077,0.7472773862908392
2018-06-18T15:00:00.000000000.nc,2018-06-18T15:00:00.000000000,Atmospheric River (AR),1038240,50591,0.0487276544922176,95545,44954,0.47050081113611386,0.5294991888638861
2018-06-19T06:00:00.000000000.nc,2018-06-19T06:00:00.000000000,Atmospheric River (AR),1038240,30151,0.02904049160117121,94877,64726,0.6822095976896403,0.3177904023103597
2018-06-19T13:00:00.000000000.nc,2018-06-19T13:00:00.000000000,Atmospheric River (AR),1038240,51275,0.04938646170442287,87187,35912,0.4118962689391767,0.5881037310608233
2018-06-21T01:00:00.000000000.nc,2018-06-21T01:00:00.000000000,Atmospheric River (AR),1038240,16047,0.015455963938973648,34002,17955,0.5280571731074643,0.47194282689253575
2018-06-22T11:00:00.000000000.nc,2018-06-22T11:00:00.000000000,Atmospheric River (AR),1038240,71517,0.06888291724456773,120129,48612,0.40466498514097343,0.5953350148590265
2018-06-23T08:00:00.000000000.nc,2018-06-23T08:00:00.000000000,Atmospheric River (AR),1038240,24714,0.02380374479889043,56263,31549,0.5607415175159519,0.43925848248404814
2018-06-24T09:00:00.000000000.nc,2018-06-24T09:00:00.000000000,Atmospheric River (AR),1038240,53684,0.051706734473724765,95217,41533,0.43619311677536576,0.5638068832246342
2018-06-27T09:00:00.000000000.nc,2018-06-27T09:00:00.000000000,Atmospheric River (AR),1038240,67982,0.06547811681306827,112119,44137,0.393662091170988,0.6063379088290121
2018-06-27T17:00:00.000000000.nc,2018-06-27T17:00:00.000000000,Atmospheric River (AR),1038240,35154,0.033859223300970874,74084,38930,0.5254845850656013,0.4745154149343988
2018-06-28T10:00:00.000000000.nc,2018-06-28T10:00:00.000000000,Atmospheric River (AR),1038240,39840,0.038372630605640314,76631,36791,0.4801059623390012,0.5198940376609988
2018-06-30T17:00:00.000000000.nc,2018-06-30T17:00:00.000000000,Atmospheric River (AR),1038240,32222,0.03103521343812606,57505,25283,0.4396661159899139,0.5603338840100861
2018-07-01T03:00:00.000000000.nc,2018-07-01T03:00:00.000000000,Atmospheric River (AR),1038240,38977,0.037541416242872556,73566,34589,0.4701764402033548,0.5298235597966452
2018-07-01T11:00:00.000000000.nc,2018-07-01T11:00:00.000000000,Atmospheric River (AR),1038240,76684,0.07385960856834643,96085,19401,0.20191497111932144,0.7980850288806786
2018-07-03T23:00:00.000000000.nc,2018-07-03T23:00:00.000000000,Atmospheric River (AR),1038240,67478,0.06499267991986439,105152,37674,0.35828134510042603,0.6417186548995739
2018-07-04T19:00:00.000000000.nc,2018-07-04T19:00:00.000000000,Atmospheric River (AR),1038240,70520,0.06792263831098783,133954,63434,0.47355062185526375,0.5264493781447362
2018-07-04T23:00:00.000000000.nc,2018-07-04T23:00:00.000000000,Atmospheric River (AR),1038240,75706,0.07291762983510557,128646,52940,0.41151687576761037,0.5884831242323897
2018-07-05T11:00:00.000000000.nc,2018-07-05T11:00:00.000000000,Atmospheric River (AR),1038240,41847,0.04030570966250578,87162,45315,0.5198939905004475,0.48010600949955257
2018-07-09T06:00:00.000000000.nc,2018-07-09T06:00:00.000000000,Atmospheric River (AR),1038240,26371,0.025399714902142087,43302,16931,0.39099810632303356,0.6090018936769664
2018-07-10T16:00:00.000000000.nc,2018-07-10T16:00:00.000000000,Atmospheric River (AR),1038240,26025,0.025066458622283867,68144,42119,0.6180881662362057,0.38191183376379434
2018-07-11T22:00:00.000000000.nc,2018-07-11T22:00:00.000000000,Atmospheric River (AR),1038240,35310,0.034009477577438746,76496,41186,0.5384072369797114,0.4615927630202886
2018-07-12T15:00:00.000000000.nc,2018-07-12T15:00:00.000000000,Atmospheric River (AR),1038240,37714,0.03632493450454616,72651,34937,0.4808880813753424,0.5191119186246577
2018-07-15T00:00:00.000000000.nc,2018-07-15T00:00:00.000000000,Atmospheric River (AR),1038240,44892,0.04323855755894591,76612,31720,0.41403435493134233,0.5859656450686577
2018-07-15T10:00:00.000000000.nc,2018-07-15T10:00:00.000000000,Atmospheric River (AR),1038240,20640,0.019879796578825704,39866,19226,0.4822655897255807,0.5177344102744194
2018-07-16T12:00:00.000000000.nc,2018-07-16T12:00:00.000000000,Atmospheric River (AR),1038240,37071,0.03570561719833564,70644,33573,0.4752420587735689,0.5247579412264312
2018-07-16T17:00:00.000000000.nc,2018-07-16T17:00:00.000000000,Atmospheric River (AR),1038240,44982,0.0433252427184466,82938,37956,0.45764305867033206,0.5423569413296679
2018-07-18T12:00:00.000000000.nc,2018-07-18T12:00:00.000000000,Atmospheric River (AR),1038240,66814,0.06435313607643704,104157,37343,0.35852607121940916,0.6414739287805908
2018-07-18T22:00:00.000000000.nc,2018-07-18T22:00:00.000000000,Atmospheric River (AR),1038240,48218,0.04644205578671598,84155,35937,0.42703345018121325,0.5729665498187868
2018-07-22T13:00:00.000000000.nc,2018-07-22T13:00:00.000000000,Atmospheric River (AR),1038240,34304,0.033040530127908765,70264,35960,0.5117841284299215,0.48821587157007856
2018-07-24T16:00:00.000000000.nc,2018-07-24T16:00:00.000000000,Atmospheric River (AR),1038240,55431,0.05338938973647712,78113,22682,0.29037420147734694,0.7096257985226531
2018-08-02T00:00:00.000000000.nc,2018-08-02T00:00:00.000000000,Atmospheric River (AR),1038240,33783,0.03253871937124364,69568,35785,0.5143887994480221,0.48561120055197793
2018-08-02T19:00:00.000000000.nc,2018-08-02T19:00:00.000000000,Atmospheric River (AR),1038240,28762,0.027702650639543844,53210,24448,0.45946250704754743,0.5405374929524526
2018-08-03T02:00:00.000000000.nc,2018-08-03T02:00:00.000000000,Atmospheric River (AR),1038240,20608,0.019848975188781013,41515,20907,0.503601108033241,0.496398891966759
2018-08-03T03:00:00.000000000.nc,2018-08-03T03:00:00.000000000,Atmospheric River (AR),1038240,41026,0.039514948374171674,73844,32818,0.4444233790152213,0.5555766209847787
2018-08-03T23:00:00.000000000.nc,2018-08-03T23:00:00.000000000,Atmospheric River (AR),1038240,40614,0.03911812297734628,81750,41136,0.5031926605504587,0.4968073394495413
2018-08-06T02:00:00.000000000.nc,2018-08-06T02:00:00.000000000,Atmospheric River (AR),1038240,74002,0.07127639081522577,125153,51151,0.40870774172412966,0.5912922582758703
2018-08-07T11:00:00.000000000.nc,2018-08-07T11:00:00.000000000,Atmospheric River (AR),1038240,53056,0.05110186469409771,92962,39906,0.4292721757277167,0.5707278242722833
2018-08-08T11:00:00.000000000.nc,2018-08-08T11:00:00.000000000,Atmospheric River (AR),1038240,50987,0.04910906919402065,69854,18867,0.27009190597531996,0.72990809402468
2018-08-11T11:00:00.000000000.nc,2018-08-11T11:00:00.000000000,Atmospheric River (AR),1038240,67371,0.06488962089690245,115478,48107,0.41659017301996915,0.5834098269800309
2018-08-11T17:00:00.000000000.nc,2018-08-11T17:00:00.000000000,Atmospheric River (AR),1038240,56391,0.05431403143781784,122665,66274,0.5402845147352545,0.4597154852647454
2018-08-11T22:00:00.000000000.nc,2018-08-11T22:00:00.000000000,Atmospheric River (AR),1038240,72106,0.06945022345507783,142523,70417,0.49407464058432676,0.5059253594156733
2018-08-12T18:00:00.000000000.nc,2018-08-12T18:00:00.000000000,Atmospheric River (AR),1038240,71265,0.06864019879796579,116674,45409,0.3891955362805766,0.6108044637194233
2018-08-14T13:00:00.000000000.nc,2018-08-14T13:00:00.000000000,Atmospheric River (AR),1038240,61955,0.0596731006318385,121369,59414,0.4895319233082583,0.5104680766917418
2018-08-15T01:00:00.000000000.nc,2018-08-15T01:00:00.000000000,Atmospheric River (AR),1038240,65012,0.06261750654954538,123744,58732,0.4746250323247996,0.5253749676752004
2018-08-16T19:00:00.000000000.nc,2018-08-16T19:00:00.000000000,Atmospheric River (AR),1038240,44627,0.04298331792263831,87733,43106,0.4913316539956459,0.5086683460043541
2018-08-17T01:00:00.000000000.nc,2018-08-17T01:00:00.000000000,Atmospheric River (AR),1038240,32785,0.03157747726922484,57430,24645,0.4291311161413895,0.5708688838586105
2018-08-17T18:00:00.000000000.nc,2018-08-17T18:00:00.000000000,Atmospheric River (AR),1038240,57667,0.0555430343658499,109713,52046,0.4743831633443621,0.5256168366556379
2018-08-18T04:00:00.000000000.nc,2018-08-18T04:00:00.000000000,Atmospheric River (AR),1038240,27886,0.026858915087070428,53638,25752,0.4801073865543085,0.5198926134456915
2018-08-18T09:00:00.000000000.nc,2018-08-18T09:00:00.000000000,Atmospheric River (AR),1038240,56239,0.05416762983510556,109171,52932,0.48485403632832896,0.5151459636716711
2018-08-24T07:00:00.000000000.nc,2018-08-24T07:00:00.000000000,Atmospheric River (AR),1038240,40351,0.03886480967791647,64887,24536,0.3781342950051628,0.6218657049948372
2018-08-26T16:00:00.000000000.nc,2018-08-26T16:00:00.000000000,Atmospheric River (AR),1038240,59238,0.05705617198335645,100305,41067,0.409421265141319,0.5905787348586811
2018-08-30T06:00:00.000000000.nc,2018-08-30T06:00:00.000000000,Atmospheric River (AR),1038240,64381,0.062009747264601636,109739,45358,0.4133261648092292,0.5866738351907709
2018-09-02T21:00:00.000000000.nc,2018-09-02T21:00:00.000000000,Atmospheric River (AR),1038240,48061,0.046290838341809214,103934,55873,0.5375815421325072,0.4624184578674928
2018-09-03T01:00:00.000000000.nc,2018-09-03T01:00:00.000000000,Atmospheric River (AR),1038240,46594,0.04487787024194791,89424,42830,0.47895419574163534,0.5210458042583647
2018-09-04T05:00:00.000000000.nc,2018-09-04T05:00:00.000000000,Atmospheric River (AR),1038240,48951,0.04714805825242718,93051,44100,0.47393364928909953,0.5260663507109005
2018-09-07T14:00:00.000000000.nc,2018-09-07T14:00:00.000000000,Atmospheric River (AR),1038240,38757,0.0373295191863153,67302,28545,0.42413301239190515,0.5758669876080948
2018-09-08T20:00:00.000000000.nc,2018-09-08T20:00:00.000000000,Atmospheric River (AR),1038240,59909,0.057702458005856064,112387,52478,0.46694012652708944,0.5330598734729106
2018-09-09T18:00:00.000000000.nc,2018-09-09T18:00:00.000000000,Atmospheric River (AR),1038240,49466,0.04764408999845893,105261,55795,0.5300633662990091,0.46993663370099087
2018-09-09T19:00:00.000000000.nc,2018-09-09T19:00:00.000000000,Atmospheric River (AR),1038240,70419,0.06782535829865927,133612,63193,0.47295901565727627,0.5270409843427237
2018-09-10T21:00:00.000000000.nc,2018-09-10T21:00:00.000000000,Atmospheric River (AR),1038240,55348,0.0533094467560487,77526,22178,0.2860717694708872,0.7139282305291128
2018-09-11T15:00:00.000000000.nc,2018-09-11T15:00:00.000000000,Atmospheric River (AR),1038240,22029,0.021217637540453076,44001,21972,0.4993522874480125,0.5006477125519875
2018-09-15T20:00:00.000000000.nc,2018-09-15T20:00:00.000000000,Atmospheric River (AR),1038240,41100,0.03958622283865002,69585,28485,0.4093554645397715,0.5906445354602285
2018-09-16T21:00:00.000000000.nc,2018-09-16T21:00:00.000000000,Atmospheric River (AR),1038240,36844,0.03548697796270612,69998,33154,0.473642104060116,0.526357895939884
2018-09-17T05:00:00.000000000.nc,2018-09-17T05:00:00.000000000,Atmospheric River (AR),1038240,38217,0.03680940822931114,64441,26224,0.4069458884871433,0.5930541115128567
2018-09-17T22:00:00.000000000.nc,2018-09-17T22:00:00.000000000,Atmospheric River (AR),1038240,71049,0.06843215441516412,105772,34723,0.32828158680936353,0.6717184131906364
2018-09-18T07:00:00.000000000.nc,2018-09-18T07:00:00.000000000,Atmospheric River (AR),1038240,72918,0.07023231622746186,89137,16219,0.18195586568989308,0.8180441343101069
2018-09-18T16:00:00.000000000.nc,2018-09-18T16:00:00.000000000,Atmospheric River (AR),1038240,59886,0.05768030513176144,103224,43338,0.4198442222738898,0.5801557777261102
2018-09-18T22:00:00.000000000.nc,2018-09-18T22:00:00.000000000,Atmospheric River (AR),1038240,40584,0.03908922792417938,72446,31862,0.4398034398034398,0.5601965601965602
2018-09-22T15:00:00.000000000.nc,2018-09-22T15:00:00.000000000,Atmospheric River (AR),1038240,55908,0.05384882108183079,95745,39837,0.4160739464201786,0.5839260535798214
2018-09-23T17:00:00.000000000.nc,2018-09-23T17:00:00.000000000,Atmospheric River (AR),1038240,40829,0.03932520419170905,64163,23334,0.3636675342487103,0.6363324657512897
2018-09-25T12:00:00.000000000.nc,2018-09-25T12:00:00.000000000,Atmospheric River (AR),1038240,44508,0.04286870087840962,92349,47841,0.5180456745606341,0.4819543254393659
2018-09-26T08:00:00.000000000.nc,2018-09-26T08:00:00.000000000,Atmospheric River (AR),1038240,38442,0.037026121128062875,74468,36026,0.4837782671751625,0.5162217328248375
2018-09-28T10:00:00.000000000.nc,2018-09-28T10:00:00.000000000,Atmospheric River (AR),1038240,61972,0.05968947449529974,104702,42730,0.408110637810166,0.591889362189834
2018-09-28T13:00:00.000000000.nc,2018-09-28T13:00:00.000000000,Atmospheric River (AR),1038240,40391,0.03890333641547234,71963,31572,0.4387254561371816,0.5612745438628184
2018-09-28T23:00:00.000000000.nc,2018-09-28T23:00:00.000000000,Atmospheric River (AR),1038240,46233,0.04453016643550624,109842,63609,0.5790954279783689,0.42090457202163106
2018-09-29T01:00:00.000000000.nc,2018-09-29T01:00:00.000000000,Atmospheric River (AR),1038240,57691,0.05556615040838342,82944,25253,0.3044584297839506,0.6955415702160493
2018-09-29T06:00:00.000000000.nc,2018-09-29T06:00:00.000000000,Atmospheric River (AR),1038240,67553,0.06506491755278163,125067,57514,0.4598655120855222,0.5401344879144778
2018-10-03T03:00:00.000000000.nc,2018-10-03T03:00:00.000000000,Atmospheric River (AR),1038240,61528,0.05926182770842965,115700,54172,0.46821089023336215,0.5317891097666378
2018-10-04T21:00:00.000000000.nc,2018-10-04T21:00:00.000000000,Atmospheric River (AR),1038240,46059,0.04436257512713823,93573,47514,0.5077746785931839,0.4922253214068161
2018-10-06T15:00:00.000000000.nc,2018-10-06T15:00:00.000000000,Atmospheric River (AR),1038240,36700,0.03534828170750501,70626,33926,0.48036134001642455,0.5196386599835755
2018-10-08T12:00:00.000000000.nc,2018-10-08T12:00:00.000000000,Atmospheric River (AR),1038240,49656,0.047827092001849286,69979,20323,0.29041569613741264,0.7095843038625873
2018-10-09T04:00:00.000000000.nc,2018-10-09T04:00:00.000000000,Atmospheric River (AR),1038240,67671,0.06517857142857143,101365,33694,0.33240270310264886,0.6675972968973511
2018-10-10T18:00:00.000000000.nc,2018-10-10T18:00:00.000000000,Atmospheric River (AR),1038240,57962,0.055827169055324394,84164,26202,0.3113207547169811,0.6886792452830188
2018-10-12T03:00:00.000000000.nc,2018-10-12T03:00:00.000000000,Atmospheric River (AR),1038240,41978,0.04043188472800123,69603,27625,0.39689381204833124,0.6031061879516687
2018-10-12T17:00:00.000000000.nc,2018-10-12T17:00:00.000000000,Atmospheric River (AR),1038240,57103,0.05499980736631222,92418,35315,0.3821225302430262,0.6178774697569738
2018-10-15T00:00:00.000000000.nc,2018-10-15T00:00:00.000000000,Atmospheric River (AR),1038240,59670,0.05747226074895978,145822,86152,0.5908024852217086,0.40919751477829136
2018-10-20T20:00:00.000000000.nc,2018-10-20T20:00:00.000000000,Atmospheric River (AR),1038240,46767,0.045044498381877025,81586,34819,0.42677665285710786,0.5732233471428921
2018-10-21T11:00:00.000000000.nc,2018-10-21T11:00:00.000000000,Atmospheric River (AR),1038240,23069,0.022219332716905533,44553,21484,0.48221219670953697,0.517787803290463
2018-10-21T17:00:00.000000000.nc,2018-10-21T17:00:00.000000000,Atmospheric River (AR),1038240,58194,0.0560506241331484,100190,41996,0.41916358918055696,0.580836410819443
2018-10-23T01:00:00.000000000.nc,2018-10-23T01:00:00.000000000,Atmospheric River (AR),1038240,58888,0.05671906302974264,86639,27751,0.32030609771580926,0.6796939022841907
2018-10-27T07:00:00.000000000.nc,2018-10-27T07:00:00.000000000,Atmospheric River (AR),1038240,46762,0.04503968253968254,79135,32373,0.4090857395589815,0.5909142604410185
2018-10-27T10:00:00.000000000.nc,2018-10-27T10:00:00.000000000,Atmospheric River (AR),1038240,49036,0.0472299275697334,96127,47091,0.4898831753825668,0.5101168246174332
2018-10-27T20:00:00.000000000.nc,2018-10-27T20:00:00.000000000,Atmospheric River (AR),1038240,40099,0.038622091231314534,60743,20644,0.3398580906441895,0.6601419093558105
2018-10-29T01:00:00.000000000.nc,2018-10-29T01:00:00.000000000,Atmospheric River (AR),1038240,65105,0.06270708121436276,123318,58213,0.4720559853387178,0.5279440146612823
2018-10-29T20:00:00.000000000.nc,2018-10-29T20:00:00.000000000,Atmospheric River (AR),1038240,31193,0.030044113114501465,64034,32841,0.5128681637879876,0.4871318362120124
2018-10-31T21:00:00.000000000.nc,2018-10-31T21:00:00.000000000,Atmospheric River (AR),1038240,66261,0.06382050392972723,112038,45777,0.4085845873721416,0.5914154126278584
2018-11-02T12:00:00.000000000.nc,2018-11-02T12:00:00.000000000,Atmospheric River (AR),1038240,82655,0.079610687316998,112315,29660,0.2640787072074077,0.7359212927925922
2018-11-03T05:00:00.000000000.nc,2018-11-03T05:00:00.000000000,Atmospheric River (AR),1038240,51750,0.04984396671289875,99548,47798,0.48015027926226544,0.5198497207377346
2018-11-04T08:00:00.000000000.nc,2018-11-04T08:00:00.000000000,Atmospheric River (AR),1038240,49050,0.04724341192787795,77188,28138,0.3645385293050733,0.6354614706949266
2018-11-04T17:00:00.000000000.nc,2018-11-04T17:00:00.000000000,Atmospheric River (AR),1038240,68578,0.06605216520265064,92399,23821,0.25780582040931177,0.7421941795906882
2018-11-07T04:00:00.000000000.nc,2018-11-07T04:00:00.000000000,Atmospheric River (AR),1038240,30413,0.02929284173216212,64761,34348,0.5303809391454734,0.46961906085452665
2018-11-07T05:00:00.000000000.nc,2018-11-07T05:00:00.000000000,Atmospheric River (AR),1038240,55805,0.05374961473262444,81427,25622,0.31466221277954487,0.6853377872204551
2018-11-08T16:00:00.000000000.nc,2018-11-08T16:00:00.000000000,Atmospheric River (AR),1038240,57245,0.055136577284635536,101972,44727,0.4386204056015377,0.5613795943984623
2018-11-10T20:00:00.000000000.nc,2018-11-10T20:00:00.000000000,Atmospheric River (AR),1038240,54861,0.052840383726306055,101230,46369,0.4580559122789687,0.5419440877210313
2018-11-11T03:00:00.000000000.nc,2018-11-11T03:00:00.000000000,Atmospheric River (AR),1038240,58718,0.05655532439513022,88200,29482,0.33426303854875283,0.6657369614512472
2018-11-16T06:00:00.000000000.nc,2018-11-16T06:00:00.000000000,Atmospheric River (AR),1038240,44531,0.04289085375250424,84376,39845,0.47223144021996777,0.5277685597800322
2018-11-18T08:00:00.000000000.nc,2018-11-18T08:00:00.000000000,Atmospheric River (AR),1038240,50823,0.04895110957004161,86457,35634,0.41215864533814495,0.587841354661855
2018-11-21T02:00:00.000000000.nc,2018-11-21T02:00:00.000000000,Atmospheric River (AR),1038240,56734,0.05464439821235938,100324,43590,0.43449224512579243,0.5655077548742076
2018-11-21T09:00:00.000000000.nc,2018-11-21T09:00:00.000000000,Atmospheric River (AR),1038240,38902,0.03746917860995531,95219,56317,0.5914470851405706,0.4085529148594293
2018-11-25T23:00:00.000000000.nc,2018-11-25T23:00:00.000000000,Atmospheric River (AR),1038240,53675,0.051698065957774694,92762,39087,0.4213686638925422,0.5786313361074578
2018-11-26T10:00:00.000000000.nc,2018-11-26T10:00:00.000000000,Atmospheric River (AR),1038240,54784,0.05276621975651102,84224,29440,0.3495440729483283,0.6504559270516718
2018-11-28T01:00:00.000000000.nc,2018-11-28T01:00:00.000000000,Atmospheric River (AR),1038240,96179,0.09263657728463554,114984,18805,0.1635444931468726,0.8364555068531274
2018-11-28T08:00:00.000000000.nc,2018-11-28T08:00:00.000000000,Atmospheric River (AR),1038240,50364,0.04850901525658807,75581,25217,0.3336420528968921,0.6663579471031079
2018-11-29T04:00:00.000000000.nc,2018-11-29T04:00:00.000000000,Atmospheric River (AR),1038240,36386,0.035045846817691476,55586,19200,0.34541071492821934,0.6545892850717807
2018-11-29T20:00:00.000000000.nc,2018-11-29T20:00:00.000000000,Atmospheric River (AR),1038240,35154,0.033859223300970874,71724,36570,0.5098711728291785,0.49012882717082146
2018-12-01T05:00:00.000000000.nc,2018-12-01T05:00:00.000000000,Atmospheric River (AR),1038240,56789,0.05469737247649869,88277,31488,0.35669540197333394,0.6433045980266661
2018-12-02T07:00:00.000000000.nc,2018-12-02T07:00:00.000000000,Atmospheric River (AR),1038240,61263,0.05900658807212205,86401,25138,0.2909457066469138,0.7090542933530862
2018-12-04T13:00:00.000000000.nc,2018-12-04T13:00:00.000000000,Atmospheric River (AR),1038240,52876,0.05092849437509632,113642,60766,0.5347142781718027,0.46528572182819733
2018-12-06T10:00:00.000000000.nc,2018-12-06T10:00:00.000000000,Atmospheric River (AR),1038240,37009,0.035645900755124055,74603,37594,0.5039207538570835,0.4960792461429165
2018-12-06T19:00:00.000000000.nc,2018-12-06T19:00:00.000000000,Atmospheric River (AR),1038240,46793,0.045069540761288336,62572,15779,0.25217349613245543,0.7478265038675446
2018-12-07T06:00:00.000000000.nc,2018-12-07T06:00:00.000000000,Atmospheric River (AR),1038240,50568,0.048705501618122975,85792,35224,0.4105744125326371,0.589425587467363
2018-12-09T00:00:00.000000000.nc,2018-12-09T00:00:00.000000000,Atmospheric River (AR),1038240,53605,0.05163064416705193,102198,48593,0.47547897219123664,0.5245210278087634
2018-12-09T05:00:00.000000000.nc,2018-12-09T05:00:00.000000000,Atmospheric River (AR),1038240,64212,0.06184697179842811,110718,46506,0.42004010188045304,0.579959898119547
2018-12-09T17:00:00.000000000.nc,2018-12-09T17:00:00.000000000,Atmospheric River (AR),1038240,60577,0.05834585452303899,115979,55402,0.47768992662464754,0.5223100733753524
2018-12-11T05:00:00.000000000.nc,2018-12-11T05:00:00.000000000,Atmospheric River (AR),1038240,55185,0.05315245030050855,79965,24780,0.30988557493903585,0.6901144250609642
2018-12-11T11:00:00.000000000.nc,2018-12-11T11:00:00.000000000,Atmospheric River (AR),1038240,22830,0.021989135460009246,51991,29161,0.5608855378815564,0.43911446211844357
2018-12-11T13:00:00.000000000.nc,2018-12-11T13:00:00.000000000,Atmospheric River (AR),1038240,64928,0.06253660040067807,99058,34130,0.3445456197379313,0.6554543802620687
2018-12-15T00:00:00.000000000.nc,2018-12-15T00:00:00.000000000,Atmospheric River (AR),1038240,68130,0.06562066574202496,125467,57337,0.456988690253214,0.543011309746786
2018-12-16T03:00:00.000000000.nc,2018-12-16T03:00:00.000000000,Atmospheric River (AR),1038240,32960,0.031746031746031744,61411,28451,0.4632883359658693,0.5367116640341307
2018-12-17T19:00:00.000000000.nc,2018-12-17T19:00:00.000000000,Atmospheric River (AR),1038240,43985,0.0423649637848667,103518,59533,0.5750980505805754,0.42490194941942466
2018-12-21T21:00:00.000000000.nc,2018-12-21T21:00:00.000000000,Atmospheric River (AR),1038240,48463,0.046678032054245644,75316,26853,0.3565377874555207,0.6434622125444792
2018-12-22T03:00:00.000000000.nc,2018-12-22T03:00:00.000000000,Atmospheric River (AR),1038240,44818,0.04316728309446756,65280,20462,0.3134497549019608,0.6865502450980392
2018-12-23T21:00:00.000000000.nc,2018-12-23T21:00:00.000000000,Atmospheric River (AR),1038240,39231,0.03778606102635229,83120,43889,0.5280197305101059,0.47198026948989413
2018-12-24T02:00:00.000000000.nc,2018-12-24T02:00:00.000000000,Atmospheric River (AR),1038240,50350,0.04849553089844352,84820,34470,0.40639000235793443,0.5936099976420656
2018-12-26T03:00:00.000000000.nc,2018-12-26T03:00:00.000000000,Atmospheric River (AR),1038240,45958,0.04426529511480968,63080,17122,0.27143310082435,0.72856689917565
2018-12-26T08:00:00.000000000.nc,2018-12-26T08:00:00.000000000,Atmospheric River (AR),1038240,33511,0.03227673755586377,73027,39516,0.5411149300943486,0.4588850699056513
2018-12-27T20:00:00.000000000.nc,2018-12-27T20:00:00.000000000,Atmospheric River (AR),1038240,45198,0.043533287101248264,100385,55187,0.5497534492205011,0.45024655077949893
2018-12-28T19:00:00.000000000.nc,2018-12-28T19:00:00.000000000,Atmospheric River (AR),1038240,36141,0.03480987055016181,66076,29935,0.4530389248743871,0.546961075125613
2019-01-01T05:00:00.000000000.nc,2019-01-01T05:00:00.000000000,Atmospheric River (AR),1038240,55061,0.05303301741408537,91629,36568,0.39908762509685797,0.600912374903142
2019-01-01T21:00:00.000000000.nc,2019-01-01T21:00:00.000000000,Atmospheric River (AR),1038240,46245,0.044541724456773,79104,32859,0.4153898665048544,0.5846101334951457
2019-01-04T06:00:00.000000000.nc,2019-01-04T06:00:00.000000000,Atmospheric River (AR),1038240,40970,0.03946101094159347,75109,34139,0.4545260887510152,0.5454739112489848
2019-01-05T09:00:00.000000000.nc,2019-01-05T09:00:00.000000000,Atmospheric River (AR),1038240,53115,0.0511586916319926,86597,33482,0.3866415695693846,0.6133584304306153
