file,time,class,n_valid_pixels,n_disagree_pixels,fraction_disagree_all_pixels,n_either_positive,n_both_positive,fraction_agreement_given_positive_union,fraction_disagreement_given_positive_union
2019-07-18T12:00:00.000000000.nc,2019-07-18T12:00:00.000000000,Atmospheric River (AR),1038240,55534,0.05348859608568347,92834,37300,0.40179244673287806,0.5982075532671219
2019-07-18T15:00:00.000000000.nc,2019-07-18T15:00:00.000000000,Atmospheric River (AR),1038240,73553,0.0708439281861612,116187,42634,0.3669429454241869,0.6330570545758132
2019-07-20T18:00:00.000000000.nc,2019-07-20T18:00:00.000000000,Atmospheric River (AR),1038240,57501,0.05538314840499307,93663,36162,0.3860862880753339,0.613913711924666
2019-07-22T23:00:00.000000000.nc,2019-07-22T23:00:00.000000000,Atmospheric River (AR),1038240,59580,0.05738557558945909,88777,29197,0.32888022798697863,0.6711197720130214
2019-07-25T05:00:00.000000000.nc,2019-07-25T05:00:00.000000000,Atmospheric River (AR),1038240,66287,0.06384554630913854,94103,27816,0.29559100134958505,0.704408998650415
2019-07-26T04:00:00.000000000.nc,2019-07-26T04:00:00.000000000,Atmospheric River (AR),1038240,48611,0.04682058098320234,101159,52548,0.519459464802934,0.480540535197066
2019-07-27T07:00:00.000000000.nc,2019-07-27T07:00:00.000000000,Atmospheric River (AR),1038240,73280,0.07058098320234242,120266,46986,0.3906839838358306,0.6093160161641694
2019-07-29T14:00:00.000000000.nc,2019-07-29T14:00:00.000000000,Atmospheric River (AR),1038240,71406,0.06877600554785021,95841,24435,0.2549535167621373,0.7450464832378627
2019-07-30T07:00:00.000000000.nc,2019-07-30T07:00:00.000000000,Atmospheric River (AR),1038240,53725,0.05174622437971953,90863,37138,0.40872522368841,0.59127477631159
2019-07-31T09:00:00.000000000.nc,2019-07-31T09:00:00.000000000,Atmospheric River (AR),1038240,54825,0.05280570966250578,98507,43682,0.44344056767539364,0.5565594323246064
2019-08-01T08:00:00.000000000.nc,2019-08-01T08:00:00.000000000,Atmospheric River (AR),1038240,60600,0.05836800739713361,110876,50276,0.4534434864172589,0.546556513582741
2019-08-01T22:00:00.000000000.nc,2019-08-01T22:00:00.000000000,Atmospheric River (AR),1038240,42848,0.04126984126984127,89691,46843,0.5222709078948835,0.47772909210511644
2019-08-03T08:00:00.000000000.nc,2019-08-03T08:00:00.000000000,Atmospheric River (AR),1038240,57847,0.055716404684851284,103353,45506,0.4402968467291709,0.5597031532708291
2019-08-03T21:00:00.000000000.nc,2019-08-03T21:00:00.000000000,Atmospheric River (AR),1038240,46328,0.04462166743720142,84141,37813,0.44940041121450897,0.550599588785491
2019-08-05T18:00:00.000000000.nc,2019-08-05T18:00:00.000000000,Atmospheric River (AR),1038240,57420,0.055305131761442444,96053,38633,0.402205032638231,0.5977949673617691
2019-08-09T06:00:00.000000000.nc,2019-08-09T06:00:00.000000000,Atmospheric River (AR),1038240,36374,0.03503428879642472,77380,41006,0.5299302145257172,0.47006978547428274
2019-08-09T09:00:00.000000000.nc,2019-08-09T09:00:00.000000000,Atmospheric River (AR),1038240,39787,0.0383215826783788,80170,40383,0.5037171011600349,0.49628289883996507
2019-08-10T20:00:00.000000000.nc,2019-08-10T20:00:00.000000000,Atmospheric River (AR),1038240,61689,0.059416897827092,106519,44830,0.42086388343863534,0.5791361165613647
2019-08-12T15:00:00.000000000.nc,2019-08-12T15:00:00.000000000,Atmospheric River (AR),1038240,41433,0.03990695792880259,75903,34470,0.4541322477372436,0.5458677522627564
2019-08-12T18:00:00.000000000.nc,2019-08-12T18:00:00.000000000,Atmospheric River (AR),1038240,33831,0.03258495145631068,78410,44579,0.5685371763805637,0.4314628236194363
2019-08-12T22:00:00.000000000.nc,2019-08-12T22:00:00.000000000,Atmospheric River (AR),1038240,34934,0.033647326244413626,70710,35776,0.5059538961957291,0.49404610380427094
2019-08-13T15:00:00.000000000.nc,2019-08-13T15:00:00.000000000,Atmospheric River (AR),1038240,49337,0.04751984126984127,75791,26454,0.34903880407964005,0.65096119592036
2019-08-14T05:00:00.000000000.nc,2019-08-14T05:00:00.000000000,Atmospheric River (AR),1038240,31117,0.029970912313145325,87040,55923,0.6424977022058823,0.35750229779411763
2019-08-14T20:00:00.000000000.nc,2019-08-14T20:00:00.000000000,Atmospheric River (AR),1038240,58076,0.05593697025735861,101354,43278,0.4269984411074057,0.5730015588925943
2019-08-17T20:00:00.000000000.nc,2019-08-17T20:00:00.000000000,Atmospheric River (AR),1038240,70702,0.068097934966867,127444,56742,0.4452308464894385,0.5547691535105616
2019-08-22T14:00:00.000000000.nc,2019-08-22T14:00:00.000000000,Atmospheric River (AR),1038240,24911,0.023993488981353058,48802,23891,0.48954960862259744,0.5104503913774026
2019-08-22T19:00:00.000000000.nc,2019-08-22T19:00:00.000000000,Atmospheric River (AR),1038240,50887,0.04901275235013099,86242,35355,0.40995106792514086,0.5900489320748591
2019-08-24T16:00:00.000000000.nc,2019-08-24T16:00:00.000000000,Atmospheric River (AR),1038240,35831,0.03451128833410387,79262,43431,0.5479422674169211,0.4520577325830789
2019-08-27T15:00:00.000000000.nc,2019-08-27T15:00:00.000000000,Atmospheric River (AR),1038240,35266,0.033967098166127294,70719,35453,0.5013221340799502,0.49867786592004976
2019-08-27T16:00:00.000000000.nc,2019-08-27T16:00:00.000000000,Atmospheric River (AR),1038240,38882,0.03744991524117738,79885,41003,0.5132753332916067,0.4867246667083933
2019-08-27T21:00:00.000000000.nc,2019-08-27T21:00:00.000000000,Atmospheric River (AR),1038240,63010,0.0606892433348744,92889,29879,0.32166349083314494,0.6783365091668551
2019-08-30T19:00:00.000000000.nc,2019-08-30T19:00:00.000000000,Atmospheric River (AR),1038240,43296,0.04170134073046695,85825,42529,0.49553160501019516,0.5044683949898048
2019-08-31T17:00:00.000000000.nc,2019-08-31T17:00:00.000000000,Atmospheric River (AR),1038240,45797,0.04411022499614733,86838,41041,0.4726156751652502,0.5273843248347497
2019-09-01T16:00:00.000000000.nc,2019-09-01T16:00:00.000000000,Atmospheric River (AR),1038240,44118,0.04249306518723994,55897,11779,0.21072687264074996,0.78927312735925
2019-09-03T13:00:00.000000000.nc,2019-09-03T13:00:00.000000000,Atmospheric River (AR),1038240,49574,0.04774811218985976,63374,13800,0.21775491526493515,0.7822450847350648
2019-09-06T02:00:00.000000000.nc,2019-09-06T02:00:00.000000000,Atmospheric River (AR),1038240,66014,0.06358260132531977,77436,11422,0.14750245363913425,0.8524975463608657
2019-09-09T22:00:00.000000000.nc,2019-09-09T22:00:00.000000000,Atmospheric River (AR),1038240,61065,0.05881588072122053,100304,39239,0.3912007497208486,0.6087992502791514
2019-09-10T01:00:00.000000000.nc,2019-09-10T01:00:00.000000000,Atmospheric River (AR),1038240,29342,0.02826128833410387,56489,27147,0.48057143868717805,0.519428561312822
2019-09-10T08:00:00.000000000.nc,2019-09-10T08:00:00.000000000,Atmospheric River (AR),1038240,24969,0.02404935275080906,49692,24723,0.4975247524752475,0.5024752475247525
2019-09-10T12:00:00.000000000.nc,2019-09-10T12:00:00.000000000,Atmospheric River (AR),1038240,33703,0.03246166589613191,57686,23983,0.41575078875290367,0.5842492112470964
2019-09-13T02:00:00.000000000.nc,2019-09-13T02:00:00.000000000,Atmospheric River (AR),1038240,53661,0.051684581599630144,100223,46562,0.46458397772966287,0.5354160222703371
2019-09-13T03:00:00.000000000.nc,2019-09-13T03:00:00.000000000,Atmospheric River (AR),1038240,39216,0.03777161349976884,70210,30994,0.44144708730950005,0.5585529126904999
2019-09-14T14:00:00.000000000.nc,2019-09-14T14:00:00.000000000,Atmospheric River (AR),1038240,34018,0.03276506395438434,79881,45863,0.574141535534107,0.42585846446589304
2019-09-16T02:00:00.000000000.nc,2019-09-16T02:00:00.000000000,Atmospheric River (AR),1038240,22496,0.021667437201417783,38387,15891,0.413968270508245,0.586031729491755
2019-09-18T10:00:00.000000000.nc,2019-09-18T10:00:00.000000000,Atmospheric River (AR),1038240,52367,0.05043824163969795,106313,53946,0.5074261849444565,0.49257381505554354
2019-09-18T11:00:00.000000000.nc,2019-09-18T11:00:00.000000000,Atmospheric River (AR),1038240,66932,0.06446678995222685,109090,42158,0.38645155376294804,0.613548446237052
2019-09-19T12:00:00.000000000.nc,2019-09-19T12:00:00.000000000,Atmospheric River (AR),1038240,36748,0.035394513792572045,73264,36516,0.4984166848656912,0.5015833151343088
2019-09-21T21:00:00.000000000.nc,2019-09-21T21:00:00.000000000,Atmospheric River (AR),1038240,57895,0.05576263676991832,97424,39529,0.4057419116439481,0.5942580883560519
2019-09-23T06:00:00.000000000.nc,2019-09-23T06:00:00.000000000,Atmospheric River (AR),1038240,64040,0.0616813068269379,93657,29617,0.31622836520494996,0.68377163479505
2019-09-24T21:00:00.000000000.nc,2019-09-24T21:00:00.000000000,Atmospheric River (AR),1038240,62369,0.06007185236554169,105197,42828,0.4071218760991283,0.5928781239008717
2019-09-26T11:00:00.000000000.nc,2019-09-26T11:00:00.000000000,Atmospheric River (AR),1038240,32808,0.031599630143319464,82347,49539,0.6015884003060221,0.39841159969397794
2019-09-27T13:00:00.000000000.nc,2019-09-27T13:00:00.000000000,Atmospheric River (AR),1038240,73809,0.07109049930651873,118060,44251,0.3748178892088768,0.6251821107911232
2019-09-28T02:00:00.000000000.nc,2019-09-28T02:00:00.000000000,Atmospheric River (AR),1038240,22620,0.02178687008784096,38146,15526,0.40701515230954755,0.5929848476904525
2019-09-28T22:00:00.000000000.nc,2019-09-28T22:00:00.000000000,Atmospheric River (AR),1038240,35045,0.033754237941131145,68852,33807,0.4910097019694417,0.5089902980305583
2019-09-29T05:00:00.000000000.nc,2019-09-29T05:00:00.000000000,Atmospheric River (AR),1038240,82119,0.07909442903374943,122540,40421,0.32985963766933246,0.6701403623306675
2019-10-01T19:00:00.000000000.nc,2019-10-01T19:00:00.000000000,Atmospheric River (AR),1038240,80446,0.07748304823547542,100973,20527,0.20329196914026523,0.7967080308597347
2019-10-03T10:00:00.000000000.nc,2019-10-03T10:00:00.000000000,Atmospheric River (AR),1038240,60683,0.05844795037756203,109949,49266,0.44808047367415804,0.551919526325842
2019-10-04T07:00:00.000000000.nc,2019-10-04T07:00:00.000000000,Atmospheric River (AR),1038240,60639,0.058405570966250576,102918,42279,0.410802775024777,0.589197224975223
2019-10-06T05:00:00.000000000.nc,2019-10-06T05:00:00.000000000,Atmospheric River (AR),1038240,62559,0.06025485436893204,89061,26502,0.29757132751709503,0.702428672482905
2019-10-08T22:00:00.000000000.nc,2019-10-08T22:00:00.000000000,Atmospheric River (AR),1038240,54683,0.052668939744182464,84284,29601,0.35120544824640504,0.648794551753595
2019-10-09T00:00:00.000000000.nc,2019-10-09T00:00:00.000000000,Atmospheric River (AR),1038240,58876,0.056707505008475885,72682,13806,0.18995074433835063,0.8100492556616494
2019-10-10T06:00:00.000000000.nc,2019-10-10T06:00:00.000000000,Atmospheric River (AR),1038240,45432,0.04375866851595007,66736,21304,0.3192280028770079,0.6807719971229921
2019-10-12T09:00:00.000000000.nc,2019-10-12T09:00:00.000000000,Atmospheric River (AR),1038240,61626,0.059356218215441514,114409,52783,0.46135356484192674,0.5386464351580732
2019-10-12T13:00:00.000000000.nc,2019-10-12T13:00:00.000000000,Atmospheric River (AR),1038240,55782,0.05372746185852982,86401,30619,0.3543824724250877,0.6456175275749123
2019-10-14T11:00:00.000000000.nc,2019-10-14T11:00:00.000000000,Atmospheric River (AR),1038240,54467,0.0524608953613808,89539,35072,0.39169523894615754,0.6083047610538425
2019-10-16T05:00:00.000000000.nc,2019-10-16T05:00:00.000000000,Atmospheric River (AR),1038240,54275,0.05227596702111265,83824,29549,0.3525124069478908,0.6474875930521092
2019-10-16T09:00:00.000000000.nc,2019-10-16T09:00:00.000000000,Atmospheric River (AR),1038240,63434,0.06109762675296656,85952,22518,0.2619834326135517,0.7380165673864483
2019-10-16T11:00:00.000000000.nc,2019-10-16T11:00:00.000000000,Atmospheric River (AR),1038240,51087,0.04920538603791031,65543,14456,0.22055749660528204,0.779442503394718
2019-10-17T19:00:00.000000000.nc,2019-10-17T19:00:00.000000000,Atmospheric River (AR),1038240,43386,0.04178802588996764,74402,31016,0.41687051423348837,0.5831294857665117
2019-10-17T22:00:00.000000000.nc,2019-10-17T22:00:00.000000000,Atmospheric River (AR),1038240,40498,0.039006395438434274,101450,60952,0.6008082799408576,0.39919172005914244
2019-10-26T07:00:00.000000000.nc,2019-10-26T07:00:00.000000000,Atmospheric River (AR),1038240,63296,0.06096470950839883,100307,37011,0.3689772398735881,0.6310227601264119
2019-10-27T00:00:00.000000000.nc,2019-10-27T00:00:00.000000000,Atmospheric River (AR),1038240,85697,0.08254064570812143,136119,50422,0.37042587735731236,0.6295741226426876
2019-11-01T15:00:00.000000000.nc,2019-11-01T15:00:00.000000000,Atmospheric River (AR),1038240,38920,0.03748651564185545,83828,44908,0.5357159898840483,0.4642840101159517
2019-11-03T13:00:00.000000000.nc,2019-11-03T13:00:00.000000000,Atmospheric River (AR),1038240,45566,0.043887733086762214,86142,40576,0.4710361960483852,0.5289638039516148
2019-11-03T14:00:00.000000000.nc,2019-11-03T14:00:00.000000000,Atmospheric River (AR),1038240,23193,0.02233876560332871,45685,22492,0.49232789755937395,0.507672102440626
2019-11-06T03:00:00.000000000.nc,2019-11-06T03:00:00.000000000,Atmospheric River (AR),1038240,48422,0.04663854214825089,76859,28437,0.3699892010044367,0.6300107989955633
2019-11-09T11:00:00.000000000.nc,2019-11-09T11:00:00.000000000,Atmospheric River (AR),1038240,36640,0.03529049160117121,68268,31628,0.463291732583348,0.536708267416652
2019-11-11T22:00:00.000000000.nc,2019-11-11T22:00:00.000000000,Atmospheric River (AR),1038240,77410,0.07455886885498536,95180,17770,0.1866988863206556,0.8133011136793444
2019-11-12T13:00:00.000000000.nc,2019-11-12T13:00:00.000000000,Atmospheric River (AR),1038240,58883,0.05671424718754816,86096,27213,0.3160774019698941,0.6839225980301059
2019-11-12T15:00:00.000000000.nc,2019-11-12T15:00:00.000000000,Atmospheric River (AR),1038240,65683,0.063263792572045,96448,30765,0.31898017584605176,0.6810198241539482
2019-11-12T22:00:00.000000000.nc,2019-11-12T22:00:00.000000000,Atmospheric River (AR),1038240,43897,0.0422802049622438,84308,40411,0.4793258053802723,0.5206741946197276
2019-11-14T04:00:00.000000000.nc,2019-11-14T04:00:00.000000000,Atmospheric River (AR),1038240,53892,0.05190707350901526,107437,53545,0.4983851001051779,0.5016148998948221
2019-11-15T01:00:00.000000000.nc,2019-11-15T01:00:00.000000000,Atmospheric River (AR),1038240,48437,0.04665298967483433,70193,21756,0.3099454361546023,0.6900545638453977
2019-11-16T14:00:00.000000000.nc,2019-11-16T14:00:00.000000000,Atmospheric River (AR),1038240,44082,0.042458391123439666,85674,41592,0.48546817003991877,0.5145318299600813
2019-11-17T09:00:00.000000000.nc,2019-11-17T09:00:00.000000000,Atmospheric River (AR),1038240,34989,0.03370030050855294,50830,15841,0.31164666535510527,0.6883533346448948
2019-11-18T02:00:00.000000000.nc,2019-11-18T02:00:00.000000000,Atmospheric River (AR),1038240,44074,0.0424506857759285,60270,16196,0.268724074995852,0.731275925004148
2019-11-18T13:00:00.000000000.nc,2019-11-18T13:00:00.000000000,Atmospheric River (AR),1038240,78809,0.0759063415010017,112527,33718,0.29964364108169594,0.7003563589183041
2019-11-20T03:00:00.000000000.nc,2019-11-20T03:00:00.000000000,Atmospheric River (AR),1038240,14377,0.013847472646016335,29116,14739,0.5062165132573155,0.4937834867426844
2019-11-22T20:00:00.000000000.nc,2019-11-22T20:00:00.000000000,Atmospheric River (AR),1038240,58686,0.056524503005085526,89577,30891,0.3448541478281255,0.6551458521718745
2019-11-27T01:00:00.000000000.nc,2019-11-27T01:00:00.000000000,Atmospheric River (AR),1038240,47858,0.046095315148713206,86468,38610,0.446523569412962,0.553476430587038
2019-11-28T23:00:00.000000000.nc,2019-11-28T23:00:00.000000000,Atmospheric River (AR),1038240,53370,0.05140429958391123,88873,35503,0.3994801570780777,0.6005198429219223
2019-11-29T04:00:00.000000000.nc,2019-11-29T04:00:00.000000000,Atmospheric River (AR),1038240,43564,0.04195946987209123,84905,41341,0.4869088981803192,0.5130911018196809
2019-11-30T08:00:00.000000000.nc,2019-11-30T08:00:00.000000000,Atmospheric River (AR),1038240,35073,0.03378120665742025,65299,30226,0.46288610851621004,0.53711389148379
2019-12-01T13:00:00.000000000.nc,2019-12-01T13:00:00.000000000,Atmospheric River (AR),1038240,25622,0.02467830174140854,48675,23053,0.47361068310220855,0.5263893168977914
2019-12-01T20:00:00.000000000.nc,2019-12-01T20:00:00.000000000,Atmospheric River (AR),1038240,60195,0.05797792417938049,123714,63519,0.51343421116446,0.48656578883554
2019-12-02T11:00:00.000000000.nc,2019-12-02T11:00:00.000000000,Atmospheric River (AR),1038240,37957,0.036558984435198026,70054,32097,0.4581751220487053,0.5418248779512947
2019-12-03T15:00:00.000000000.nc,2019-12-03T15:00:00.000000000,Atmospheric River (AR),1038240,55446,0.05340383726306056,96260,40814,0.4239975067525452,0.5760024932474548
2019-12-04T22:00:00.000000000.nc,2019-12-04T22:00:00.000000000,Atmospheric River (AR),1038240,24806,0.023892356295268917,44754,19948,0.44572552174107344,0.5542744782589266
2019-12-05T15:00:00.000000000.nc,2019-12-05T15:00:00.000000000,Atmospheric River (AR),1038240,45117,0.04345527045769764,88730,43613,0.49152485067057367,0.5084751493294264
2019-12-06T18:00:00.000000000.nc,2019-12-06T18:00:00.000000000,Atmospheric River (AR),1038240,37334,0.03595893049776545,68164,30830,0.45229153218707824,0.5477084678129218
2019-12-10T23:00:00.000000000.nc,2019-12-10T23:00:00.000000000,Atmospheric River (AR),1038240,47673,0.04591712898751734,100738,53065,0.526762492803113,0.47323750719688695
2019-12-13T04:00:00.000000000.nc,2019-12-13T04:00:00.000000000,Atmospheric River (AR),1038240,37447,0.03606776853136076,69397,31950,0.4603945415507875,0.5396054584492125
2019-12-14T14:00:00.000000000.nc,2019-12-14T14:00:00.000000000,Atmospheric River (AR),1038240,47153,0.04541628139929111,93166,46013,0.4938818882424919,0.5061181117575081
2019-12-17T08:00:00.000000000.nc,2019-12-17T08:00:00.000000000,Atmospheric River (AR),1038240,58542,0.05638580674988442,102056,43514,0.42637375558516893,0.5736262444148311
2019-12-17T12:00:00.000000000.nc,2019-12-17T12:00:00.000000000,Atmospheric River (AR),1038240,55373,0.053333525967021116,97364,41991,0.4312785012941128,0.5687214987058872
2019-12-18T02:00:00.000000000.nc,2019-12-18T02:00:00.000000000,Atmospheric River (AR),1038240,52961,0.05101036369240253,102226,49265,0.48192240721538554,0.5180775927846145
2019-12-18T05:00:00.000000000.nc,2019-12-18T05:00:00.000000000,Atmospheric River (AR),1038240,53339,0.05137444136230544,102666,49327,0.4804609120838447,0.5195390879161553
2019-12-18T11:00:00.000000000.nc,2019-12-18T11:00:00.000000000,Atmospheric River (AR),1038240,41870,0.0403278625366004,75181,33311,0.44307737327250235,0.5569226267274976
2019-12-18T12:00:00.000000000.nc,2019-12-18T12:00:00.000000000,Atmospheric River (AR),1038240,63875,0.061522384034519956,101472,37597,0.37051600441501104,0.6294839955849889
2019-12-25T18:00:00.000000000.nc,2019-12-25T18:00:00.000000000,Atmospheric River (AR),1038240,91124,0.08776776082601326,118059,26935,0.22814863754563397,0.771851362454366
2019-12-29T19:00:00.000000000.nc,2019-12-29T19:00:00.000000000,Atmospheric River (AR),1038240,54723,0.052707466481738324,86582,31859,0.36796331801067195,0.632036681989328
2019-12-30T00:00:00.000000000.nc,2019-12-30T00:00:00.000000000,Atmospheric River (AR),1038240,58628,0.056468639235629524,84903,26275,0.30947080786309084,0.6905291921369092
2019-12-30T19:00:00.000000000.nc,2019-12-30T19:00:00.000000000,Atmospheric River (AR),1038240,55277,0.05324106179688704,92588,37311,0.40297878774787227,0.5970212122521277
2019-12-31T18:00:00.000000000.nc,2019-12-31T18:00:00.000000000,Atmospheric River (AR),1038240,43521,0.04191805362921868,57542,14021,0.2436654965068993,0.7563345034931007
2020-01-01T06:00:00.000000000.nc,2020-01-01T06:00:00.000000000,Atmospheric River (AR),1038240,52465,0.05053263214670982,68902,16437,0.23855621026965834,0.7614437897303417
2020-01-01T17:00:00.000000000.nc,2020-01-01T17:00:00.000000000,Atmospheric River (AR),1038240,48972,0.047168284789644015,90586,41614,0.4593866601903164,0.5406133398096836
2020-01-05T12:00:00.000000000.nc,2020-01-05T12:00:00.000000000,Atmospheric River (AR),1038240,64907,0.06251637386346125,127553,62646,0.49113701755348754,0.5088629824465124
2020-01-05T20:00:00.000000000.nc,2020-01-05T20:00:00.000000000,Atmospheric River (AR),1038240,65932,0.06350362151333025,110845,44913,0.4051874238801931,0.594812576119807
2020-01-06T14:00:00.000000000.nc,2020-01-06T14:00:00.000000000,Atmospheric River (AR),1038240,54335,0.05233375712744645,83295,28960,0.3476799327690738,0.6523200672309263
2020-01-08T15:00:00.000000000.nc,2020-01-08T15:00:00.000000000,Atmospheric River (AR),1038240,47885,0.04612132069656342,86890,39005,0.4489009091955346,0.5510990908044654
2020-01-11T04:00:00.000000000.nc,2020-01-11T04:00:00.000000000,Atmospheric River (AR),1038240,34667,0.03339016027122823,82318,47651,0.5788648898175369,0.42113511018246313
2020-01-15T14:00:00.000000000.nc,2020-01-15T14:00:00.000000000,Atmospheric River (AR),1038240,35094,0.033801433194637076,82530,47436,0.5747728098873137,0.4252271901126863
2020-01-16T01:00:00.000000000.nc,2020-01-16T01:00:00.000000000,Atmospheric River (AR),1038240,45463,0.043788526737555865,88996,43533,0.4891568160366758,0.5108431839633242
2020-01-18T11:00:00.000000000.nc,2020-01-18T11:00:00.000000000,Atmospheric River (AR),1038240,57351,0.055238673139158576,90534,33183,0.3665252833189741,0.633474716681026
2020-01-19T08:00:00.000000000.nc,2020-01-19T08:00:00.000000000,Atmospheric River (AR),1038240,42152,0.04059947603636924,76740,34588,0.4507167057597081,0.5492832942402919
2020-01-26T12:00:00.000000000.nc,2020-01-26T12:00:00.000000000,Atmospheric River (AR),1038240,24541,0.02363711665896132,44017,19476,0.4424654110911693,0.5575345889088307
2020-01-28T16:00:00.000000000.nc,2020-01-28T16:00:00.000000000,Atmospheric River (AR),1038240,33898,0.03264948374171675,58358,24460,0.4191370506185956,0.5808629493814045
2020-01-29T00:00:00.000000000.nc,2020-01-29T00:00:00.000000000,Atmospheric River (AR),1038240,43968,0.04234858992140546,76920,32952,0.42839313572542903,0.571606864274571
2020-01-29T05:00:00.000000000.nc,2020-01-29T05:00:00.000000000,Atmospheric River (AR),1038240,50968,0.049090768993681616,96512,45544,0.4718998673740053,0.5281001326259946
2020-01-30T07:00:00.000000000.nc,2020-01-30T07:00:00.000000000,Atmospheric River (AR),1038240,37668,0.03628062875635691,63545,25877,0.4072232276339602,0.5927767723660398
2020-01-30T12:00:00.000000000.nc,2020-01-30T12:00:00.000000000,Atmospheric River (AR),1038240,50217,0.04836742949607027,90666,40449,0.4461319568526239,0.553868043147376
2020-01-31T18:00:00.000000000.nc,2020-01-31T18:00:00.000000000,Atmospheric River (AR),1038240,24538,0.02363422715364463,70202,45664,0.6504657986951938,0.3495342013048061
2020-02-03T15:00:00.000000000.nc,2020-02-03T15:00:00.000000000,Atmospheric River (AR),1038240,69704,0.0671366928648482,123186,53482,0.43415647882064523,0.5658435211793548
2020-02-05T00:00:00.000000000.nc,2020-02-05T00:00:00.000000000,Atmospheric River (AR),1038240,51561,0.04966192787794729,80055,28494,0.3559302979201799,0.6440697020798202
2020-02-05T22:00:00.000000000.nc,2020-02-05T22:00:00.000000000,Atmospheric River (AR),1038240,73619,0.07090749730312837,108485,34866,0.3213900539245057,0.6786099460754943
2020-02-10T00:00:00.000000000.nc,2020-02-10T00:00:00.000000000,Atmospheric River (AR),1038240,73950,0.07122630605640315,92396,18446,0.1996406770855881,0.8003593229144119
2020-02-13T04:00:00.000000000.nc,2020-02-13T04:00:00.000000000,Atmospheric River (AR),1038240,38094,0.03669093851132686,67732,29638,0.437577511368334,0.562422488631666
2020-02-14T02:00:00.000000000.nc,2020-02-14T02:00:00.000000000,Atmospheric River (AR),1038240,38532,0.03711280628756357,75463,36931,0.48939215244556933,0.5106078475544307
2020-02-14T06:00:00.000000000.nc,2020-02-14T06:00:00.000000000,Atmospheric River (AR),1038240,38905,0.037472068115272,93378,54473,0.5833601062348733,0.41663989376512667
2020-02-14T21:00:00.000000000.nc,2020-02-14T21:00:00.000000000,Atmospheric River (AR),1038240,27664,0.026645091693635384,66381,38717,0.5832542444374144,0.4167457555625857
2020-02-15T17:00:00.000000000.nc,2020-02-15T17:00:00.000000000,Atmospheric River (AR),1038240,51102,0.04921983356449376,95210,44108,0.4632706648461296,0.5367293351538704
2020-02-16T13:00:00.000000000.nc,2020-02-16T13:00:00.000000000,Atmospheric River (AR),1038240,63642,0.06129796578825705,96157,32515,0.33814490884698983,0.6618550911530102
2020-02-17T02:00:00.000000000.nc,2020-02-17T02:00:00.000000000,Atmospheric River (AR),1038240,77942,0.07507127446447835,126367,48425,0.38320922392713286,0.6167907760728671
2020-02-18T16:00:00.000000000.nc,2020-02-18T16:00:00.000000000,Atmospheric River (AR),1038240,56554,0.05447102789335799,80255,23701,0.29532116379041806,0.7046788362095819
2020-02-22T13:00:00.000000000.nc,2020-02-22T13:00:00.000000000,Atmospheric River (AR),1038240,48979,0.04717502696871629,73383,24404,0.332556586675388,0.667443413324612
2020-02-23T21:00:00.000000000.nc,2020-02-23T21:00:00.000000000,Atmospheric River (AR),1038240,49964,0.04812374788102943,87846,37882,0.4312319286023268,0.5687680713976732
2020-02-24T17:00:00.000000000.nc,2020-02-24T17:00:00.000000000,Atmospheric River (AR),1038240,48068,0.04629758052088149,89632,41564,0.4637183148875402,0.5362816851124599
2020-02-24T21:00:00.000000000.nc,2020-02-24T21:00:00.000000000,Atmospheric River (AR),1038240,24395,0.023496494066882416,52915,28520,0.538977605593877,0.461022394406123
2020-02-27T12:00:00.000000000.nc,2020-02-27T12:00:00.000000000,Atmospheric River (AR),1038240,32761,0.03155436122669132,83714,50953,0.6086556609408224,0.3913443390591777
2020-03-01T14:00:00.000000000.nc,2020-03-01T14:00:00.000000000,Atmospheric River (AR),1038240,36171,0.03483876560332871,86567,50396,0.5821617937551261,0.4178382062448739
2020-03-03T12:00:00.000000000.nc,2020-03-03T12:00:00.000000000,Atmospheric River (AR),1038240,43650,0.04204230235783634,77365,33715,0.43579137853034317,0.5642086214696568
2020-03-06T23:00:00.000000000.nc,2020-03-06T23:00:00.000000000,Atmospheric River (AR),1038240,40899,0.03939262598243181,68701,27802,0.4046811545683469,0.5953188454316531
2020-03-08T11:00:00.000000000.nc,2020-03-08T11:00:00.000000000,Atmospheric River (AR),1038240,88616,0.08535213438126059,117260,28644,0.24427767354596622,0.7557223264540338
2020-03-11T10:00:00.000000000.nc,2020-03-11T10:00:00.000000000,Atmospheric River (AR),1038240,52710,0.05076860841423948,79396,26686,0.3361126505113608,0.6638873494886393
2020-03-11T14:00:00.000000000.nc,2020-03-11T14:00:00.000000000,Atmospheric River (AR),1038240,26999,0.02600458468176915,46572,19573,0.42027398436828994,0.57972601563171
2020-03-12T02:00:00.000000000.nc,2020-03-12T02:00:00.000000000,Atmospheric River (AR),1038240,44241,0.04261153490522423,92343,48102,0.5209057535492674,0.4790942464507326
2020-03-14T02:00:00.000000000.nc,2020-03-14T02:00:00.000000000,Atmospheric River (AR),1038240,45531,0.04385402219140083,78920,33389,0.42307399898631526,0.5769260010136847
2020-03-20T02:00:00.000000000.nc,2020-03-20T02:00:00.000000000,Atmospheric River (AR),1038240,56942,0.05484473724764987,101475,44533,0.4388568612958857,0.5611431387041144
