center_lat,center_lon,min_mslp_hpa,max_10m_wind,mean_precip,max_precip,gamma,lead_hours,lead_label,forecast_valid_time,tc_id,component_n_pixels,initial_center_lat,initial_center_lon,initial_center_mslp_hpa,mask_file,mask_time,mask_time_diff_h,file,control_center_lat,control_center_lon,control_min_mslp_hpa,control_max_10m_wind,track_error_km,delta_min_mslp_hpa,delta_max_10m_wind
-20.25,70.25,995.2048950195312,17.897218704223633,0.01422487385571003,0.06578490138053894,-1.0,66.0,2d 18h,2021-03-13 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-20.25,70.5,987.7581176757812,21.042236328125,26.08052671562838,7.44677734375,-3.145017623901367
-20.5,70.25,997.3751831054688,17.40268898010254,0.014070458710193634,0.06241462007164955,-1.0,72.0,3d,2021-03-13 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-20.5,70.5,989.8787231445312,20.234222412109375,26.038296310063796,7.4964599609375,-2.831533432006836
-20.5,70.25,995.3111572265625,16.35296058654785,0.012024672701954842,0.04896138608455658,-1.0,78.0,3d 6h,2021-03-14 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-20.5,70.5,987.9324340820312,19.46046257019043,26.038296310063796,7.37872314453125,-3.107501983642578
-20.5,70.0,998.2753295898438,16.007722854614258,0.009501363150775433,0.046496693044900894,-1.0,84.0,3d 12h,2021-03-14 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-20.75,70.75,990.4739990234375,19.352890014648438,82.85349991489079,7.80133056640625,-3.3451671600341797
-20.5,70.0,997.1182250976562,14.6238431930542,0.006322934292256832,0.026541585102677345,-1.0,90.0,3d 18h,2021-03-14 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.75,989.5850219726562,18.888288497924805,95.77546678225526,7.533203125,-4.2644453048706055
-20.5,70.0,1000.808349609375,14.42588996887207,0.006946387235075235,0.030596740543842316,-1.0,96.0,4d,2021-03-14 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.75,993.80712890625,18.204713821411133,95.77546678225526,7.001220703125,-3.7788238525390625
-20.5,69.75,999.9841918945312,13.316797256469727,0.00400535948574543,0.014410415664315224,-1.0,102.0,4d 6h,2021-03-15 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.75,993.3898315429688,17.309289932250977,117.91209505415382,6.5943603515625,-3.99249267578125
-20.5,69.5,1003.2637329101562,13.187336921691895,0.004008356016129255,0.014442614279687405,-1.0,108.0,4d 12h,2021-03-15 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.75,997.1386108398438,17.095739364624023,141.36861571147566,6.1251220703125,-3.908402442932129
-20.5,69.0,1002.4031372070312,12.777206420898438,0.00225582136772573,0.00888532493263483,-1.0,114.0,4d 18h,2021-03-15 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.5,997.3275146484375,15.995662689208984,165.58501002399896,5.07562255859375,-3.218456268310547
-20.5,68.25,1005.2828979492188,12.172758102416992,0.0023901830427348614,0.011799427680671215,-1.0,120.0,5d,2021-03-15 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-1.0.nc,-21.0,70.25,1001.192138671875,15.199090003967285,215.26588530042886,4.09075927734375,-3.026331901550293
-17.25,75.0,988.3065795898438,20.12980079650879,0.018848977982997894,0.06222592666745186,-0.5,6.0,6h,2021-03-11 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-17.25,75.0,988.2232055664062,20.28390121459961,0.0,0.0833740234375,-0.1541004180908203
-17.5,74.25,990.9542846679688,19.725088119506836,0.016336020082235336,0.05298823490738869,-0.5,12.0,12h,2021-03-11 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-17.5,74.25,990.599853515625,20.09153938293457,0.0,0.35443115234375,-0.3664512634277344
-17.75,73.75,989.828369140625,19.00691795349121,0.016311772167682648,0.04364622384309769,-0.5,18.0,18h,2021-03-11 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-17.75,73.75,989.1613159179688,19.38031005859375,0.0,0.66705322265625,-0.37339210510253906
-18.0,73.25,992.6997680664062,19.4478759765625,0.01737034134566784,0.038464032113552094,-0.5,24.0,1d,2021-03-11 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-17.75,73.25,991.5892944335938,19.821020126342773,27.798731661139723,1.1104736328125,-0.37314414978027344
-18.25,72.5,989.185302734375,19.804603576660156,0.018918663263320923,0.053671497851610184,-0.5,30.0,1d 6h,2021-03-12 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-18.25,72.5,987.720703125,20.416400909423828,0.0,1.464599609375,-0.6117973327636719
-18.5,72.0,992.349853515625,20.35572052001953,0.01849362999200821,0.0657917857170105,-0.5,36.0,1d 12h,2021-03-12 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-18.25,72.0,990.2966918945312,21.035127639770508,27.798731661139723,2.05316162109375,-0.6794071197509766
-18.75,71.25,990.0255737304688,20.181915283203125,0.016937654465436935,0.06848366558551788,-0.5,42.0,1d 18h,2021-03-12 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-18.75,71.25,987.4039306640625,21.175867080688477,0.0,2.62164306640625,-0.9939517974853516
-19.0,71.0,993.027099609375,20.580509185791016,0.01790308766067028,0.07883188873529434,-0.5,48.0,2d,2021-03-12 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-19.0,71.25,990.20556640625,21.500537872314453,26.284214953653223,2.821533203125,-0.9200286865234375
-19.5,70.75,991.4081420898438,20.236766815185547,0.01797628030180931,0.07257337868213654,-0.5,54.0,2d 6h,2021-03-13 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-19.5,70.75,988.5206298828125,21.093482971191406,0.0,2.88751220703125,-0.8567161560058594
-19.75,70.75,992.97216796875,20.01839828491211,0.01788240857422352,0.0785016268491745,-0.5,60.0,2d 12h,2021-03-13 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-19.75,70.75,989.4249267578125,21.397056579589844,0.0,3.5472412109375,-1.3786582946777344
-20.25,70.5,991.4541625976562,19.685728073120117,0.01713373139500618,0.07844381034374237,-0.5,66.0,2d 18h,2021-03-13 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-20.25,70.5,987.7581176757812,21.042236328125,0.0,3.696044921875,-1.3565082550048828
-20.5,70.25,993.2288208007812,18.99245262145996,0.015693288296461105,0.0740765929222107,-0.5,72.0,3d,2021-03-13 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-20.5,70.5,989.8787231445312,20.234222412109375,26.038296310063796,3.35009765625,-1.241769790649414
-20.5,70.25,991.586181640625,18.20175552368164,0.014223224483430386,0.0638020858168602,-0.5,78.0,3d 6h,2021-03-14 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-20.5,70.5,987.9324340820312,19.46046257019043,26.038296310063796,3.65374755859375,-1.258707046508789
-20.5,70.25,994.65087890625,17.69455909729004,0.011794955469667912,0.058462075889110565,-0.5,84.0,3d 12h,2021-03-14 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-20.75,70.75,990.4739990234375,19.352890014648438,58.994049782997855,4.1768798828125,-1.6583309173583984
-20.75,70.5,993.618896484375,17.023527145385742,0.010612172074615955,0.0491771474480629,-0.5,90.0,3d 18h,2021-03-14 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.75,989.5850219726562,18.888288497924805,38.04494362313126,4.03387451171875,-1.8647613525390625
-20.75,70.5,997.517578125,16.27365493774414,0.01013669092208147,0.04653789475560188,-0.5,96.0,4d,2021-03-14 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.75,993.80712890625,18.204713821411133,38.04494362313126,3.71044921875,-1.9310588836669922
-20.75,70.5,997.1144409179688,15.002080917358398,0.006981174927204847,0.02510480023920536,-0.5,102.0,4d 6h,2021-03-15 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.75,993.3898315429688,17.309289932250977,38.04494362313126,3.724609375,-2.307209014892578
-20.5,70.0,1000.4559936523438,14.857107162475586,0.005082163959741592,0.025276202708482742,-0.5,108.0,4d 12h,2021-03-15 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.75,997.1386108398438,17.095739364624023,95.77546678225526,3.3173828125,-2.2386322021484375
-20.5,69.75,999.9676513671875,14.18012523651123,0.0029470070730894804,0.013377675786614418,-0.5,114.0,4d 18h,2021-03-15 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.5,997.3275146484375,15.995662689208984,95.77546678225526,2.64013671875,-1.815537452697754
-20.75,69.25,1003.4080200195312,13.725122451782227,0.004297628533095121,0.017942318692803383,-0.5,120.0,5d,2021-03-15 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.5.nc,-21.0,70.25,1001.192138671875,15.199090003967285,107.55049473007489,2.21588134765625,-1.4739675521850586
-17.25,75.0,988.2232055664062,20.191274642944336,0.019009621813893318,0.06293860822916031,-0.2,6.0,6h,2021-03-11 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-17.25,75.0,988.2232055664062,20.28390121459961,0.0,0.0,-0.09262657165527344
-17.5,74.25,990.8499755859375,19.948627471923828,0.01663961634039879,0.05402756109833717,-0.2,12.0,12h,2021-03-11 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-17.5,74.25,990.599853515625,20.09153938293457,0.0,0.2501220703125,-0.1429119110107422
-17.75,73.75,989.5781860351562,19.06483268737793,0.01685444638133049,0.044678132981061935,-0.2,18.0,18h,2021-03-11 12:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-17.75,73.75,989.1613159179688,19.38031005859375,0.0,0.4168701171875,-0.3154773712158203
-17.75,73.25,992.2489013671875,19.650022506713867,0.017978211864829063,0.03900045529007912,-0.2,24.0,1d,2021-03-11 18:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-17.75,73.25,991.5892944335938,19.821020126342773,0.0,0.65960693359375,-0.17099761962890625
-18.25,72.5,988.4921264648438,20.062217712402344,0.019745973870158195,0.05403131619095802,-0.2,30.0,1d 6h,2021-03-12 00:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-18.25,72.5,987.720703125,20.416400909423828,0.0,0.77142333984375,-0.3541831970214844
-18.25,72.0,991.4012451171875,20.71885108947754,0.019459908828139305,0.06694989651441574,-0.2,36.0,1d 12h,2021-03-12 06:00:00,1,461,-17.25,75.0,988.2232055664062,/share/prj-4d/graphcast_shared/data/ClimateNetLarge/TC_labels_cleaned/2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,0.0,plots/malins_experiments/pertubation_experiments/TC/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-03-10T18/data/gamma_-0.2.nc,-18.25,72.0,990.2966918945312,21.035127639770508,0.0,1.10455322265625,-0.31627655029296875
