target,label_mode,n_features,model,direction_training_window,n_train,n_test,train_positive_rate,test_positive_rate,test_average_precision,test_n_positive,test_n_total,test_roc_auc,test_best_threshold,test_f1,test_precision,test_recall
TC,intersection,512,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.42975726359644334,5562,8642982,0.9966866245196071,0.9997355961834425,0.4619862409596049,0.4534279778393352,0.470873786407767
