target,label_mode,n_features,model,direction_training_window,n_train,n_test,train_positive_rate,test_positive_rate,test_average_precision,test_n_positive,test_n_total,test_roc_auc,test_best_threshold,test_f1,test_precision,test_recall
AR,intersection,512,logistic_l2_balanced,2019_2020_train_only,19620798,8561058,0.04072127953205573,0.04389165451279503,0.5841521516009455,375759,8561058,0.9561769694754523,0.9015286205761222,0.5658813296147587,0.5321034265372078,0.6042383549030096
