target,label_mode,n_features,model,direction_training_window,n_train,n_test,train_positive_rate,test_positive_rate,test_average_precision,test_n_positive,test_n_total,test_roc_auc,test_best_threshold,test_f1,test_precision,test_recall
TC,intersection,5,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.002059468296315282,5562,8642982,0.8429706038796423,0.6924513820978881,0.005117248966955365,0.002570819654430422,0.5393743257820928
TC,intersection,10,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.003037482364559655,5562,8642982,0.8713019695363955,0.8183069943795792,0.0075931150707239025,0.003836968087142234,0.3604818410643653
TC,intersection,25,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.006406136384241797,5562,8642982,0.9232158662358299,0.9571012630216328,0.017333876308008287,0.009115795746582741,0.17601582164688961
TC,intersection,50,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.02031600723743115,5562,8642982,0.9601230966668716,0.9933976248425936,0.05784650630011455,0.04244410825348798,0.09079467817331895
TC,intersection,100,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.07637318492743117,5562,8642982,0.9827908370498561,0.9967257481131806,0.15443175638934203,0.12415300546448088,0.2042430780294858
TC,intersection,200,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.20391784001563887,5562,8642982,0.9928769552442641,0.9989583172781473,0.29654456946772006,0.26660926962261444,0.3340524991010428
TC,intersection,300,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.29046347724645727,5562,8642982,0.9950179048789716,0.9992233807428541,0.3660771704180064,0.33105553940098864,0.40938511326860844
TC,intersection,400,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.3707947349884352,5562,8642982,0.9959807537834771,0.999537222183117,0.41571440487113187,0.38773922514392406,0.44804027328299173
TC,intersection,512,logistic_l2_balanced,2019_2020_train_only,19784646,8642982,0.0008552086299648728,0.0006435278934978692,0.42581911473926565,5562,8642982,0.9966472735482991,0.9997132577226623,0.45942156003505696,0.448187414500684,0.47123336929162174
