gamma,lead_hours,global_mean_ivt,file
-1.0,90.0,159.851863856722,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-1.0,96.0,159.78992838385707,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-1.0,102.0,160.48044805819103,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-1.0,108.0,160.16226607178785,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-1.0,114.0,159.97611847770318,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-1.0,120.0,159.57349352135418,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-1.0.nc
-0.5,6.0,176.2993981367276,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,12.0,174.69502438868267,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,18.0,173.13644517334777,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,24.0,174.02280895033067,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,30.0,171.64373252250033,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,36.0,169.523573410792,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,42.0,168.0642917381964,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,48.0,167.7898614032504,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,54.0,166.63789861047076,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,60.0,164.70563022870382,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,66.0,163.52956837289858,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,72.0,162.86317888997038,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,78.0,162.30083547556785,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,84.0,161.14867926652346,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,90.0,160.94033584299487,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,96.0,160.84257827269636,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,102.0,161.66510173643235,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,108.0,161.37665089239394,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,114.0,161.22727402505845,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.5,120.0,160.75653683269118,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.5.nc
-0.2,6.0,176.58098851077776,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,12.0,175.13204379330165,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,18.0,173.6866155527245,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,24.0,174.66584788062912,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,30.0,172.38732512306348,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,36.0,170.3471521001357,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,42.0,168.90826941137016,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,48.0,168.63798731618596,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,54.0,167.44928689393052,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,60.0,165.46894425934988,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,66.0,164.31948197066515,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,72.0,163.63559942516397,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,78.0,163.08745489568435,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,84.0,161.89897105118266,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,90.0,161.65862018338578,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,96.0,161.55189549512713,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,102.0,162.49602540617946,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,108.0,162.24462678162448,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,114.0,162.12895119161684,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
-0.2,120.0,161.64561211973609,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_-0.2.nc
0.0,6.0,176.77014539115578,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,12.0,175.4216871507282,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,18.0,174.06528822475605,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,24.0,175.12268785680678,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,30.0,172.8919429248265,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,36.0,170.9125517770505,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,42.0,169.54003039313227,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,48.0,169.29309834818505,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,54.0,168.0965223418864,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,60.0,166.09280213698727,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,66.0,164.92132882446822,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,72.0,164.23453044003645,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,78.0,163.6736817463985,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,84.0,162.46857368421993,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,90.0,162.21052891392927,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,96.0,162.09908913747492,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,102.0,163.1013701082996,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,108.0,162.85143512642406,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,114.0,162.72577288385722,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.0,120.0,162.1952558933702,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.0.nc
0.2,6.0,176.9611322573843,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,12.0,175.7221737266549,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,18.0,174.45573653260544,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,24.0,175.59123916525115,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,30.0,173.4289128942656,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,36.0,171.50626381392772,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,42.0,170.183560939289,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,48.0,169.93251550815896,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,54.0,168.72932850931514,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,60.0,166.71126926603594,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,66.0,165.56066889912472,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,72.0,164.8555869057138,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,78.0,164.307097055705,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,84.0,163.07226858472998,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,90.0,162.80036778175523,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,96.0,162.68896356522959,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,102.0,163.76085493946536,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,108.0,163.52609413430267,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,114.0,163.4395368741031,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.2,120.0,162.89087555819634,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.2.nc
0.5,6.0,177.24831341224046,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,12.0,176.18695131134928,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,18.0,175.06431720053112,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,24.0,176.31915697575886,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,30.0,174.25761747598438,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,36.0,172.42947319057174,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,42.0,171.15832716600988,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,48.0,170.95347935258664,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,54.0,169.760149872764,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,60.0,167.7292106171068,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,66.0,166.59126562062613,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,72.0,165.88570394574106,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,78.0,165.34620381850092,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,84.0,164.08803682031234,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,90.0,163.85469103898535,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,96.0,163.72627881641827,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,102.0,164.8427332209135,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,108.0,164.62780780135466,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,114.0,164.57226797285864,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
0.5,120.0,164.00844207967955,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_0.5.nc
1.0,6.0,177.73659803903348,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,12.0,176.96138120329277,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,18.0,176.05899066793597,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,24.0,177.5407366582015,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,30.0,175.69509690883103,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,36.0,174.04637259194078,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,42.0,172.9155759222712,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,48.0,172.78043889937237,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,54.0,171.5822621393083,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,60.0,169.57163877378895,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,66.0,168.4527496793582,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,72.0,167.7507413267605,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,78.0,167.2718903376509,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,84.0,165.94333740140885,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,90.0,165.69682498796337,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,96.0,165.58196264499955,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,102.0,166.75089319300196,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,108.0,166.56075588681276,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,114.0,166.60237161517264,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
1.0,120.0,166.03335958141776,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-01-03T06/data/gamma_1.0.nc
