gamma,lead_hours,global_mean_ivt,file
-1.0,6.0,155.75231287703969,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,12.0,154.4734787198462,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,18.0,152.24754457359873,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,24.0,150.11453327668036,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,30.0,148.5849824218163,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,36.0,149.0655695549851,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,42.0,149.10238148280476,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,48.0,149.91678903048296,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,54.0,150.83278232428995,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,60.0,152.42211128162702,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,66.0,152.6174016973328,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,72.0,152.58785617454853,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,78.0,151.52428709534288,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,84.0,151.3544994890379,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
-1.0,90.0,151.1552996353824,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.9/2021-02-12T18/data/gamma_-1.0.nc
