PC,pc_summary,seasonal_feature,correlation,abs_correlation
11,global_absmean_score,cos_year,0.5214072299127872,0.5214072299127872
11,global_absmean_score,sin_day,-0.03616711483227919,0.03616711483227919
11,global_absmean_score,cos_day,-0.08427191097058073,0.08427191097058073
11,global_absmean_score,month,-0.31850450428604654,0.31850450428604654
11,global_absmean_score,dayofyear,-0.31442624339634007,0.31442624339634007
11,global_absmean_score,hour,-0.03660452448264113,0.03660452448264113
11,global_std_score,sin_year,0.37332454254272895,0.37332454254272895
11,global_std_score,cos_year,0.5949686658502766,0.5949686658502766
11,global_std_score,sin_day,-0.01706207100059815,0.01706207100059815
11,global_std_score,cos_day,-0.03151749132344111,0.03151749132344111
11,global_std_score,month,-0.3113654595600708,0.3113654595600708
11,global_std_score,dayofyear,-0.307487055373015,0.307487055373015
11,global_std_score,hour,-0.04919069207235795,0.04919069207235795
12,global_mean_score,sin_year,0.077298595928415,0.077298595928415
12,global_mean_score,cos_year,-0.09927457293804799,0.09927457293804799
12,global_mean_score,sin_day,0.01269092262365105,0.01269092262365105
12,global_mean_score,cos_day,0.022449112337835815,0.022449112337835815
12,global_mean_score,month,0.06631972459148598,0.06631972459148598
12,global_mean_score,dayofyear,0.06766567275567958,0.06766567275567958
12,global_mean_score,hour,-0.4194777764161199,0.4194777764161199
12,global_absmean_score,sin_year,-0.10695044720587835,0.10695044720587835
12,global_absmean_score,cos_year,0.6407484888895663,0.6407484888895663
12,global_absmean_score,sin_day,0.02616316157163122,0.02616316157163122
12,global_absmean_score,cos_day,0.008197473270345704,0.008197473270345704
12,global_absmean_score,month,-0.008403971011754822,0.008403971011754822
12,global_absmean_score,dayofyear,-0.015864051845965493,0.015864051845965493
12,global_absmean_score,hour,0.14996095104234755,0.14996095104234755
12,global_std_score,sin_year,-0.14385003328254053,0.14385003328254053
12,global_std_score,cos_year,0.6590402416841675,0.6590402416841675
12,global_std_score,sin_day,0.026898057410055406,0.026898057410055406
12,global_std_score,cos_day,-0.002911877312329975,0.002911877312329975
12,global_std_score,month,0.037190819591146194,0.037190819591146194
12,global_std_score,dayofyear,0.029960937864921662,0.029960937864921662
12,global_std_score,hour,0.1362646147002046,0.1362646147002046
13,global_mean_score,sin_year,0.24989608707890565,0.24989608707890565
13,global_mean_score,cos_year,0.4010689126226175,0.4010689126226175
13,global_mean_score,sin_day,-0.0856259698435148,0.0856259698435148
13,global_mean_score,cos_day,0.06443723653837032,0.06443723653837032
13,global_mean_score,month,-0.0963374673558645,0.0963374673558645
13,global_mean_score,dayofyear,-0.09292222088522148,0.09292222088522148
13,global_mean_score,hour,0.38603055025102584,0.38603055025102584
13,global_absmean_score,sin_year,-0.2688399672420219,0.2688399672420219
13,global_absmean_score,cos_year,-0.5219692993993044,0.5219692993993044
13,global_absmean_score,sin_day,-0.15139257950723115,0.15139257950723115
13,global_absmean_score,cos_day,-0.07631530425336372,0.07631530425336372
13,global_absmean_score,month,0.199543097766243,0.199543097766243
13,global_absmean_score,dayofyear,0.1923378155300724,0.1923378155300724
13,global_absmean_score,hour,0.012318266458438434,0.012318266458438434
13,global_std_score,sin_year,-0.2672113214786782,0.2672113214786782
13,global_std_score,cos_year,-0.5756454426335711,0.5756454426335711
13,global_std_score,sin_day,-0.08845310932258171,0.08845310932258171
13,global_std_score,cos_day,-0.044730791231872215,0.044730791231872215
13,global_std_score,month,0.17873245429909854,0.17873245429909854
13,global_std_score,dayofyear,0.17031875306044192,0.17031875306044192
13,global_std_score,hour,-0.08508308864070073,0.08508308864070073
14,global_mean_score,sin_year,0.17421166089130868,0.17421166089130868
14,global_mean_score,cos_year,0.2368211847630372,0.2368211847630372
14,global_mean_score,sin_day,0.2702198218984403,0.2702198218984403
14,global_mean_score,cos_day,0.0761871959729808,0.0761871959729808
14,global_mean_score,month,-0.15325000965818297,0.15325000965818297
14,global_mean_score,dayofyear,-0.15378351046664604,0.15378351046664604
14,global_mean_score,hour,0.18513731983132667,0.18513731983132667
