PC,feature,mean_corr,mean_abs_corr,max_abs_corr
21,sin_local_time,-0.06985816297346928,0.07227833013515009,0.20561180941921928
11,sin_longitude,-0.039417256919767545,0.07210043331922893,0.2717083629161825
5,binary_land,-0.00641724437608099,0.07170142272190638,0.1747194873619926
14,fractional_lsm,-0.02492025483370307,0.07168961200534284,0.25619191330216606
26,z500,0.042829691988373046,0.07164815566109746,0.23019614212915382
20,cos_local_time,0.05669448903848698,0.071584766886817,0.22027742199563657
21,fractional_lsm,0.04763613477305573,0.07129326466674837,0.22293901886147846
2,t850,-0.06800678034096223,0.07129104969985614,0.24599984152525847
10,cos_longitude,-0.006063280602289399,0.07124568751845417,0.25442468914252636
30,elevation,0.07118492503339602,0.071196180381644,0.16164424183668924
33,cos_longitude,0.017627848873171384,0.07113075985397099,0.24553040408877086
50,latitude,0.020577516150365478,0.07081324166924277,0.1891225708566829
4,cos_local_time,0.028421998151215492,0.07063955188197801,0.21591384024376764
45,u850,0.06929151255056079,0.07061422552101773,0.18542085458718846
24,t850,-0.029883242957173813,0.07048224369478187,0.27199257437454305
36,q850,0.0606887187223089,0.07040448945955946,0.2323802852886523
27,msl,0.046874498889648626,0.07036574705801332,0.21491231954882486
14,binary_land,-0.02746960550796373,0.07031637106269578,0.2548816212934353
8,cos_longitude,0.0032119062832081193,0.07021767083265423,0.2136641133561652
27,binary_land,0.05677857970502778,0.07006995778100408,0.232267999847655
8,sin_longitude,0.025122442316790953,0.06961610300518048,0.2069681762445059
4,sin_local_time,-0.02606903963398704,0.06923324029751537,0.20418428856202092
10,cos_local_time,0.06121162873099261,0.06918925161715533,0.2843483766921649
27,fractional_lsm,0.05452504128186259,0.06915900360532751,0.23357185552729423
21,binary_land,0.04467146342670459,0.06905927833040194,0.21819459652543682
47,sin_longitude,0.010622070960713591,0.06890350073634205,0.21939522554393676
28,sin_longitude,-0.030279041494545175,0.06858162022813111,0.20764200768445265
12,q850,0.026737412284589174,0.06853403832967127,0.22939118485212973
18,2t,-0.024161141409182827,0.06837181346011748,0.20488090295699227
49,cos_local_time,-0.0637108426492514,0.06813204358329915,0.20724836514640477
11,sin_local_time,0.04088865655071193,0.06752040077309851,0.2717083655606705
13,msl,-0.053531026360721816,0.06745949003090666,0.22229222625713027
17,u850,0.06202580694504897,0.0673829952335396,0.19838180991273222
12,sin_local_time,0.012238984124277456,0.06730778102343288,0.23289726655765422
17,cos_local_time,-0.06103653362421021,0.06726991247312837,0.20080212246726753
25,latitude,-0.04629352345479549,0.06726905579413829,0.1778374551325596
45,msl,-0.05391673108067926,0.06721777206230403,0.2129257500967018
30,latitude,-0.054025460629341514,0.06718828580549892,0.18969490400006825
47,sin_local_time,-0.05825501235890187,0.06714272947327515,0.21939522246883164
41,sin_longitude,0.021440113268457628,0.06710582246355849,0.2752383052368947
49,sin_longitude,0.017560854196513247,0.06709189111436684,0.2072483575243093
16,v850,-0.056785835911423464,0.06705691609290658,0.21065093563993664
29,msl,-0.010813417916993594,0.06663147382107985,0.19056071851337558
26,q850,0.052534980848426546,0.06643600406441998,0.23532048643773062
39,v850,-0.06590529484645746,0.06636782975943473,0.15242993783708664
32,fractional_lsm,0.013955738801768766,0.06613717428388984,0.23678262350566157
40,z500,0.03977117810779051,0.06606710147203368,0.21876742346526876
48,cos_longitude,0.01840718092820567,0.06591875927384534,0.18039855888412637
39,2t,-0.04478381322443602,0.06590041167533298,0.21890861537588335
8,t850,-0.06373832407103447,0.06569187459697923,0.2353936821848109
12,fractional_lsm,0.027483000942377055,0.06564799198127076,0.2024018153094181
28,sin_local_time,0.05923021226827553,0.06553901399697279,0.17912540664838672
3,msl,-0.04637711196887298,0.06545288913221495,0.20433947348717807
36,cos_local_time,-0.06115731127745385,0.06545221523500654,0.21761785895044733
21,msl,0.027928941149741975,0.0653680363965948,0.22138947264708406
38,fractional_lsm,-0.03276343698577356,0.06530510034811957,0.19582779100370293
47,msl,0.031733224236078515,0.06530054243545921,0.17775257683568804
38,binary_land,-0.036114230423100274,0.06520463265918922,0.19735084219336343
38,2t,0.0479361907715256,0.06517468223200906,0.22480211839858616
32,binary_land,0.013119219565896513,0.06503787178161703,0.23053002780272008
12,binary_land,0.026272922531187296,0.06465410265767052,0.19964917030386198
13,latitude,0.03897106871395402,0.06454396215992055,0.18700311743496933
47,z500,0.049462561768623646,0.06427865964671416,0.1968992180265962
28,elevation,0.055900691199364985,0.06423171951692452,0.17074839076841253
48,cos_local_time,0.059347345025896114,0.06417841847979788,0.2109837811013147
10,fractional_lsm,0.031231657525478594,0.06409908130818096,0.2162611241404721
29,sin_local_time,-0.0091131610102794,0.06382888268052576,0.18241552536495134
10,binary_land,0.030627756161522638,0.06379879388447278,0.2136623181148616
6,t850,-0.02463523445025872,0.06379150068122857,0.2188018018806006
45,latitude,0.017027548681188526,0.06359379923972397,0.214611123860416
44,q850,-0.04700336538688493,0.06331387447737306,0.18331282615312547
32,msl,0.004345482329428299,0.06280700511989236,0.21228306566121047
20,fractional_lsm,-0.03141614323469791,0.06269442873156167,0.20257760675961137
42,u850,0.03225494938215422,0.06251093242687084,0.21523423057601657
18,t850,0.030388459866050266,0.062196687585628296,0.24764567057239226
2,v850,0.059739342444842095,0.06218934646064339,0.16580225304630408
20,binary_land,-0.03253194496463701,0.06203255182059626,0.19908237136839183
17,2t,0.05565341094810432,0.062015004732782784,0.19423249477853935
6,cos_longitude,-0.002719852887663663,0.061738649258162207,0.24963744995628576
22,z500,-0.05184968356699527,0.061736485452493405,0.16822901543176974
3,sin_longitude,0.05375855067792014,0.06166140417598135,0.19940007083564595
33,fractional_lsm,0.05034597643634022,0.06158286035382695,0.17294197234614034
37,sin_local_time,0.05010672065009088,0.06139275401965752,0.25501206087846084
33,binary_land,0.049618583299533676,0.06107894514034292,0.17126395695000526
6,u850,0.05260035584630844,0.06079641630509239,0.2028463838731747
39,t850,-0.02505713213766588,0.06053328112946215,0.1976531710310037
43,elevation,-0.05628755775872568,0.06048395446492205,0.1649647046554875
33,u850,-0.04964837794625491,0.06044265095568828,0.22077342064296557
43,q850,0.021444114986415543,0.060208977967200566,0.197517043187075
14,u850,-0.02460736113400768,0.06015272658954813,0.23169141475288907
37,2t,-0.053149901267273966,0.060151384895223765,0.2329452774947511
20,sin_local_time,-0.05349484371928235,0.06008807720330351,0.20811121924402626
38,t850,0.04011328319291921,0.05999548932821359,0.2218969474951908
17,z500,-0.04806233358458372,0.059678313689530416,0.20233810807675834
37,z500,-0.057389682175379014,0.0596770917299128,0.18719319928407357
28,cos_local_time,-0.028793603933154218,0.05956111880545933,0.2076420070065384
34,fractional_lsm,-0.008430212595559707,0.05955621806505532,0.15506492465245572
11,cos_local_time,0.027093694582375722,0.059531558576388637,0.21119496159130038
29,q850,0.00854737030357776,0.059463732581322815,0.2109913022053718
47,cos_local_time,0.04718730924511598,0.05943126815307674,0.21290966606726036
22,2t,-0.04649995582752207,0.05942613049846139,0.17067032871368829
18,cos_local_time,-0.03711773763767815,0.05935308562261492,0.18549135175013468
20,cos_longitude,-0.02508344663277828,0.05917432858740795,0.2153309088264939
39,fractional_lsm,0.05397329074839344,0.0590618824118176,0.20091387360669946
39,binary_land,0.05381531762455249,0.05876306939546781,0.19885300579675072
19,cos_local_time,0.031984700751843696,0.058709624508344445,0.22927010328172615
23,2t,0.04721834790058272,0.05833381311627935,0.18989058569334255
41,u850,-0.033012085979144484,0.05824790435315573,0.19733521917887448
19,msl,0.05555779475187268,0.0581770753390354,0.18596894297816716
42,msl,-0.019852144959637934,0.05815086158494979,0.1866879547153363
34,binary_land,-0.008469692259350212,0.057896990977396354,0.15075330752249136
21,v850,-0.05536258920445189,0.05776209051548932,0.17699323180959992
47,2t,0.04772369052528671,0.05774410085671147,0.2034844445954626
23,z500,-0.048199019937078105,0.05771811829706082,0.17712968019987113
47,fractional_lsm,0.02854967114433765,0.05767054034315386,0.18075543486496226
47,cos_longitude,-0.017498371316102646,0.057670496459003344,0.17958893409089516
50,sin_local_time,0.0562751402910942,0.05758512710925766,0.17234692501442866
41,sin_local_time,-0.01676341460651935,0.05729405417237192,0.215869678397096
13,u850,-0.02688784120505796,0.057226537921246746,0.20011050369543823
19,u850,0.04555349360460183,0.05700740254352604,0.19686892982312365
19,q850,0.03809973245713051,0.05690588817612026,0.20329892633216004
48,sin_local_time,-0.05075824983111098,0.056693472695771074,0.17699936675806946
47,t850,0.044693598698507586,0.0565212253581855,0.2176362686943005
28,cos_longitude,0.018135456563045056,0.056518512023701346,0.17912540487868786
44,z500,-0.021574439073435262,0.05643747807673726,0.17577604951145206
37,cos_longitude,-0.03921713639430007,0.05640910442334746,0.2037878488452707
45,sin_longitude,0.014267497627045224,0.05639378092618569,0.21385729625476352
37,q850,-0.005746351301565218,0.05626440738526734,0.1590808198060026
38,z500,0.03779649587488992,0.0562499530217129,0.18606999768319749
46,v850,0.05428007977605302,0.056189620056353896,0.17762041657233635
37,fractional_lsm,0.008992355980087338,0.056157273422487594,0.16787642527474222
37,binary_land,0.012961082918015194,0.056082231700575046,0.16892811518288756
39,msl,0.040539346266912246,0.056080637079279815,0.21706456449364236
32,elevation,-0.0342257395484868,0.05597081931200198,0.16158697522956372
39,q850,-0.03378840804756577,0.05594133752113285,0.18623438250044094
23,t850,-0.028291288266545846,0.055673596202371174,0.16804564603048608
47,binary_land,0.026223974850775943,0.055661254758085255,0.1752634032455586
39,latitude,-0.030855397222153257,0.05558381008906697,0.14952977337548343
38,elevation,-0.05487604457862241,0.05540874881534727,0.1636885039531768
28,q850,0.03440945091915179,0.05535874067408735,0.18255222796660642
33,cos_local_time,0.03462906488060079,0.05526889272505059,0.19905475460804323
41,msl,0.015825828326892315,0.05511617776840346,0.17788837623156842
35,sin_longitude,0.04780069649721032,0.055021246487086846,0.20877928669596318
48,sin_longitude,0.034389563762305446,0.054953131279796286,0.2109837693348034
11,cos_longitude,-0.004131847353783164,0.05495152591668183,0.1728935570084023
30,z500,-0.04649895767891692,0.05492473104159618,0.2224311882697343
15,sin_longitude,-0.014024339269164642,0.05489750671274686,0.15760625586786128
16,latitude,0.0019317383386271323,0.054853942031312455,0.17971817463177525
31,latitude,0.03887017025539287,0.05478205322941107,0.1479108576135837
6,cos_local_time,-0.034976048828964504,0.05467084283054804,0.2195265399613428
40,2t,0.03576056040553853,0.05429198683658758,0.20891083315472952
22,msl,-0.04960245800482805,0.05428052281469945,0.16125786143634005
6,q850,-0.04143144642675118,0.054176056031318774,0.18873025688161263
34,u850,0.04322543878862188,0.0541484047447576,0.22247529001096428
49,v850,-0.052984843903083854,0.05403297935670355,0.14887245338625144
19,fractional_lsm,-0.0066084982468894255,0.05399430855196188,0.17869983462629982
19,elevation,-0.0455561739407528,0.053929416627914714,0.17059464934598423
22,t850,-0.04052556396165601,0.05382199499554513,0.16639955278246402
24,fractional_lsm,0.0385454455803312,0.05376479710891767,0.1803601351064522
35,sin_local_time,-0.004879848141289718,0.05373822119775162,0.20877928246675997
39,z500,-0.009854369053421136,0.05371005747585837,0.1968045425582567
29,t850,-0.0017324250904078766,0.053588638062358536,0.19343977613580216
8,cos_local_time,0.036725213872096284,0.053546456288160064,0.1956717494981395
3,cos_local_time,-0.03640413628196795,0.053486945730544334,0.21876801339089982
24,binary_land,0.038566423492802024,0.05342653129315718,0.18005402673941687
15,cos_local_time,0.03637253389825922,0.05341649061557912,0.1591755846396831
21,2t,0.0010788814453674043,0.05341178076600281,0.20189489922728504
36,elevation,-0.041510596529166895,0.053366279845497216,0.18787767735936758
24,elevation,0.04629520421787998,0.05319532607568528,0.14510359252012556
49,msl,-0.024158093742193135,0.053056425391521604,0.17167462535457673
37,t850,-0.03563251829399862,0.053016577184591726,0.2119986356617709
31,q850,-0.02752700169837063,0.05289232391227839,0.21781935223738746
5,v850,0.050239283428252374,0.05247462359083304,0.1789723622715917
45,cos_local_time,0.03314332223911778,0.05239070133296682,0.18692108797024065
19,binary_land,-0.0034139936845759325,0.05238257846190395,0.1785356461018699
45,sin_local_time,0.02436733246905592,0.052263573447981194,0.2138573001036632
2,2t,-0.04481926106266667,0.05225548643481891,0.1988980495136128
29,2t,-0.008990742469643395,0.05193308177409258,0.18109851275189442
41,q850,-0.008829913754748701,0.051367678038997076,0.18496392242200968
23,cos_local_time,0.04327498342703021,0.05125510385035154,0.17522473581970424
40,q850,-0.014470177204161048,0.05106631177992561,0.15303537194902977
2,cos_longitude,0.041980832600671605,0.051019079718105445,0.18746828872816226
20,msl,0.035605666735899856,0.05090072588130474,0.16558306333411216
23,u850,0.036228580599824464,0.050592865908115604,0.19340292996918448
35,cos_local_time,-0.016904862379756396,0.050567329158936636,0.16694715897235865
43,fractional_lsm,0.010559968995378819,0.05032575374681123,0.18131958504516874
34,latitude,-0.02548197473132406,0.05020011011167324,0.20748137212553827
45,fractional_lsm,-0.03662290828262261,0.049854924036103324,0.16815990497556343
22,elevation,0.04857978760407983,0.04978310917864565,0.1407353959921434
43,binary_land,0.012766303553516996,0.049718324800093916,0.18041719556505226
3,sin_local_time,0.003815536812840885,0.04943097001157314,0.19625201864443398
47,v850,0.04830974746864914,0.049420071954558595,0.13099610795463873
22,q850,-0.0070425661246105485,0.049389531894456794,0.16996954926039504
35,cos_longitude,-0.04063058239396062,0.04928430201044333,0.17011041219406994
45,binary_land,-0.036464186053282104,0.049258062846972504,0.16739384901045273
34,cos_local_time,0.002368574775996839,0.04881435482958384,0.2126679225760133
49,cos_longitude,-0.0034690462196388105,0.04879613698584707,0.19066461557181474
35,binary_land,0.033105208516905224,0.04859499326125097,0.1646839178157182
28,u850,-0.028347777447382684,0.0483585982507634,0.21112003512228503
35,fractional_lsm,0.03140755881038793,0.04832992114891721,0.16647310395340922
45,cos_longitude,0.014425737962066877,0.04826049455707658,0.2004280983674911
46,u850,-0.01618527819276979,0.04810336757280752,0.17544206580958135
41,fractional_lsm,0.009716435057301773,0.048059546961029244,0.16783268607403556
50,cos_longitude,0.021432465114437138,0.04796628620225329,0.1723469204898492
49,sin_local_time,-0.03525271767413957,0.047755985140784656,0.18253883374311208
22,sin_longitude,0.035046099515815034,0.047698989411998106,0.17710511556182268
41,binary_land,0.011462762989136418,0.04752343922490674,0.164409608012043
49,fractional_lsm,-0.039738952795181436,0.047411131434751896,0.14913104755693474
29,z500,-0.016203459252150446,0.04722186890863022,0.15441300645291986
25,fractional_lsm,-0.027887399176411434,0.047142421161877106,0.19041133203076435
49,binary_land,-0.039973299000982676,0.04710776201742686,0.14656065292268097
22,cos_local_time,-0.00743719675460448,0.0470946662434576,0.1771051214244212
20,u850,-0.00818647557828396,0.04692442723076466,0.18507071545717751
12,cos_longitude,0.009330710438144355,0.04692267265634628,0.19864379327488477
36,u850,-0.03137643387019369,0.04689101358315005,0.18115557031085044
22,latitude,0.013665833380352283,0.04683727765839001,0.14127712701985873
31,t850,-0.035611881346572984,0.04681464061776538,0.16571526923759836
33,elevation,0.04407245815653654,0.04674778737325062,0.1497676657180249
46,cos_local_time,0.0026657710097587922,0.04672625169846884,0.15549133587315542
11,u850,0.03030412345709783,0.04644299227119708,0.1993521078491732
41,elevation,0.04244888308227341,0.0461064931882358,0.1474707449701626
25,binary_land,-0.025178658833052703,0.04604805840565254,0.1843887580440995
42,v850,-0.031240027048632626,0.04595292526955162,0.15736148937271865
35,u850,0.03692076852809523,0.04590420798641648,0.20007652239252946
44,u850,0.03322960180776287,0.04519003559417625,0.16808869131467952
26,fractional_lsm,0.014354684840730407,0.045186480670393846,0.14984693361687285
31,2t,-0.03314792798018669,0.04514664007817235,0.14685763163726254
37,elevation,-0.03616689397996469,0.045143989627561304,0.14572420222303534
38,u850,-0.01869330643560408,0.04508283041839093,0.16812832530407057
8,msl,0.01205311779325425,0.04487437995242044,0.1787165540147876
31,u850,-0.021497939923780986,0.04477954314883524,0.19469553957656288
26,binary_land,0.013385066698308617,0.04476751175272199,0.14674314649202372
11,fractional_lsm,0.025746715456119666,0.04461437414410555,0.17706214028713468
29,v850,-0.036736296798487916,0.04428033988020616,0.136952636012318
47,latitude,0.00258673023444116,0.04405625565401226,0.1374715964675036
42,elevation,-0.04334417839543171,0.043851600511301596,0.12310287561679359
11,msl,0.013009324929605786,0.04371283068523976,0.21000883634044223
11,binary_land,0.02479584464349473,0.04358562693387651,0.17566021256438252
40,elevation,-0.031111720553329444,0.043579554238131035,0.17580461835151728
38,cos_local_time,-0.005763647529656383,0.04351174866146671,0.1455358013291161
4,v850,-0.04049864516736552,0.04350060761740246,0.13370368489294163
2,latitude,-0.02924747424517026,0.043448882632821643,0.15468608812290136
3,elevation,0.020798620616260786,0.04344824881990081,0.1300067075584646
48,z500,-0.03440113171597583,0.043438905220068276,0.14833560988888825
29,u850,-0.026203777398165498,0.04342948243070901,0.164361882790718
32,v850,0.021275769972919363,0.04319710089989295,0.16010202033471352
5,sin_longitude,-0.00019380284531798745,0.04297726947576917,0.18120308133185836
33,v850,0.03789477369222525,0.042867920210732775,0.1540253628281745
9,msl,-0.021881739292617858,0.042753419173117126,0.16392307573360895
38,q850,-0.019587465666191968,0.042568205683904646,0.18192538235784664
23,fractional_lsm,-0.03179320294095981,0.04253631202374892,0.16319498118321024
24,u850,-0.009286253230035046,0.04241896854258667,0.1747237444092085
25,u850,0.013569550569886402,0.042185515856622086,0.16344401437872585
40,u850,-0.02485560766891284,0.04167581432936747,0.1891482509745013
47,u850,-0.009738312908395573,0.04163468753668038,0.1604633731135648
3,v850,0.023048302221575726,0.04159723369339688,0.11732932155652727
4,cos_longitude,-0.0076322125559706334,0.041585339348873276,0.1440495451087666
23,binary_land,-0.03041279242056534,0.04146408874541591,0.15906608616780357
22,sin_local_time,0.035251188788017085,0.041275472099400475,0.15222633161603089
3,cos_longitude,0.010957849503544666,0.041256511688801206,0.2187680160836401
9,elevation,-0.01653670498353616,0.041240213777949584,0.14818087622240053
17,t850,-0.0037692254351840743,0.0407560412644126,0.13698649830403117
22,cos_longitude,-0.014633703110245628,0.040671151551208574,0.1539488763190414
50,sin_longitude,-0.00038672080826046773,0.04065950607291892,0.12891161751242095
4,fractional_lsm,-0.029454595214530428,0.04046525553348105,0.13394803516495732
39,sin_longitude,0.0011728336297546881,0.04045338883917364,0.14765884668831972
39,cos_local_time,0.03089651828891508,0.0403854058162132,0.147658845012299
50,u850,-0.0022292783053267005,0.040297088077601025,0.1394159767339164
3,latitude,-0.004273887915605076,0.039847158704814006,0.1319223093591735
49,elevation,-0.03389082053438641,0.0396402268006643,0.11452753192801501
4,binary_land,-0.027430424510485548,0.03950812230252881,0.13039931985423917
45,elevation,-0.02911440153068418,0.0394997464591577,0.11478195680199002
37,v850,-0.028894300031284723,0.03942523012364955,0.17227207483837975
44,sin_longitude,-0.015253690622456734,0.03918484849645924,0.15727896818905993
14,cos_local_time,0.026414901659236018,0.03916892467925329,0.16656205726797654
44,fractional_lsm,0.023916607073745103,0.039165155041171566,0.15410583747854992
44,sin_local_time,0.027362154782164493,0.03908340002232972,0.1748932562739033
32,u850,0.011101484315491478,0.038961560376064214,0.14388743674924223
44,binary_land,0.024475073098436897,0.03890131192693684,0.15260995440699218
38,v850,0.034667503168943924,0.038861042515810185,0.1364551326697135
50,fractional_lsm,-0.016296144053870205,0.038414314127982616,0.14666330725255208
20,v850,0.03503428263745976,0.03841062271843004,0.15941885988554136
50,binary_land,-0.017186424553286027,0.038338839728106484,0.14452846245377413
43,cos_local_time,-0.021937431523275656,0.03832624308280724,0.1722943924309081
31,z500,-0.023386651093140427,0.03821560081424602,0.12465377166508836
44,cos_local_time,-0.006637128487473349,0.038163126948321795,0.1572789710359113
44,cos_longitude,0.004732546161082206,0.038061677072650034,0.17489325423717375
45,v850,-0.021477317389420398,0.037734528455393504,0.1127689485260133
47,elevation,0.010010562919519928,0.0376681072163481,0.1185890692756275
39,sin_local_time,0.01761011951417481,0.0375111569433686,0.14104611395156802
39,cos_longitude,0.013887319874698588,0.03744317303562297,0.1342877230598642
46,elevation,0.0320503860573695,0.03735612836482586,0.1191873666858407
48,u850,0.020489848486743137,0.037276983683896564,0.1533508949417425
37,u850,-0.014723383284605958,0.036936330290351656,0.14557538620491844
43,sin_longitude,0.006087663771026412,0.03685474176645152,0.1722943947059786
21,u850,-0.007730095548130071,0.036323330677566004,0.14285093060013243
19,latitude,0.02760611207845075,0.03630275119493427,0.12921058814866915
22,fractional_lsm,-0.018958671706641037,0.03553753659174106,0.1387340589559407
30,u850,-0.0053938838166661006,0.0352850060674752,0.1435041633780623
17,v850,0.007324218431676786,0.03512378180533102,0.14153069542286237
50,elevation,0.027522906214322573,0.035072637955574186,0.14119289174411767
48,q850,0.005723348135945737,0.034991892111809274,0.13635328593215804
22,binary_land,-0.018712915783830494,0.03492073161827125,0.1369509764834181
44,v850,0.018555976122448338,0.03483596758021086,0.14469841943905995
26,u850,0.013082199086067208,0.03411370385002654,0.1814804427972472
43,v850,-0.0021636836351124388,0.0339435186517605,0.13006229125795743
48,latitude,-0.021543983304345714,0.033247916585346385,0.12673351096084137
14,msl,-0.010589365142541352,0.03323857426921208,0.12868237468952334
31,elevation,-0.026448605697597983,0.033001492979790194,0.11131935887719482
40,v850,-0.016990952395336198,0.03284088211096593,0.1269948209021114
7,v850,0.01577542778614146,0.03271865192183632,0.14879015056159992
43,u850,-0.018024598451906616,0.032641690715470004,0.14076808851446632
19,v850,0.01982806630465784,0.03249537689167109,0.14923907337148828
30,t850,-0.0021318972182606177,0.03230935046259839,0.16214298576910577
27,v850,0.01876126198853087,0.0323018292313934,0.11585707494803112
31,msl,0.018737039799289916,0.03211824204691474,0.15952555864175247
43,cos_longitude,0.018184193041206317,0.031957296525326084,0.1223835821483434
10,elevation,0.009758990369619622,0.03148145110717153,0.12577768898403718
34,elevation,-0.0053024332949168865,0.031148257631750505,0.11699300368984661
50,cos_local_time,-0.009987878055619806,0.031040667572691413,0.12055881973061305
30,2t,-0.013380245929790964,0.030578659176705422,0.15574811238791647
39,elevation,0.02514716390110391,0.030574341492781484,0.1383296978123116
43,sin_local_time,0.00276472983597429,0.0304857945248007,0.13005007585159903
48,binary_land,-0.02356108981984752,0.029988505589069937,0.11200426338352802
1,v850,0.016026857795590706,0.02987629809534267,0.13013444280137226
48,fractional_lsm,-0.022320358400725236,0.029618047989435216,0.1129643587057792
34,v850,-0.0003782124652241847,0.029506850811332253,0.11152140298533339
30,v850,-0.009852385106763603,0.028798950308751556,0.1371565926193092
48,t850,0.003940858055331065,0.028677791771307984,0.11557566754008645
36,v850,0.018395530534664015,0.028345260229523325,0.11918681134224221
26,elevation,0.020361465693126798,0.02757559399076097,0.10727852052808189
48,2t,1.3573578333618154e-05,0.02688266315842863,0.11619323260336877
8,v850,0.013299610202594018,0.026686790354898092,0.10137849273819269
35,elevation,0.007982638470804385,0.026658349838933733,0.09904701313391429
31,v850,-0.0008441580797179273,0.02616844998332802,0.11362829927511496
14,v850,-0.001562398721204047,0.026104612636946023,0.10625682242886203
50,v850,-0.010737183098376128,0.025014027967883563,0.10273484046712471
41,v850,0.009271799147883718,0.024321203356507504,0.09249528821563999
48,v850,-0.00554332485691733,0.023455997118851775,0.08927161107537113
48,elevation,-0.0004016147313597622,0.017242856391244066,0.07777724119799555
