PC,feature,mean_corr,mean_abs_corr,max_abs_corr
22,u850,0.14681213593081927,0.14681213593081927,0.25914995915640393
38,cos_longitude,0.05495933374758608,0.1464424072403492,0.40206029639956037
31,cos_longitude,0.05164556517801871,0.1463269139806646,0.3419534066224717
28,msl,0.14529113417325182,0.1454955653922864,0.350621817084196
6,fractional_lsm,-0.14186811053593834,0.14376284035305453,0.260904612859482
4,2t,0.10923308958615392,0.14267014872453107,0.3287740330572039
31,sin_longitude,0.06507688042494476,0.1421051121523131,0.3716927896773311
6,binary_land,-0.1397767543519257,0.14157122436517847,0.2591298970269913
33,msl,0.1400454386126173,0.14063479837974358,0.27248818594046403
18,fractional_lsm,0.13691057235367451,0.13892552807779845,0.3124905450178907
28,v850,-0.13839462642367806,0.13839462642367806,0.2436391153575531
18,v850,-0.13826068827671523,0.13826068827671523,0.2484897061569932
16,fractional_lsm,-0.061080744294458506,0.13758499162415255,0.32757191724599677
18,binary_land,0.13562973355582056,0.13758217789921365,0.30947579188671465
13,fractional_lsm,-0.13650224716148432,0.13665788449756497,0.34922548368665096
15,z500,-0.06952923449727376,0.13636253500673223,0.31560751196433284
16,binary_land,-0.06282675460595515,0.13553402582057242,0.32449389819166724
30,sin_longitude,0.03785244990490494,0.13501789526270688,0.28619377359230114
18,msl,0.1300344584174584,0.13495317671467774,0.33435526052383197
36,cos_longitude,-0.017974092361454117,0.1348259716279687,0.2975035861665865
42,latitude,-0.08941641381196232,0.13459440814128582,0.33535138241877643
33,t850,0.13383253348268426,0.13407619901963802,0.292191897491604
42,t850,-0.11313643107776762,0.13355767220874745,0.34169669258166363
6,v850,0.13311087435806432,0.13311087435806432,0.25613845651387307
34,q850,-0.13229819145318322,0.13302869029478884,0.33296985097191484
11,z500,0.12903410303191806,0.13298529474229476,0.3467576840500474
1,latitude,-0.13172899158245047,0.13264045301476662,0.28160996987075143
13,binary_land,-0.13245052557461556,0.13262723435686713,0.3426854552591936
30,cos_local_time,0.13253707537725937,0.13259862309410056,0.2861937867648045
1,msl,0.11666179769713979,0.13252734431601498,0.36331612656214807
27,elevation,-0.13252679625127356,0.13252679625127356,0.21767261006938932
15,t850,-0.10302343834740606,0.13252354019752327,0.34198521759381534
11,elevation,-0.13245222422490108,0.13245222422490108,0.22904026104220404
34,sin_longitude,-0.03767860137321523,0.13222748006440363,0.33839305377509776
38,sin_longitude,0.01809063250616062,0.13216941792607287,0.3195418971287895
11,2t,0.13092471162511346,0.1320889589609646,0.32406137486068165
34,t850,-0.1315929711976293,0.13190840006551346,0.3142644931716866
6,latitude,-0.12833295983678988,0.13171911983705037,0.2930498314323175
13,v850,-0.13051651692781474,0.13051651692781474,0.25972866426979835
27,sin_local_time,-0.12974501814684164,0.13050835075755604,0.3122625479981429
41,2t,-0.12314416720504898,0.1302173947546298,0.29821298293162457
25,sin_local_time,0.12960644913113464,0.12967175432743544,0.2755798334041606
19,sin_longitude,-0.08342225133427042,0.12937126284853964,0.37328622351525914
7,elevation,0.12854159287384442,0.12854159287384442,0.2321356297660046
8,2t,-0.12783535335175802,0.12783535335175802,0.2915759533089055
12,elevation,0.12773185909795162,0.1277397997259981,0.2494816297428397
14,elevation,-0.12681787756082832,0.12689701640648754,0.28584338609681115
36,latitude,0.009334616368217112,0.1268170750608695,0.3146786932311796
1,u850,-0.12674264035063615,0.12674361427086847,0.2527357437570053
7,2t,0.12374438322567918,0.12669301568562027,0.2974964256302599
1,sin_longitude,-0.12654122724571817,0.12654122724571817,0.2148851084714768
6,z500,-0.1232766154478365,0.1260227268017878,0.33101014870150847
16,z500,-0.07579704263047009,0.12562821654849474,0.34440322509831894
27,cos_longitude,0.027250524348747147,0.1252800703645638,0.3122625466334015
4,u850,-0.12427081113985809,0.12428534617134372,0.24648324941909266
19,cos_longitude,0.002268984036664318,0.12412043839174795,0.30929162619855244
36,sin_longitude,-0.00424582139765095,0.12373632464331323,0.29979489105926604
30,sin_local_time,-0.1231414381331317,0.12325302719956202,0.2789233523517514
29,sin_longitude,-0.08077546070606807,0.1231950260576703,0.38044154427344445
36,z500,0.11305731360878611,0.12227396957260211,0.29944412439781976
33,2t,0.12120670380013245,0.12188896864648996,0.294418576945117
7,sin_local_time,0.12024892505639687,0.1216023707438148,0.29275270641324885
19,2t,0.12117048676600353,0.12141162470063223,0.29626691883338413
7,t850,0.11313802924543426,0.12133269002453072,0.3087061718947799
36,t850,0.11117383609374493,0.12110687694325081,0.30193443772209355
9,v850,0.12095535485482384,0.12098047964487797,0.2222388132141151
27,2t,0.11847767151900652,0.1209030373491022,0.2823167277345709
29,cos_longitude,0.02241060324537217,0.12087442008528546,0.2973977088475229
30,cos_longitude,-0.020144162086862566,0.12083375416731433,0.25362815868411565
18,latitude,-0.054367941199762786,0.12070143602285321,0.3111784241330217
27,latitude,0.10576191137148588,0.12039713565555478,0.28980235712421937
11,t850,0.11345374624609575,0.11962198310374728,0.31145822042237015
15,latitude,0.03701706478985384,0.11935199091512645,0.27607355210635026
40,latitude,0.04011304147415446,0.11880820273775561,0.2737280997284753
2,elevation,-0.11759518760067536,0.11759518760067536,0.16952470939659536
9,sin_local_time,0.11128729036572517,0.11705180286103052,0.3201770453383141
14,sin_local_time,0.11692749746290512,0.11692749746290512,0.2980857144542619
10,2t,-0.08894036945216341,0.1168793700522534,0.37683699221511
25,q850,-0.11679616664738919,0.11683733615288705,0.2326097730752128
12,z500,-0.1052612488526072,0.11638516598455788,0.32637991474102923
13,cos_longitude,-0.11422583049137887,0.11617534976111109,0.34135632295052953
42,2t,-0.10148587568527491,0.11606412944968798,0.29112718228690665
32,cos_local_time,0.11512894872435162,0.11560393958077819,0.24935576171498441
28,z500,0.10502269051562012,0.11549842593395278,0.3387370642018188
27,sin_longitude,-0.060305557941056465,0.1153019691542114,0.31093552019524784
25,elevation,0.11526275109582888,0.11526275109582888,0.2374680171126545
31,binary_land,0.1146055857636036,0.1146055857636036,0.28651372997020075
50,z500,0.10958251353950564,0.11453719683840563,0.31091805064387074
16,cos_longitude,-0.07595570514754582,0.11429544198427039,0.28397588943415075
42,z500,-0.07995157038982668,0.11429376889932065,0.2936678679378857
31,fractional_lsm,0.11415287673638268,0.11415287673638268,0.28941641729483736
21,cos_local_time,0.1133052011342125,0.11378589917593807,0.27330658419244047
25,cos_longitude,-0.012661613753462886,0.11328305026767817,0.25322643150826174
24,q850,-0.10131889253889584,0.11310858649589701,0.3710795110577418
13,t850,-0.10330854473599321,0.11266318459579605,0.33338475703219944
33,q850,0.07468806528478578,0.11260649997696892,0.296061170693395
5,cos_longitude,-0.11119473722885266,0.11216601460898054,0.2615713460095449
17,sin_longitude,0.0025302401273770672,0.11213971766458616,0.27234811080352045
32,cos_longitude,0.030092020195886235,0.11179846080832634,0.24935576759470848
25,msl,-0.11136213297573724,0.11141077013601625,0.23878762387481992
41,latitude,0.10998156200554715,0.11132534822180769,0.29854274706911216
35,q850,0.09221865085463408,0.11123459537529527,0.35356563458037205
9,sin_longitude,0.06297063025288233,0.11065601787265526,0.32017704905225125
25,sin_longitude,-0.03930557434719274,0.11056877003867112,0.27557983512328393
12,latitude,0.024789866390666496,0.11056741754991302,0.2783381923535069
7,u850,-0.10985503008749072,0.11041373389540453,0.25645994895726265
42,cos_local_time,0.10997715922387905,0.11018675523360974,0.23388278940394416
27,cos_local_time,0.10779961079239095,0.11007368745600651,0.29789719257742514
2,u850,-0.10801356579703071,0.10989713506932829,0.25191729011467634
50,msl,0.10895055448450804,0.10946744144063762,0.24060634970876613
23,v850,-0.10934420677383525,0.10938566251041612,0.228615598252756
41,t850,-0.09046776857951967,0.10938343455269589,0.28795177063519417
30,msl,-0.10513517359572173,0.10848765291821262,0.2660112270093661
32,sin_longitude,0.0041382345342684,0.1082986819660117,0.22596514605588622
7,sin_longitude,0.04090279107251888,0.1082618391393613,0.2862824718203368
34,cos_longitude,0.013268066897825732,0.10823689291308994,0.28762600512027453
15,fractional_lsm,0.005953613858925864,0.1078004515726658,0.2681224936150011
26,msl,-0.09804518175755571,0.1074813234850614,0.3039581177274946
46,sin_longitude,0.01782352878940423,0.10737152595973302,0.26544404950188416
40,cos_local_time,0.10413079275018232,0.10716978397028715,0.33505437611346506
5,msl,-0.1049986334845252,0.10715510479529279,0.22733222619526627
2,sin_local_time,-0.006254300283972252,0.10691655900386555,0.27204619327726726
2,cos_local_time,-0.0032700633063776994,0.10677435085468893,0.2750134308378143
3,fractional_lsm,0.10545962448467584,0.10617329948660238,0.2531352136377847
46,cos_longitude,-0.02469777646720374,0.10585511771156057,0.2980997248014967
15,binary_land,0.006289172060952339,0.10583428549153348,0.262120213996091
12,2t,-0.0671146632141827,0.10582633066529877,0.3082562809430808
13,2t,-0.08258867905489031,0.10570080207839708,0.31619588014682665
16,sin_local_time,0.10435928025399666,0.1052924306543673,0.2839758839267014
27,z500,0.09824457374241734,0.10502838278821357,0.27812411557102695
34,2t,-0.10340359633579115,0.104587030662029,0.2676921994209067
32,sin_local_time,0.10442829110780356,0.1044932049938674,0.21915666353211935
14,latitude,0.10380513862631584,0.10387021304550044,0.23898035297504697
17,cos_longitude,0.0038422805615557754,0.1037015214604391,0.31741520397515355
42,cos_longitude,-0.032757593495391535,0.10232004970913547,0.23388278518223765
40,sin_longitude,0.0721902704648549,0.10183595581667501,0.3350543821024385
3,binary_land,0.10080637971650873,0.10171084707825453,0.2462029117292299
12,sin_longitude,-0.09833268380378915,0.10135035065696821,0.2560515160341087
30,q850,-0.10122746195465893,0.10128687288636143,0.24950759153169205
8,u850,0.10109533084969524,0.10116612836402736,0.2147424737125274
18,z500,0.0917157625898254,0.10112402111362859,0.2618292055147096
48,msl,-0.1005560548142165,0.10100270715436037,0.22053565892664614
2,z500,0.09732095272743103,0.10085697168853779,0.2395920688648685
19,t850,0.09687221267799918,0.10028697360741226,0.2798888579175293
13,sin_local_time,0.020996451384283844,0.10011925953966405,0.34135631709055747
13,z500,-0.07879561153737223,0.09999587260932123,0.32377376969972127
10,t850,-0.06003900146804416,0.09917792280637594,0.32279266848514143
32,latitude,-0.05506470198275641,0.09910412410930708,0.25281869527444817
21,sin_longitude,0.005701584872710732,0.09905544836775151,0.27330657240985046
50,t850,0.09137103769276328,0.09881633416074098,0.2732860147657205
4,sin_longitude,-0.09754729260627179,0.09828745193510927,0.21591383168451322
35,z500,0.09234011732036349,0.09824167373546455,0.2881528306018493
9,q850,0.014945144967289775,0.09763539600908207,0.24260347394645063
35,2t,0.09347125774422015,0.09748656936037549,0.28124957877253076
8,elevation,-0.09727795756979127,0.09727795756979127,0.1583251521278863
49,latitude,-0.0026960023438408103,0.09724697304675488,0.24497204118850555
38,latitude,0.01141182456436689,0.09719705287930483,0.21492493861958561
19,z500,0.09551112218934935,0.09709554719359427,0.2668896118857767
9,t850,-0.04477473560452112,0.09686534850530971,0.3199041220492049
21,t850,0.09137431243656413,0.09650748861206766,0.29199452770431483
18,sin_local_time,0.09253327051019206,0.09640687120148493,0.24362487032856653
21,latitude,-0.04445456131068339,0.09561086734599793,0.2598411051426512
33,sin_local_time,-0.09223766155381266,0.09519051651182804,0.24553040039343138
13,q850,-0.07349515238645667,0.0951669269457427,0.2933176056376854
27,t850,0.08907417862343861,0.09477166246662405,0.2585451558751018
7,q850,-0.0627774077742805,0.09475105269789773,0.28142486058028815
33,latitude,0.060124711960149506,0.09464135136676723,0.28137839891589683
24,msl,-0.09401344862752098,0.09461379573612856,0.23118364249943843
23,sin_local_time,-0.09412045496760482,0.0945401693601955,0.22310293297892758
27,q850,0.09128357050808023,0.09452578213944834,0.2885402039944115
9,z500,-0.026304747153369137,0.09433936391367358,0.28250820088099077
25,cos_local_time,-0.09322941451555461,0.09418006557482854,0.23084786212283154
26,2t,0.08462289339928629,0.09359816317924498,0.2890992279331795
36,2t,0.07393141184667038,0.09340218814647508,0.2476344149039005
16,q850,-0.020601591186922123,0.09251255612422646,0.27204606447475455
34,msl,-0.0919477864318725,0.09244236823776364,0.2379289671445457
46,z500,0.018899361708682557,0.09230381222011924,0.23378437006174702
15,msl,0.033742497921025925,0.09216092168583241,0.2749640873341956
45,q850,-0.000977503003562581,0.09180006357019124,0.2943829516839469
18,q850,0.08338334348480632,0.0917237870641871,0.299397145996312
13,cos_local_time,-0.005692140945683931,0.09134436861571175,0.2630069383753308
24,cos_local_time,0.08716871843470335,0.09114651901053196,0.28620754510984503
50,q850,0.07536724571996366,0.09102512244449487,0.2530336397662411
24,sin_longitude,0.0447860338375398,0.09049580063135368,0.2862075300265036
26,t850,0.07853564829124039,0.09038421391416204,0.27728635968401355
20,2t,-0.03656206073443291,0.09000054855214804,0.23334689518317528
36,fractional_lsm,0.03276552826712316,0.08993819904677752,0.23600137598139773
10,z500,-0.00017903045349059997,0.0896275569812425,0.28188505927124347
41,cos_local_time,0.0745985271246451,0.08957773644927361,0.29038569226646926
28,fractional_lsm,0.058350906030436446,0.08952410204153866,0.22138930781167931
10,latitude,0.08123022015098219,0.08925890434823369,0.2594787526425877
49,2t,0.0822534336265875,0.08908352136781063,0.25755349286245666
46,2t,0.01631045552774894,0.08906861607374636,0.22189052320336702
14,2t,0.04579555877155708,0.08896400837747342,0.2657714050890771
9,cos_longitude,0.025143379933271152,0.08875466608602736,0.2904569358807702
26,sin_longitude,0.06385766231279145,0.08849384541746384,0.27333917239216027
39,u850,0.08147710228082722,0.08845340530263877,0.25608523080635315
5,u850,-0.08360808414658648,0.0884061078060526,0.286354179231658
36,binary_land,0.03295295434983332,0.08837116352231877,0.2309882112172966
21,q850,0.07282312758202777,0.08830807632046729,0.27669387841617565
46,msl,0.03914093513030577,0.08818025513685565,0.3027804549949345
46,t850,0.0066584835538830095,0.08795727448083993,0.22691514362760767
28,binary_land,0.058074491465502254,0.08787983099455254,0.2205121599620286
37,sin_longitude,-0.07796224296533395,0.0878678001370921,0.2660141771377825
26,v850,-0.08754006703425862,0.0877718534149673,0.20710271725168272
24,cos_longitude,0.0076173000920667245,0.08757519946148973,0.22543461752561894
7,cos_longitude,0.02912242502744204,0.0874611327909706,0.29275273158043624
40,cos_longitude,-0.02867694487002741,0.08740939241693489,0.2375563758629159
24,z500,-0.07134262017949092,0.08736091976858482,0.2996438061750308
11,latitude,-0.06403052482979825,0.087256949506401,0.20371711236458856
37,latitude,-0.010951726680595698,0.08710832981783775,0.2335633391071654
21,cos_longitude,-0.015461298385868408,0.08700878321306653,0.2555832679743575
24,sin_local_time,-0.08462113388578464,0.08692448308891354,0.22543460039178756
9,2t,-0.01817840826540342,0.08681934790168468,0.2883956553707946
28,latitude,0.014904035363133795,0.08639463555201855,0.24474034808098324
8,sin_local_time,0.08474522796271909,0.08628731737381343,0.21366413223841788
24,latitude,-0.0033088520983814147,0.0862688867046714,0.23960875484640207
43,z500,0.07098652987705344,0.08607341393115366,0.2584678534012434
46,q850,0.03557604096551254,0.08595761999392067,0.28046656612773735
26,sin_local_time,-0.05858745498229056,0.08582791520903398,0.25166333892289516
16,elevation,-0.03760351056388923,0.08574493297070988,0.21310439091191585
35,msl,0.08072928711802199,0.08530636399839345,0.21747336578044177
28,t850,0.061871414506970486,0.08522847106074947,0.27309305159763597
20,q850,0.04179874652980038,0.08518991912541969,0.26977675449451327
16,cos_local_time,0.005854876450327865,0.08515621373213124,0.2460563794691179
17,latitude,-0.051905635013535664,0.08507417353023351,0.3123993420236725
6,elevation,0.08477843540298262,0.08477843540298262,0.184354048392658
36,msl,0.06051433615441083,0.08464912322712945,0.278002829167716
41,z500,-0.05213957365407116,0.08410934385806638,0.2423354410787985
32,q850,0.058774260829718816,0.08399616514812931,0.23799701690435082
20,z500,0.06388285481135898,0.08390720921827065,0.26621045463157433
50,2t,0.07367467513556947,0.08363774019977524,0.24337353079004298
20,latitude,0.0127674418230102,0.08338276438149338,0.19828405916326922
35,t850,0.07099501355377877,0.08334020630973779,0.30695879111250196
21,z500,0.07794649953596933,0.0833179169211124,0.3115688199869207
42,sin_longitude,0.003847058514987325,0.08306246492435845,0.2014927757725071
10,q850,0.030993818840568756,0.08298214995040436,0.2389659474311933
37,cos_local_time,0.035782260692087633,0.0828841505916863,0.26601417075645395
49,t850,0.06734769590752554,0.08287838105354348,0.2467589055216258
49,q850,0.011716665449575094,0.08278793151803505,0.21490737786853814
42,q850,-0.013460061776976555,0.08267089591873501,0.2762182341854391
45,t850,0.03646779891557176,0.0826169903300972,0.2707107699660909
23,msl,-0.07732153545016461,0.08248759520074868,0.29986433915376515
14,q850,0.015977675592209112,0.0824388379428479,0.2012309291332104
9,cos_local_time,-0.06245746656467831,0.0823588850260465,0.2838304550301099
6,sin_local_time,0.078429411598851,0.08230080077939725,0.24963745299422319
32,t850,-0.042939264662576505,0.08227281506757816,0.2701967733329114
5,cos_local_time,0.022560139091749552,0.08226654299899151,0.261571354304445
16,msl,0.013622510252054505,0.0820815363922656,0.2232971784839148
40,sin_local_time,0.060560661909996774,0.08207556569549568,0.271656271407155
32,z500,-0.011759596546668364,0.08162340703466733,0.25936541795992757
46,latitude,0.024608484055541814,0.08146965803261984,0.19128371197752833
12,v850,0.026256589308652812,0.0812154841469138,0.22499935051157438
31,cos_local_time,-0.06611681297978447,0.08104111328128322,0.26240276080630914
43,t850,0.06820773829716129,0.08097837435845022,0.209959524219396
12,cos_local_time,0.004484712195672398,0.08096524577048571,0.25605151474397914
44,msl,-0.08034473826501697,0.08048171943124678,0.19551787023018904
18,sin_longitude,-0.05840218614429141,0.0804156168296455,0.2436248890846862
35,v850,0.0801553267815893,0.0803550845355706,0.19892334187867236
45,z500,-0.0017692052736623684,0.08023530107101151,0.20987035718775393
14,t850,0.023132816011073927,0.07999304218953378,0.25626702320736416
46,binary_land,0.07664616456697873,0.07988173915269994,0.21587975477047588
32,2t,-0.026427712881800618,0.07982864983304808,0.24919155770617016
41,cos_longitude,-0.046129131718282396,0.07976596707039625,0.2903856970002562
14,sin_longitude,-0.024716032411985,0.07943336718790639,0.29808571262365996
33,sin_longitude,-0.03116593401098202,0.07932865246716234,0.23224495937159614
30,binary_land,-0.07207866062379026,0.07927108845086099,0.20079376680409655
6,2t,-0.05598764292472573,0.0792094775307621,0.24160807819611838
30,fractional_lsm,-0.07071166849631504,0.0791510347883631,0.2018126686240638
49,u850,0.06585370109471961,0.07903020670126917,0.22522115316395747
29,fractional_lsm,0.03272326946991367,0.07886325894149174,0.244749694536329
42,fractional_lsm,-0.07406898295472095,0.07862577979675711,0.22955533336476072
5,elevation,0.07853930167569567,0.07856148646963783,0.18247213277709584
17,msl,-0.050160216505161725,0.07841296388742605,0.30092933862150606
29,binary_land,0.03643764255716969,0.07815817454978682,0.24462337298951087
46,fractional_lsm,0.07387693164942184,0.07804409959122867,0.21546958223944376
47,q850,0.059713625479336084,0.07801239159757123,0.22892464399787066
43,msl,0.06365068811460568,0.07738612674178769,0.278450018707708
26,cos_local_time,0.06319260263853028,0.07715160979218418,0.2733391854132267
27,u850,0.07093118288916028,0.07708728622272493,0.2733344854047131
42,binary_land,-0.07227831376944739,0.07698754622499,0.22470177425236426
9,fractional_lsm,-0.043813205685416724,0.07698673142789311,0.2368735968020534
43,2t,0.07004215159447286,0.0767982590685927,0.2210458066174666
44,2t,0.048472401938116166,0.07671104451658346,0.21897743137907316
14,cos_longitude,-0.015633544678612343,0.07666306022524669,0.21604525309467545
44,latitude,0.07625457366100498,0.07662509129822775,0.17846407091568361
15,sin_local_time,-0.04144756488717505,0.07657934369410609,0.23420773148195673
44,t850,0.028630698841612935,0.07635703680138572,0.21387375996027752
16,sin_longitude,0.012341020362333678,0.07615320473123849,0.22025546411014044
8,z500,-0.07494860697845848,0.07605527575140777,0.22185535311259486
10,sin_local_time,-0.06732320226089114,0.07597036047648546,0.2921791482466852
44,elevation,-0.07568914769574293,0.07587593814382977,0.16351151749741788
20,t850,0.03929175937925646,0.07576834553884103,0.2640275119860635
9,latitude,0.06306166960312765,0.0756989025379518,0.23365242544495132
43,latitude,0.013768021090691772,0.07566028640965934,0.20276089755899854
18,cos_longitude,0.0018536477379367687,0.07534433850503433,0.22946148347085893
13,sin_longitude,-0.06136490397724102,0.07528827481569761,0.2630069240412696
9,binary_land,-0.04285190533320548,0.0752687913869148,0.23199747907945084
6,sin_longitude,0.0119000954638812,0.07523299144471943,0.2383590425088553
42,sin_local_time,-0.07397965342291847,0.07519575669666104,0.20531727792367166
38,msl,0.0468020423025565,0.07515338811778184,0.23103480926079517
15,cos_longitude,-0.0355962998420204,0.07509832711307925,0.23420773291374752
49,z500,0.040608557479500824,0.07504935249359222,0.23148543253279882
4,elevation,-0.07503019261436537,0.07503075198030071,0.13439072434992605
14,z500,0.005397571449816596,0.07486491913842717,0.22953929983510335
37,msl,-0.04978404914092178,0.07464651812760308,0.219481916150593
26,cos_longitude,0.03852781082660825,0.07448567834172314,0.25166335337938867
23,q850,-0.0361680891819199,0.07436558245291242,0.2260308974042838
40,fractional_lsm,-0.044190555612225485,0.07434931962699784,0.24144784501517969
40,t850,0.06304607141443476,0.07434464742989773,0.24619425166235842
7,cos_local_time,-0.06265325919440162,0.07412060344058659,0.250210494126982
29,elevation,-0.07233111522087388,0.07408678248941106,0.18053416770864733
45,2t,0.04948721606790108,0.0740790427272094,0.2714381092989783
10,sin_longitude,0.04263431665864714,0.07391392251923053,0.29217916301301117
40,msl,-0.004583233688209914,0.07379352771351924,0.21656660772065398
23,cos_longitude,0.010808942033602125,0.07347312565122846,0.20599116447979293
12,t850,-0.0021500094674466027,0.07300976153679749,0.23788974765311263
24,2t,-0.0446341444452631,0.07299395373105047,0.2917022330186761
5,sin_local_time,-0.007435082445723754,0.07287674061271779,0.24271022341001047
28,2t,0.03508699712888992,0.07267239209811788,0.25221045044394186
40,binary_land,-0.04282116789712218,0.0725233066958389,0.23734171117945124
20,sin_longitude,0.022353904361686477,0.07249851682302312,0.22027742077502663
5,fractional_lsm,-0.008290511949973697,0.07243196598009875,0.17846682170807895
23,sin_longitude,0.025381396080589487,0.07232214228242112,0.22310293327419398
