target,n_features,alpha,r2_test,rmse_test,corr_test,n_train,n_test,n_selected
w500,400,1.0,0.3977750539779663,0.14020861466107007,0.6307057582705424,11184264,3697362,400
w600,5,1.0,0.04510122537612915,0.17846947914539676,0.2133177850597383,11184264,3697362,5
w600,10,1.0,0.06567049026489258,0.17653683290180633,0.25665559157942125,11184264,3697362,10
w600,25,1.0,0.0887255072593689,0.17434516370336559,0.29792086343656676,11184264,3697362,25
w600,50,1.0,0.13854742050170898,0.16951221104258224,0.37226903596026023,11184264,3697362,50
w600,100,1.0,0.21490389108657837,0.16182540817867833,0.4636938849790834,11184264,3697362,100
w600,200,1.0,0.2798861861228943,0.1549836459492195,0.5291005435981067,11184264,3697362,200
w600,400,1.0,0.37914085388183594,0.14390697201559083,0.6157878501137464,11184264,3697362,400
w700,5,1.0,0.04847496747970581,0.17703155270085125,0.22108811389617736,11184264,3697362,5
w700,10,1.0,0.06313455104827881,0.17566254634427675,0.2517064712261854,11184264,3697362,10
w700,25,1.0,0.08675980567932129,0.17343353103701517,0.2946102121597437,11184264,3697362,25
w700,50,1.0,0.13154268264770508,0.1691277241357058,0.36273399528225697,11184264,3697362,50
w700,100,1.0,0.204417884349823,0.16187622930545997,0.45216884920418154,11184264,3697362,100
w700,200,1.0,0.2927418351173401,0.1526263562356206,0.5411614853969955,11184264,3697362,200
w700,400,1.0,0.40446043014526367,0.14005411351828356,0.6360968827275432,11184264,3697362,400
w850,5,1.0,0.050350189208984375,0.15779460153963767,0.22498004266808472,11184264,3697362,5
w850,10,1.0,0.06113487482070923,0.15689604238140703,0.24743520744023867,11184264,3697362,10
w850,25,1.0,0.09556245803833008,0.1539925398711045,0.3092330371580124,11184264,3697362,25
w850,50,1.0,0.14538848400115967,0.14969067742393846,0.3814499985491025,11184264,3697362,50
w850,100,1.0,0.21361404657363892,0.14359134413661903,0.4624484526442648,11184264,3697362,100
w850,200,1.0,0.33548277616500854,0.13199683367208048,0.5800531081610788,11184264,3697362,200
w850,400,1.0,0.48469769954681396,0.11623620712199365,0.6966483631532538,11184264,3697362,400
w1000,5,1.0,0.039964139461517334,0.07705324069933929,0.19996600283128774,11184264,3697362,5
w1000,10,1.0,0.04971593618392944,0.07666089731817986,0.22324836034911186,11184264,3697362,10
w1000,25,1.0,0.11145615577697754,0.07412873946148653,0.33405682315946067,11184264,3697362,25
w1000,50,1.0,0.15460175275802612,0.0723065859464497,0.3934439197244978,11184264,3697362,50
w1000,100,1.0,0.23736780881881714,0.06867596340703155,0.4877948960559431,11184264,3697362,100
w1000,200,1.0,0.3618606925010681,0.06282101089550446,0.6022959635452111,11184264,3697362,200
w1000,400,1.0,0.49980103969573975,0.05561841171941197,0.7077261893630917,11184264,3697362,400
