source,gamma,lead_hours,forecast_valid_time,global_mean_ivt,file
GraphCast,1.0,36.0,2021-02-14 06:00:00,153.1505717590566,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,42.0,2021-02-14 12:00:00,153.58870210348022,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,48.0,2021-02-14 18:00:00,154.82145167897932,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,54.0,2021-02-15 00:00:00,156.39988777358352,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,60.0,2021-02-15 06:00:00,158.2775959152184,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,66.0,2021-02-15 12:00:00,158.7434921929923,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,72.0,2021-02-15 18:00:00,158.86193930165092,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,78.0,2021-02-16 00:00:00,157.98454315990554,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,84.0,2021-02-16 06:00:00,157.59455058576793,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,90.0,2021-02-16 12:00:00,156.95990979667172,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,96.0,2021-02-16 18:00:00,157.16762921684463,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,102.0,2021-02-17 00:00:00,157.12789606343378,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,108.0,2021-02-17 06:00:00,158.7923042942444,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,114.0,2021-02-17 12:00:00,160.2175234587919,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
GraphCast,1.0,120.0,2021-02-17 18:00:00,161.0620175393945,plots/malins_experiments/pertubation_experiments/AR/Node_Hierarchy_Level_M6/pertubation_threshold_0.8/2021-02-12T18/data/gamma_1.0.nc
