target,label_mode,n_features,model,direction_training_window,n_train,n_test,train_positive_rate,test_positive_rate,test_average_precision,test_n_positive,test_n_total,test_roc_auc,test_best_threshold,test_f1,test_precision,test_recall
TC,intersection,512,logistic_l2_balanced,2020_train_only,8724906,8642982,0.0007588620439005303,0.0006435278934978692,0.4023860562297266,5562,8642982,0.9951694389225533,0.9999742470413335,0.4394187277451641,0.47276868916960035,0.4104638619201726
