rank,pc_number,pc_index,coefficient,abs_coefficient
1,11,10,-0.9884418845176697,0.9884418845176697
2,10,9,0.60140061378479,0.60140061378479
3,12,11,-0.5872769951820374,0.5872769951820374
4,46,45,0.5668461918830872,0.5668461918830872
5,3,2,-0.47497257590293884,0.47497257590293884
6,22,21,0.42841479182243347,0.42841479182243347
7,1,0,0.4168844223022461,0.4168844223022461
8,19,18,-0.40684300661087036,0.40684300661087036
9,33,32,0.4009636640548706,0.4009636640548706
10,32,31,0.3926084637641907,0.3926084637641907
11,18,17,-0.3759719431400299,0.3759719431400299
12,17,16,-0.37568601965904236,0.37568601965904236
13,28,27,-0.3752579092979431,0.3752579092979431
14,4,3,0.3636840581893921,0.3636840581893921
15,2,1,-0.35362377762794495,0.35362377762794495
16,27,26,-0.3244703412055969,0.3244703412055969
17,67,66,0.315854549407959,0.315854549407959
18,6,5,-0.2885521948337555,0.2885521948337555
19,14,13,-0.2826799750328064,0.2826799750328064
20,40,39,-0.2645707130432129,0.2645707130432129
21,5,4,-0.2345384657382965,0.2345384657382965
22,57,56,0.2333715856075287,0.2333715856075287
23,23,22,0.23020531237125397,0.23020531237125397
24,37,36,0.22389709949493408,0.22389709949493408
25,38,37,-0.221021831035614,0.221021831035614
26,83,82,-0.21986788511276245,0.21986788511276245
27,73,72,-0.21004943549633026,0.21004943549633026
28,45,44,0.20849750936031342,0.20849750936031342
29,29,28,-0.20718945562839508,0.20718945562839508
30,24,23,-0.20251041650772095,0.20251041650772095
31,511,510,0.2022733837366104,0.2022733837366104
32,20,19,0.20089420676231384,0.20089420676231384
33,170,169,0.19747547805309296,0.19747547805309296
34,98,97,-0.19622093439102173,0.19622093439102173
35,44,43,0.19161604344844818,0.19161604344844818
36,8,7,0.19127853214740753,0.19127853214740753
37,59,58,0.181928813457489,0.181928813457489
38,187,186,0.1817435473203659,0.1817435473203659
39,105,104,-0.18097390234470367,0.18097390234470367
40,90,89,0.17376203835010529,0.17376203835010529
41,31,30,0.17211751639842987,0.17211751639842987
42,166,165,0.17198769748210907,0.17198769748210907
43,53,52,0.16725458204746246,0.16725458204746246
44,49,48,-0.16624405980110168,0.16624405980110168
45,130,129,0.1647997498512268,0.1647997498512268
46,43,42,-0.16016986966133118,0.16016986966133118
47,124,123,-0.15755899250507355,0.15755899250507355
48,7,6,-0.1572362333536148,0.1572362333536148
49,125,124,-0.1570497304201126,0.1570497304201126
50,30,29,0.15158464014530182,0.15158464014530182
51,245,244,-0.14946255087852478,0.14946255087852478
52,197,196,-0.14662611484527588,0.14662611484527588
53,54,53,-0.1438475400209427,0.1438475400209427
54,114,113,0.1428622007369995,0.1428622007369995
55,87,86,0.14163044095039368,0.14163044095039368
56,77,76,0.13560278713703156,0.13560278713703156
57,153,152,-0.13431845605373383,0.13431845605373383
58,116,115,-0.13370293378829956,0.13370293378829956
59,279,278,0.13334813714027405,0.13334813714027405
60,117,116,0.13162130117416382,0.13162130117416382
61,237,236,-0.12978827953338623,0.12978827953338623
62,34,33,-0.12930595874786377,0.12930595874786377
63,336,335,0.12876801192760468,0.12876801192760468
64,50,49,-0.12820041179656982,0.12820041179656982
65,60,59,0.1276370733976364,0.1276370733976364
66,177,176,-0.12651923298835754,0.12651923298835754
67,267,266,0.12577591836452484,0.12577591836452484
68,242,241,-0.12464120239019394,0.12464120239019394
69,143,142,-0.12394209951162338,0.12394209951162338
70,282,281,0.12368674576282501,0.12368674576282501
71,15,14,0.12245499342679977,0.12245499342679977
72,160,159,0.12228740751743317,0.12228740751743317
73,142,141,-0.12142539769411087,0.12142539769411087
74,69,68,0.1213921308517456,0.1213921308517456
75,192,191,0.1199171394109726,0.1199171394109726
76,207,206,0.11935845017433167,0.11935845017433167
77,52,51,-0.11868658661842346,0.11868658661842346
78,47,46,0.11671397089958191,0.11671397089958191
79,347,346,0.11653219908475876,0.11653219908475876
80,171,170,0.11592329293489456,0.11592329293489456
81,99,98,0.11485759913921356,0.11485759913921356
82,147,146,0.1133333072066307,0.1133333072066307
83,224,223,-0.1132614016532898,0.1132614016532898
84,294,293,-0.10883758217096329,0.10883758217096329
85,36,35,-0.10796365141868591,0.10796365141868591
86,13,12,-0.10498445481061935,0.10498445481061935
87,244,243,0.10378958284854889,0.10378958284854889
88,135,134,-0.10354436933994293,0.10354436933994293
89,78,77,0.10253952443599701,0.10253952443599701
90,263,262,-0.10099201649427414,0.10099201649427414
91,163,162,0.09994688630104065,0.09994688630104065
92,112,111,-0.09952354431152344,0.09952354431152344
93,352,351,-0.09753197431564331,0.09753197431564331
94,198,197,0.09751429408788681,0.09751429408788681
95,76,75,-0.09750782698392868,0.09750782698392868
96,334,333,0.0972089171409607,0.0972089171409607
97,252,251,-0.09673671424388885,0.09673671424388885
98,56,55,-0.09650444239377975,0.09650444239377975
99,86,85,-0.09028076380491257,0.09028076380491257
100,120,119,-0.08993864804506302,0.08993864804506302
101,191,190,-0.0896497294306755,0.0896497294306755
102,16,15,0.08895193785429001,0.08895193785429001
103,168,167,-0.08862768113613129,0.08862768113613129
104,345,344,-0.0880526676774025,0.0880526676774025
105,138,137,-0.08797942847013474,0.08797942847013474
106,63,62,-0.08794145286083221,0.08794145286083221
107,392,391,0.08731966465711594,0.08731966465711594
108,146,145,0.08587675541639328,0.08587675541639328
109,381,380,-0.08575356006622314,0.08575356006622314
110,360,359,-0.0857350155711174,0.0857350155711174
111,9,8,0.0857081189751625,0.0857081189751625
112,196,195,0.08523818850517273,0.08523818850517273
113,204,203,0.08500219136476517,0.08500219136476517
