target,n_features,alpha,r2_test,rmse_test,corr_test,n_train,n_test,n_selected
w500,400,1.0,0.40086668729782104,0.13926235261126413,0.6332556042305844,13795974,14891868,400
w600,5,1.0,0.04933542013168335,0.1786509970946503,0.22220439496871497,13795974,14891868,5
w600,10,1.0,0.0671682357788086,0.17696746490176277,0.2591992217921121,13795974,14891868,10
w600,25,1.0,0.08986824750900269,0.17480099530289936,0.29981376756211325,13795974,14891868,25
w600,50,1.0,0.1428254246711731,0.16963927567257986,0.37792715228537255,13795974,14891868,50
w600,100,1.0,0.22134876251220703,0.1616825954823658,0.4705204370662483,13795974,14891868,100
w600,200,1.0,0.28451037406921387,0.1549863500506744,0.5334005834241886,13795974,14891868,200
w600,400,1.0,0.38383787870407104,0.14382662285927383,0.619619963015415,13795974,14891868,400
w700,5,1.0,0.05059182643890381,0.17802427564395126,0.22502817861106408,13795974,14891868,5
w700,10,1.0,0.06393980979919434,0.1767684027096899,0.25291041732046604,13795974,14891868,10
w700,25,1.0,0.08719795942306519,0.1745585248069756,0.2953203393972536,13795974,14891868,25
w700,50,1.0,0.13523149490356445,0.16990363911083287,0.3677422272349485,13795974,14891868,50
w700,100,1.0,0.20852071046829224,0.1625445969530239,0.45666925715704415,13795974,14891868,100
w700,200,1.0,0.2981727719306946,0.15306217184339233,0.5460544803419474,13795974,14891868,200
w700,400,1.0,0.4111901521682739,0.1401975081179652,0.641280981327226,13795974,14891868,400
w850,5,1.0,0.048444271087646484,0.1581498751091381,0.22018415683387788,13795974,14891868,5
w850,10,1.0,0.05986243486404419,0.1571981511005479,0.24471679683820863,13795974,14891868,10
w850,25,1.0,0.09622412919998169,0.15412819974212247,0.31020441786722497,13795974,14891868,25
w850,50,1.0,0.14322787523269653,0.1500667205083579,0.37845627443839935,13795974,14891868,50
w850,100,1.0,0.2129489779472351,0.14383122673399157,0.4614715634425551,13795974,14891868,100
w850,200,1.0,0.34112614393234253,0.13159908635433215,0.5841129167324469,13795974,14891868,200
w850,400,1.0,0.4847559332847595,0.11637460979468982,0.6962483184440493,13795974,14891868,400
w1000,5,1.0,0.035864830017089844,0.07950505321246817,0.1894578846687401,13795974,14891868,5
w1000,10,1.0,0.042315542697906494,0.07923863743492073,0.20574740819587975,13795974,14891868,10
w1000,25,1.0,0.10926580429077148,0.0764187364429026,0.3305750610252177,13795974,14891868,25
w1000,50,1.0,0.13906627893447876,0.07512952354136697,0.3729983519679582,13795974,14891868,50
w1000,100,1.0,0.22622311115264893,0.0712251965010079,0.47576102720313057,13795974,14891868,100
w1000,200,1.0,0.3604586720466614,0.06475302614524177,0.6004115488516699,13795974,14891868,200
w1000,400,1.0,0.494601845741272,0.057562891382570536,0.7032815331526647,13795974,14891868,400
