target,n_features,alpha,r2_test,rmse_test,corr_test,n_train,n_test,n_selected
v700,100,1.0,0.5144587755203247,4.419947766992213,0.7172647850389787,13795974,14891868,100
v700,200,1.0,0.6208994388580322,3.90554192801266,0.7879810958407844,13795974,14891868,200
v700,400,1.0,0.6853336691856384,3.558190533335869,0.8278491199600676,13795974,14891868,400
v850,5,1.0,0.012016355991363525,5.719001472655719,0.10977241162683198,13795974,14891868,5
v850,10,1.0,0.21266019344329834,5.105360781542946,0.46122318847520843,13795974,14891868,10
v850,25,1.0,0.4151109457015991,4.400297865755572,0.6443106886725202,13795974,14891868,25
v850,50,1.0,0.46903538703918457,4.1925487543227264,0.6848804587472066,13795974,14891868,50
v850,100,1.0,0.5325037240982056,3.9340004279830225,0.7297386294009777,13795974,14891868,100
v850,200,1.0,0.6223185062408447,3.5359669467106136,0.7888973863778352,13795974,14891868,200
v850,400,1.0,0.6821144819259644,3.2439989292128897,0.8259067569245854,13795974,14891868,400
v1000,5,1.0,0.033621788024902344,4.954744766082455,0.18373913363405237,13795974,14891868,5
v1000,10,1.0,0.3992820382118225,3.9064567816362685,0.6319199064266694,13795974,14891868,10
v1000,25,1.0,0.5024510025978088,3.555213168334952,0.7088666135737414,13795974,14891868,25
v1000,50,1.0,0.5330071449279785,3.4443146175268713,0.7300986701320481,13795974,14891868,50
v1000,100,1.0,0.5734720230102539,3.291709143127135,0.7573179594986998,13795974,14891868,100
v1000,200,1.0,0.6590063571929932,2.94320708692796,0.8117947202948037,13795974,14891868,200
v1000,400,1.0,0.7199260592460632,2.6673748645550934,0.8484871124220772,13795974,14891868,400
z50,5,1.0,0.13785141706466675,3856.378093496539,0.3723057811993698,13795974,14891868,5
z50,10,1.0,0.23474788665771484,3633.2127655836507,0.48565230015617294,13795974,14891868,10
z50,25,1.0,0.3558385968208313,3333.388366212374,0.5976391312888845,13795974,14891868,25
z50,50,1.0,0.6039767265319824,2613.659025198199,0.7773611260934205,13795974,14891868,50
z50,100,1.0,0.6958198547363281,2290.6249147339686,0.8342778926711241,13795974,14891868,100
z50,200,1.0,0.7501712441444397,2075.91582199279,0.866416812286865,13795974,14891868,200
z50,400,1.0,0.7790225744247437,1952.3717627542148,0.8828254044964166,13795974,14891868,400
z250,5,1.0,0.42498302459716797,3523.4993969064335,0.6520856435122823,13795974,14891868,5
z250,10,1.0,0.5249850153923035,3202.4880952159683,0.7247951580860191,13795974,14891868,10
z250,25,1.0,0.6480022668838501,2756.7908879710117,0.8050556008169188,13795974,14891868,25
z250,50,1.0,0.7613484263420105,2269.948567699277,0.8727325988552396,13795974,14891868,50
z250,100,1.0,0.7934331893920898,2111.8553454249654,0.8909226487651631,13795974,14891868,100
z250,200,1.0,0.8348397612571716,1888.368078527065,0.9138913836644822,13795974,14891868,200
z250,400,1.0,0.8597269058227539,1740.287907215355,0.927320633712595,13795974,14891868,400
z500,5,1.0,0.3717125654220581,2198.800127342183,0.6098368443635714,13795974,14891868,5
z500,10,1.0,0.5109703540802002,1939.8768002118072,0.7150101577258593,13795974,14891868,10
z500,25,1.0,0.63973069190979,1665.0227475923564,0.7998798508843861,13795974,14891868,25
z500,50,1.0,0.7480890154838562,1392.2913218863357,0.8651924140579959,13795974,14891868,50
z500,100,1.0,0.7862180471420288,1282.6024812856085,0.8869384744943205,13795974,14891868,100
z500,200,1.0,0.830295741558075,1142.7544574404424,0.9114436203996846,13795974,14891868,200
z500,400,1.0,0.8565559387207031,1050.6252305175237,0.9256391574386653,13795974,14891868,400
z600,5,1.0,0.347079873085022,1808.0741135252172,0.5892840726541358,13795974,14891868,5
z600,10,1.0,0.49957185983657837,1582.913058256833,0.7069762326531056,13795974,14891868,10
z600,25,1.0,0.6281851530075073,1364.424741420354,0.7926259227687102,13795974,14891868,25
z600,50,1.0,0.7387374639511108,1143.7332512434882,0.8597999496997503,13795974,14891868,50
z600,100,1.0,0.7804064154624939,1048.566640705301,0.8836865294160369,13795974,14891868,100
z600,200,1.0,0.8265179395675659,931.9947692986265,0.9093875869577445,13795974,14891868,200
z600,400,1.0,0.8534677028656006,856.5502758157281,0.9239779956976331,13795974,14891868,400
z700,5,1.0,0.31420087814331055,1481.4746876001627,0.5606810617462418,13795974,14891868,5
z700,10,1.0,0.47949182987213135,1290.6532260835984,0.6926091941630689,13795974,14891868,10
z700,25,1.0,0.610523521900177,1116.4426205587101,0.7814034104631482,13795974,14891868,25
z700,50,1.0,0.7232998013496399,941.0236447613843,0.8508033192028116,13795974,14891868,50
z700,100,1.0,0.7700519561767578,857.8486171813765,0.877845755304555,13795974,14891868,100
z700,200,1.0,0.8195801377296448,759.8676282748199,0.9055778938905056,13795974,14891868,200
z700,400,1.0,0.8475876450538635,698.4026193750994,0.9208006240485334,13795974,14891868,400
z850,5,1.0,0.24272513389587402,1091.953295704537,0.49282151397763413,13795974,14891868,5
z850,10,1.0,0.42789149284362793,949.1098790445709,0.6542594609162398,13795974,14891868,10
z850,25,1.0,0.5590444803237915,833.2487248715116,0.7477429319835777,13795974,14891868,25
z850,50,1.0,0.6770193576812744,713.1247918492246,0.8231902130820302,13795974,14891868,50
z850,100,1.0,0.7393233776092529,640.6610355718537,0.8602374884452622,13795974,14891868,100
z850,200,1.0,0.798275351524353,563.5815990165045,0.8937374160653919,13795974,14891868,200
z850,400,1.0,0.8287596106529236,519.2546340669479,0.9105333707880384,13795974,14891868,400
z1000,5,1.0,0.20386433601379395,846.6696153163878,0.45190051751433785,13795974,14891868,5
z1000,10,1.0,0.3713138699531555,752.3802230255657,0.6095577950650329,13795974,14891868,10
z1000,25,1.0,0.4958086609840393,673.7799854180888,0.7042733767900858,13795974,14891868,25
z1000,50,1.0,0.6159384250640869,588.0589628175052,0.785192317590749,13795974,14891868,50
z1000,100,1.0,0.6990432143211365,520.5620460137293,0.836512130545393,13795974,14891868,100
z1000,200,1.0,0.7697525024414062,455.32119500963273,0.8775910223722454,13795974,14891868,200
z1000,400,1.0,0.8014832139015198,422.78448262678705,0.8954399294470156,13795974,14891868,400
q50,5,1.0,0.08735120296478271,2.3395762499783752e-07,0.3201073449120689,13795974,14891868,5
q50,10,1.0,0.10606580972671509,2.3154645356808753e-07,0.3485747885138331,13795974,14891868,10
q50,25,1.0,0.15016025304794312,2.257635735930197e-07,0.4093226529450826,13795974,14891868,25
q50,50,1.0,0.2047632932662964,2.183904119965561e-07,0.47531299564192675,13795974,14891868,50
q50,100,1.0,0.2545784115791321,2.1143960668728737e-07,0.5260620734747942,13795974,14891868,100
q50,200,1.0,0.32200127840042114,2.016507278231249e-07,0.5863393357591624,13795974,14891868,200
q50,400,1.0,0.3803113102912903,1.9278451108461847e-07,0.6307478906691761,13795974,14891868,400
q250,5,1.0,0.29972243309020996,7.164344413445674e-05,0.548936921233571,13795974,14891868,5
q250,10,1.0,0.351571261882782,6.894019287327353e-05,0.5944439980099656,13795974,14891868,10
q250,25,1.0,0.46407490968704224,6.267486500346025e-05,0.6824689920872588,13795974,14891868,25
q250,50,1.0,0.558749258518219,5.687011136640196e-05,0.7485344441314984,13795974,14891868,50
q250,100,1.0,0.6529772281646729,5.043364212215422e-05,0.8084271426854225,13795974,14891868,100
q250,200,1.0,0.7206068634986877,4.525319263848575e-05,0.8492115207264586,13795974,14891868,200
q250,400,1.0,0.7563483715057373,4.2259660306438253e-05,0.8699684236699433,13795974,14891868,400
q500,5,1.0,0.3811531662940979,0.0009949603519645049,0.6176615724587934,13795974,14891868,5
q500,10,1.0,0.46228575706481934,0.0009274488243160225,0.6802581630770466,13795974,14891868,10
q500,25,1.0,0.5847787261009216,0.0008149932075195903,0.7650221364069355,13795974,14891868,25
q500,50,1.0,0.6694178581237793,0.0007272000778056643,0.8182942351339774,13795974,14891868,50
q500,100,1.0,0.7397549748420715,0.0006452164225870479,0.8601839784646794,13795974,14891868,100
q500,200,1.0,0.78309166431427,0.0005890502171999457,0.8849580628302807,13795974,14891868,200
q500,400,1.0,0.8117551207542419,0.0005487515532647861,0.901006796149003,13795974,14891868,400
q600,5,1.0,0.464944064617157,0.0014486235956787713,0.6820172342033908,13795974,14891868,5
q600,10,1.0,0.5565100312232971,0.0013188575350098109,0.7461798636004504,13795974,14891868,10
q600,25,1.0,0.6258103251457214,0.0012114399221862533,0.7912620153980521,13795974,14891868,25
q600,50,1.0,0.70341956615448,0.0010785175851643438,0.8387484734455226,13795974,14891868,50
q600,100,1.0,0.7611604928970337,0.0009678522858010657,0.8724580660174638,13795974,14891868,100
q600,200,1.0,0.8070049285888672,0.0008700197768087748,0.8983433190466934,13795974,14891868,200
q600,400,1.0,0.8324753046035767,0.0008105791654985158,0.9124111429500098,13795974,14891868,400
q700,5,1.0,0.5334384441375732,0.0018998940346245268,0.7306331005186404,13795974,14891868,5
q700,10,1.0,0.6134017109870911,0.0017294374936478788,0.7834808332389468,13795974,14891868,10
q700,25,1.0,0.6821348667144775,0.0015681815617735616,0.8261444151220538,13795974,14891868,25
q700,50,1.0,0.7491168975830078,0.0013931908833283977,0.8656016095922276,13795974,14891868,50
q700,100,1.0,0.7713272571563721,0.0013300932991313047,0.8783073723629761,13795974,14891868,100
q700,200,1.0,0.8183659315109253,0.0011854235529248514,0.9046507291766629,13795974,14891868,200
q700,400,1.0,0.8457562327384949,0.0010923925098041602,0.9196634729188949,13795974,14891868,400
q850,5,1.0,0.4929879903793335,0.002954523666230469,0.7024550624944275,13795974,14891868,5
q850,10,1.0,0.5629427433013916,0.002743137040243653,0.7506263244250949,13795974,14891868,10
q850,25,1.0,0.6931845545768738,0.0022983541132501396,0.8328445443527803,13795974,14891868,25
q850,50,1.0,0.7553894519805908,0.0020521822655638964,0.8691599589417967,13795974,14891868,50
q850,100,1.0,0.793449878692627,0.001885780217889437,0.890761821259847,13795974,14891868,100
q850,200,1.0,0.8296109437942505,0.0017127706635801816,0.9108473388086571,13795974,14891868,200
q850,400,1.0,0.856183648109436,0.0015735568422153557,0.9253023108751679,13795974,14891868,400
q1000,5,1.0,0.576505184173584,0.0037027619668043785,0.7594533660942384,13795974,14891868,5
q1000,10,1.0,0.6336115598678589,0.003444075136721726,0.7961896095857984,13795974,14891868,10
q1000,25,1.0,0.726969838142395,0.0029730830081654944,0.8526832820915269,13795974,14891868,25
q1000,50,1.0,0.7990520000457764,0.002550606995921886,0.8939243371593847,13795974,14891868,50
q1000,100,1.0,0.8275271654129028,0.0023629911586181968,0.9097241297521602,13795974,14891868,100
q1000,200,1.0,0.853131890296936,0.002180546971617171,0.9237338470331034,13795974,14891868,200
