pc_name,pc_index,total_timesteps,top1_variable,top1_mean_abs_r,top1_wins,top1_count,top2_variable,top2_mean_abs_r,top2_wins,top2_count,top3_variable,top3_mean_abs_r,top3_wins,top3_count
PC_444,444,1453,vertical_velocity_lev21,0.03999432339009511,102,1453,vertical_velocity_lev20,0.03979650479227821,91,1453,geopotential_lev12,0.037562080207717674,2,1453
PC_445,445,1453,longitude_sin,0.030450457281243702,112,1453,latitude_sin,0.028345656371613587,30,1453,latitude,0.028179914542338428,25,1453
PC_446,446,1453,latitude,0.03608920164885747,49,1453,latitude_sin,0.03574409849367025,101,1453,geopotential_lev02,0.032751241259329184,4,1453
PC_447,447,1453,geopotential_at_surface,0.03300894278919639,130,1453,vertical_velocity_lev12,0.032022957107689334,49,1453,vertical_velocity_lev13,0.030294941279667247,53,1453
PC_448,448,1453,vertical_velocity_lev10,0.0338776415100051,47,1453,vertical_velocity_lev11,0.03195529493634831,20,1453,local_time_sin,0.031211817423882328,41,1453
PC_449,449,1453,specific_humidity_lev36,0.03099732142607934,20,1453,specific_humidity_lev34,0.03082288115163318,22,1453,specific_humidity_lev35,0.030818954042637653,5,1453
PC_450,450,1453,land_sea_mask,0.023914774144097078,83,1453,longitude_sin,0.02387895827784399,65,1453,geopotential_at_surface,0.023756937171654603,107,1453
PC_451,451,1453,geopotential_lev11,0.04293994394310365,5,1453,geopotential_lev10,0.04293496542296475,9,1453,geopotential_lev18,0.042801482857785185,6,1453
PC_452,452,1453,vertical_velocity_lev26,0.033472419522666,38,1453,vertical_velocity_lev27,0.033288357031817824,15,1453,vertical_velocity_lev28,0.031661000927660714,7,1453
PC_453,453,1453,latitude_sin,0.03305495579141352,80,1453,latitude,0.032887047887982725,44,1453,temperature_lev32,0.02971061375522731,36,1453
PC_454,454,1453,v_component_of_wind_lev31,0.031513387978227204,25,1453,v_component_of_wind_lev32,0.030819434152333056,27,1453,v_component_of_wind_lev30,0.030814861514834646,15,1453
PC_455,455,1453,local_time_cos,0.025875377909667534,21,1453,longitude_cos,0.02583235346862914,64,1453,toa_incident_solar_radiation,0.025283930436399368,70,1453
PC_456,456,1453,longitude_sin,0.036845039636112124,127,1453,vertical_velocity_lev15,0.030992928284956766,50,1453,local_time_sin,0.030860480825709864,38,1453
PC_457,457,1453,geopotential_at_surface,0.03665673594016499,286,1453,land_sea_mask,0.02864338378803393,60,1453,2m_temperature,0.027596147533502,9,1453
PC_458,458,1453,temperature_lev09,0.028303784198347698,23,1453,temperature_lev10,0.027675335453515096,22,1453,latitude_sin,0.02680224384486181,70,1453
PC_459,459,1453,geopotential_lev00,0.03955933516505508,16,1453,latitude,0.03888901196281604,67,1453,geopotential_lev01,0.03879250179041562,5,1453
PC_460,460,1453,geopotential_lev12,0.0406551494523069,1,1453,geopotential_lev11,0.040624007374601145,4,1453,geopotential_lev13,0.040539435140530725,2,1453
PC_461,461,1453,longitude_cos,0.03392128976145511,138,1453,specific_humidity_lev36,0.03273600141489235,29,1453,specific_humidity_lev35,0.032543561130032914,7,1453
PC_462,462,1453,specific_humidity_lev09,0.029205873929220773,45,1453,specific_humidity_lev07,0.027220117646531573,92,1453,vertical_velocity_lev25,0.026797942033065226,29,1453
PC_463,463,1453,toa_incident_solar_radiation,0.025582495147776885,91,1453,geopotential_at_surface,0.025301568655724794,97,1453,local_time_cos,0.024489389866983863,10,1453
PC_464,464,1453,specific_humidity_lev30,0.03473410769379621,32,1453,specific_humidity_lev29,0.03446172109731847,28,1453,specific_humidity_lev31,0.033885926388662425,19,1453
PC_465,465,1453,temperature_lev11,0.03228534870660503,19,1453,temperature_lev12,0.03108255461025011,18,1453,specific_humidity_lev36,0.03084897169673931,24,1453
PC_466,466,1453,latitude_sin,0.031239331524237596,97,1453,latitude,0.030349262941456775,23,1453,toa_incident_solar_radiation,0.025896754531495314,126,1453
PC_467,467,1453,latitude_sin,0.0353773819369662,153,1453,latitude,0.035159854690994294,72,1453,specific_humidity_lev08,0.027697603120226042,31,1453
PC_468,468,1453,temperature_lev30,0.034169531108265816,18,1453,temperature_lev29,0.03410326689299461,11,1453,temperature_lev31,0.03397336131763003,9,1453
PC_469,469,1453,latitude_sin,0.03530243637525348,102,1453,latitude,0.03490487530785799,73,1453,2m_temperature,0.0319922552558291,23,1453
PC_470,470,1453,temperature_lev12,0.026519119145139814,27,1453,temperature_lev10,0.026352665168917634,6,1453,temperature_lev11,0.026108519051030017,8,1453
PC_471,471,1453,u_component_of_wind_lev25,0.02684085675802337,38,1453,u_component_of_wind_lev26,0.02675507332970825,26,1453,u_component_of_wind_lev27,0.02608241388600484,6,1453
PC_472,472,1453,geopotential_lev26,0.03136027299763812,3,1453,geopotential_lev27,0.03134624989147155,1,1453,geopotential_lev25,0.03133821294032005,2,1453
PC_473,473,1453,v_component_of_wind_lev31,0.025310432945053845,27,1453,v_component_of_wind_lev32,0.02524934666594016,30,1453,specific_humidity_lev32,0.02506822554308233,16,1453
PC_474,474,1453,land_sea_mask,0.030026539092949073,151,1453,u_component_of_wind_lev28,0.027615539352593043,10,1453,u_component_of_wind_lev06,0.02759073110230429,23,1453
PC_475,475,1453,specific_humidity_lev35,0.025847530126941232,11,1453,specific_humidity_lev34,0.025688205908258294,12,1453,specific_humidity_lev36,0.025641934576415025,12,1453
PC_476,476,1453,vertical_velocity_lev25,0.042766091921801,217,1453,vertical_velocity_lev24,0.04035957314125557,64,1453,vertical_velocity_lev26,0.03676701973178513,3,1453
PC_477,477,1453,u_component_of_wind_lev06,0.02648501411999124,34,1453,specific_humidity_lev34,0.025905444121169283,6,1453,specific_humidity_lev33,0.025402485463634123,5,1453
PC_478,478,1453,local_time_sin,0.02712863489917724,41,1453,longitude_cos,0.02531395330340793,85,1453,geopotential_at_surface,0.024582851859097418,109,1453
PC_479,479,1453,specific_humidity_lev07,0.027883810593524905,58,1453,geopotential_lev07,0.0269278795810031,25,1453,geopotential_lev06,0.026773621390023213,14,1453
PC_480,480,1453,specific_humidity_lev33,0.03456283182934811,45,1453,specific_humidity_lev34,0.034360109035944074,22,1453,specific_humidity_lev15,0.03412489569816439,48,1453
PC_481,481,1453,geopotential_lev25,0.03535078214675415,1,1453,geopotential_lev26,0.0353386571890787,7,1453,geopotential_lev24,0.035304879839943695,5,1453
PC_482,482,1453,local_time_sin,0.02611878304280769,28,1453,temperature_lev07,0.024461282857113197,54,1453,longitude_cos,0.024018086032415373,111,1453
PC_483,483,1453,vertical_velocity_lev11,0.024716612426084174,27,1453,specific_humidity_lev21,0.02418209877500325,62,1453,specific_humidity_lev22,0.02346354305044277,15,1453
PC_484,484,1453,specific_humidity_lev28,0.027757003604268502,34,1453,specific_humidity_lev27,0.027246807980880867,6,1453,specific_humidity_lev29,0.027027323936410753,17,1453
PC_485,485,1453,specific_humidity_lev35,0.025551682038125825,12,1453,specific_humidity_lev34,0.025347052288213615,7,1453,specific_humidity_lev36,0.025218872346621804,28,1453
PC_486,486,1453,vertical_velocity_lev24,0.03561004288405653,67,1453,vertical_velocity_lev23,0.03527452457074143,60,1453,vertical_velocity_lev25,0.03162833617909053,6,1453
PC_487,487,1453,longitude_cos,0.02969561182605909,128,1453,toa_incident_solar_radiation,0.027743940859572335,113,1453,local_time_cos,0.024961890008215054,9,1453
PC_488,488,1453,local_time_sin,0.03199341776227701,41,1453,2m_temperature,0.03144795173127754,40,1453,geopotential_at_surface,0.03096592589123261,144,1453
PC_489,489,1453,vertical_velocity_lev22,0.025733430246596176,35,1453,longitude_cos,0.024809313618401562,91,1453,local_time_cos,0.024091469134469117,17,1453
PC_490,490,1453,specific_humidity_lev04,0.034846795957081234,17,1453,specific_humidity_lev05,0.03432724211332165,43,1453,specific_humidity_lev03,0.03227555490139976,20,1453
PC_491,491,1453,2m_temperature,0.022837193926906193,42,1453,v_component_of_wind_lev29,0.022716906120057598,23,1453,v_component_of_wind_lev28,0.02271538248646705,14,1453
PC_492,492,1453,specific_humidity_lev06,0.02634060938000211,64,1453,toa_incident_solar_radiation,0.02493676767832671,80,1453,u_component_of_wind_lev27,0.024224641305183682,17,1453
PC_493,493,1453,vertical_velocity_lev22,0.041632428993069966,163,1453,vertical_velocity_lev23,0.03896066061904412,34,1453,vertical_velocity_lev21,0.038136349494376075,19,1453
PC_494,494,1453,latitude,0.02805025514143082,49,1453,latitude_sin,0.027781400110331703,53,1453,geopotential_lev03,0.026455558824096493,2,1453
PC_495,495,1453,local_time_cos,0.02578270477127006,8,1453,longitude_cos,0.025194428514427804,106,1453,u_component_of_wind_lev10,0.025002994102618414,51,1453
PC_496,496,1453,longitude_cos,0.0274607877239245,134,1453,local_time_cos,0.02578937161724715,19,1453,specific_humidity_lev06,0.025297586360704883,54,1453
PC_497,497,1453,latitude_sin,0.035439781196494866,162,1453,latitude,0.03469940505170549,24,1453,specific_humidity_lev06,0.026543767695701544,86,1453
PC_498,498,1453,toa_incident_solar_radiation,0.030516905614144114,153,1453,longitude_cos,0.027762833010421806,78,1453,u_component_of_wind_lev01,0.02701655523039691,13,1453
PC_499,499,1453,geopotential_lev08,0.030391561401771,21,1453,geopotential_lev09,0.030200160489079825,9,1453,geopotential_lev07,0.029302948662616624,43,1453
PC_500,500,1453,specific_humidity_lev05,0.022329262942558055,15,1453,specific_humidity_lev04,0.021513229169486673,13,1453,specific_humidity_lev06,0.021461073137139023,20,1453
PC_501,501,1453,vertical_velocity_lev15,0.02418368698287286,30,1453,specific_humidity_lev08,0.023755148017376597,51,1453,u_component_of_wind_lev12,0.02304567874423445,42,1453
PC_502,502,1453,specific_humidity_lev05,0.028245627053050903,35,1453,specific_humidity_lev04,0.027537474643213874,13,1453,temperature_lev36,0.027078343409664356,9,1453
PC_503,503,1453,geopotential_at_surface,0.02906203416080431,146,1453,specific_humidity_lev04,0.026505542524143763,36,1453,specific_humidity_lev03,0.026319544278218834,27,1453
PC_504,504,1453,u_component_of_wind_lev05,0.02874804750016454,23,1453,u_component_of_wind_lev06,0.0283312763717797,36,1453,u_component_of_wind_lev07,0.028231598072968198,21,1453
PC_505,505,1453,longitude_cos,0.025005850647668592,88,1453,local_time_sin,0.024293907755726544,7,1453,specific_humidity_lev21,0.023113179840493416,30,1453
PC_506,506,1453,specific_humidity_lev32,0.026402780158443818,23,1453,specific_humidity_lev31,0.0263033023912091,19,1453,specific_humidity_lev36,0.026096710268758337,35,1453
PC_507,507,1453,temperature_lev32,0.026782791951453975,10,1453,temperature_lev33,0.02673350132858045,8,1453,temperature_lev31,0.026713360205441888,4,1453
PC_508,508,1453,vertical_velocity_lev21,0.041213786712979365,74,1453,vertical_velocity_lev20,0.04054294703146911,71,1453,vertical_velocity_lev22,0.037980791482920113,6,1453
PC_509,509,1453,vertical_velocity_lev10,0.035596679248581065,84,1453,latitude,0.030403509207958583,47,1453,latitude_sin,0.02957824709661391,37,1453
PC_510,510,1453,geopotential_lev14,0.105575921556909,10,1453,geopotential_lev15,0.10549110546834298,3,1453,geopotential_lev13,0.1054213520517465,12,1453
PC_511,511,1453,u_component_of_wind_lev08,0.07560662235785051,156,1453,geopotential_lev07,0.07453819367442029,8,1453,geopotential_lev08,0.07253063114080244,4,1453
PC_512,512,1453,geopotential_lev34,0.03255503704551198,11,1453,geopotential_lev35,0.03252005263752519,15,1453,geopotential_lev33,0.03245753673223922,13,1453
