pc_name,pc_index,total_timesteps,top1_variable,top1_mean_abs_r,top1_wins,top1_count,top2_variable,top2_mean_abs_r,top2_wins,top2_count,top3_variable,top3_mean_abs_r,top3_wins,top3_count
PC_278,278,1453,vertical_velocity_lev12,0.07693714523625145,307,1453,vertical_velocity_lev13,0.07299540767283355,47,1453,vertical_velocity_lev14,0.07161840065193337,142,1453
PC_279,279,1453,vertical_velocity_lev14,0.06394272520163924,203,1453,latitude_sin,0.059571769656532145,132,1453,latitude,0.05915862396136257,138,1453
PC_280,280,1453,vertical_velocity_lev16,0.061390727753920835,130,1453,vertical_velocity_lev15,0.05975955305781269,51,1453,vertical_velocity_lev17,0.05563049708943012,20,1453
PC_281,281,1453,vertical_velocity_lev10,0.06197514293070547,142,1453,vertical_velocity_lev16,0.054721120766726424,114,1453,vertical_velocity_lev15,0.053291241404980934,84,1453
PC_282,282,1453,specific_humidity_lev03,0.04724708878422996,42,1453,specific_humidity_lev04,0.047201511096481796,28,1453,specific_humidity_lev05,0.04576337912154548,21,1453
PC_283,283,1453,specific_humidity_lev10,0.06734684624659354,220,1453,vertical_velocity_lev12,0.06595087066646575,154,1453,u_component_of_wind_lev10,0.05402148043598064,151,1453
PC_284,284,1453,vertical_velocity_lev13,0.07411705373728061,388,1453,vertical_velocity_lev14,0.06880607184071379,47,1453,vertical_velocity_lev15,0.06643357067461865,121,1453
PC_285,285,1453,vertical_velocity_lev13,0.05960337920992521,94,1453,vertical_velocity_lev33,0.05874199012880254,26,1453,vertical_velocity_lev34,0.05820703712283683,51,1453
PC_286,286,1453,vertical_velocity_lev10,0.06599769733989763,106,1453,longitude_cos,0.06458012310872853,203,1453,local_time_cos,0.06249770984321695,116,1453
PC_287,287,1453,vertical_velocity_lev26,0.07161724848732999,79,1453,vertical_velocity_lev27,0.07038114124239876,12,1453,vertical_velocity_lev25,0.06917653855847174,64,1453
PC_288,288,1453,vertical_velocity_lev18,0.056782890181714146,174,1453,vertical_velocity_lev19,0.053785103855956494,38,1453,v_component_of_wind_lev10,0.046630832534518156,157,1453
PC_289,289,1453,vertical_velocity_lev20,0.07476409852789319,122,1453,vertical_velocity_lev21,0.07416069405893709,156,1453,vertical_velocity_lev22,0.06474357764143689,1,1453
PC_290,290,1453,specific_humidity_lev36,0.05764351849533866,8,1453,specific_humidity_lev35,0.057323734610961144,22,1453,vertical_velocity_lev25,0.05662030270207784,33,1453
PC_291,291,1453,vertical_velocity_lev11,0.049070010006191246,77,1453,vertical_velocity_lev10,0.04652576291012588,55,1453,local_time_cos,0.04292186375455718,89,1453
PC_292,292,1453,geopotential_lev16,0.05133411788119201,0,1453,geopotential_lev15,0.051326883740708304,0,1453,geopotential_lev14,0.05128735563561617,0,1453
PC_293,293,1453,vertical_velocity_lev11,0.07985591199005462,702,1453,vertical_velocity_lev12,0.05569174647727354,2,1453,specific_humidity_lev13,0.05172720777250779,39,1453
PC_294,294,1453,vertical_velocity_lev10,0.07501424857494098,538,1453,v_component_of_wind_lev24,0.04782933849434023,84,1453,v_component_of_wind_lev25,0.046230417495389475,25,1453
PC_295,295,1453,specific_humidity_lev07,0.05590843909964854,225,1453,specific_humidity_lev08,0.04748486396546614,120,1453,specific_humidity_lev09,0.047458689499237046,73,1453
PC_296,296,1453,vertical_velocity_lev10,0.05136181581900016,124,1453,specific_humidity_lev29,0.04264259081307005,44,1453,specific_humidity_lev28,0.04219085435332225,31,1453
PC_297,297,1453,latitude_sin,0.06873869557512143,194,1453,latitude,0.06598360923945074,31,1453,geopotential_lev29,0.05660709094780092,8,1453
PC_298,298,1453,vertical_velocity_lev35,0.07322474652151363,287,1453,vertical_velocity_lev36,0.07122260691689075,315,1453,vertical_velocity_lev34,0.06596077207337452,30,1453
PC_299,299,1453,specific_humidity_lev02,0.04530501151265114,43,1453,2m_temperature,0.044852684923292925,16,1453,temperature_lev28,0.04455530152430638,8,1453
PC_300,300,1453,longitude_cos,0.04865110217795434,192,1453,vertical_velocity_lev10,0.04427066030309594,39,1453,specific_humidity_lev05,0.043801963781551254,177,1453
PC_301,301,1453,vertical_velocity_lev11,0.08857163659207835,772,1453,vertical_velocity_lev12,0.07547857218946946,73,1453,vertical_velocity_lev14,0.04323446408994348,0,1453
PC_302,302,1453,local_time_sin,0.03645303921068778,7,1453,latitude,0.035755419310464595,34,1453,latitude_sin,0.03520371509073715,34,1453
PC_303,303,1453,specific_humidity_lev10,0.07218825777324239,347,1453,vertical_velocity_lev11,0.07146344169159019,193,1453,vertical_velocity_lev10,0.0556525990157981,36,1453
PC_304,304,1453,vertical_velocity_lev11,0.07628794121479068,571,1453,vertical_velocity_lev10,0.04774665101043927,1,1453,v_component_of_wind_lev19,0.04341857708346196,5,1453
PC_305,305,1453,vertical_velocity_lev10,0.09126031778961759,843,1453,vertical_velocity_lev11,0.07573134706055018,73,1453,vertical_velocity_lev12,0.05184448977223426,5,1453
PC_306,306,1453,specific_humidity_lev10,0.05765695408095124,230,1453,specific_humidity_lev36,0.04930410985528485,27,1453,specific_humidity_lev35,0.048946482257022216,0,1453
PC_307,307,1453,vertical_velocity_lev11,0.07187498967222433,410,1453,vertical_velocity_lev10,0.06372466788121485,95,1453,vertical_velocity_lev12,0.04963275988849684,2,1453
PC_308,308,1453,specific_humidity_lev07,0.07173498460406304,253,1453,specific_humidity_lev06,0.06317652413785872,76,1453,u_component_of_wind_lev07,0.0565259949588205,47,1453
PC_309,309,1453,specific_humidity_lev06,0.052574086738717864,113,1453,geopotential_lev29,0.05031809646028084,8,1453,geopotential_lev30,0.05030200342859831,15,1453
PC_310,310,1453,specific_humidity_lev07,0.06627141169439375,312,1453,specific_humidity_lev06,0.055465180816107254,44,1453,u_component_of_wind_lev10,0.05510532824054457,45,1453
PC_311,311,1453,v_component_of_wind_lev09,0.046203784960369275,126,1453,land_sea_mask,0.0440774989352014,200,1453,latitude_sin,0.04327530539416873,43,1453
PC_312,312,1453,vertical_velocity_lev12,0.06393726372415763,341,1453,vertical_velocity_lev13,0.04759947183501573,2,1453,specific_humidity_lev07,0.04618171333188499,93,1453
PC_313,313,1453,vertical_velocity_lev10,0.10386212808269102,1215,1453,land_sea_mask,0.03769759356404736,61,1453,temperature_lev14,0.03686532777507454,21,1453
PC_314,314,1453,geopotential_lev24,0.041715170562566496,3,1453,geopotential_lev25,0.04167500976966336,3,1453,geopotential_lev23,0.041674213472841684,1,1453
PC_315,315,1453,vertical_velocity_lev10,0.05361785309316164,47,1453,vertical_velocity_lev36,0.05006459689313252,74,1453,longitude_sin,0.04834507986671011,131,1453
PC_316,316,1453,vertical_velocity_lev15,0.055376471811552974,129,1453,vertical_velocity_lev14,0.05136658661946134,21,1453,vertical_velocity_lev16,0.05110317580311361,39,1453
PC_317,317,1453,specific_humidity_lev07,0.04887697947634921,168,1453,temperature_lev09,0.046468249977177335,51,1453,temperature_lev11,0.04522939215800329,46,1453
PC_318,318,1453,vertical_velocity_lev12,0.0518071934533051,87,1453,vertical_velocity_lev13,0.049280324633696665,62,1453,vertical_velocity_lev17,0.03966619758225562,23,1453
PC_319,319,1453,vertical_velocity_lev15,0.06274071961277775,503,1453,vertical_velocity_lev14,0.05849865700277844,90,1453,vertical_velocity_lev16,0.05640851838657785,22,1453
PC_320,320,1453,vertical_velocity_lev10,0.04923321864850042,121,1453,u_component_of_wind_lev24,0.038266341802171366,82,1453,vertical_velocity_lev33,0.03824572335902719,4,1453
PC_321,321,1453,temperature_lev22,0.050331336568160245,7,1453,temperature_lev21,0.0500116178366181,2,1453,temperature_lev23,0.04976880197199123,7,1453
PC_322,322,1453,geopotential_lev14,0.05379312917829622,0,1453,geopotential_lev13,0.053784361950003884,1,1453,geopotential_lev15,0.053714139618328015,1,1453
PC_323,323,1453,specific_humidity_lev04,0.05764438043139697,31,1453,specific_humidity_lev05,0.05760506436994946,50,1453,specific_humidity_lev03,0.05589431662409762,32,1453
PC_324,324,1453,vertical_velocity_lev11,0.050425172002097694,66,1453,vertical_velocity_lev36,0.0447202913288012,119,1453,vertical_velocity_lev35,0.04203329466690775,12,1453
PC_325,325,1453,vertical_velocity_lev32,0.049743604460813155,148,1453,vertical_velocity_lev31,0.049426125818356946,95,1453,vertical_velocity_lev30,0.046923140357313785,6,1453
PC_326,326,1453,vertical_velocity_lev10,0.0523321325297827,86,1453,specific_humidity_lev07,0.05177713742676819,70,1453,specific_humidity_lev29,0.050019756102891735,59,1453
PC_327,327,1453,vertical_velocity_lev10,0.07610633946424485,717,1453,temperature_lev13,0.04259118285876281,43,1453,latitude,0.040993804297702566,63,1453
PC_328,328,1453,vertical_velocity_lev10,0.04619766952585639,36,1453,land_sea_mask,0.03892335474769148,122,1453,local_time_cos,0.03831964933106227,6,1453
PC_329,329,1453,specific_humidity_lev10,0.05193825271557127,175,1453,specific_humidity_lev07,0.049685147761209164,146,1453,u_component_of_wind_lev08,0.0489686636016243,115,1453
PC_330,330,1453,specific_humidity_lev07,0.08237864384402528,375,1453,vertical_velocity_lev12,0.07849303637589575,253,1453,specific_humidity_lev06,0.07051815738717739,141,1453
PC_331,331,1453,vertical_velocity_lev11,0.07133606738485883,378,1453,vertical_velocity_lev12,0.05109911250990174,6,1453,specific_humidity_lev11,0.04817628018652848,46,1453
PC_332,332,1453,vertical_velocity_lev12,0.04848508514397882,113,1453,u_component_of_wind_lev08,0.0377443964844421,39,1453,longitude_cos,0.036149615836367915,85,1453
PC_333,333,1453,specific_humidity_lev03,0.030939499641639195,19,1453,mean_sea_level_pressure,0.030548863051624162,31,1453,geopotential_lev36,0.03048791444536371,44,1453
PC_334,334,1453,vertical_velocity_lev11,0.044797311821796706,82,1453,vertical_velocity_lev09,0.040750021966307566,24,1453,vertical_velocity_lev29,0.03917673122651278,15,1453
PC_335,335,1453,vertical_velocity_lev24,0.04331850310741309,33,1453,vertical_velocity_lev25,0.04228501852165469,16,1453,latitude,0.041080284877190704,63,1453
PC_336,336,1453,specific_humidity_lev07,0.04878577816236564,294,1453,specific_humidity_lev06,0.04170020364411452,17,1453,specific_humidity_lev08,0.041645682424177315,21,1453
PC_337,337,1453,vertical_velocity_lev26,0.05798115415223961,167,1453,vertical_velocity_lev25,0.057215624530552914,86,1453,vertical_velocity_lev11,0.05437070156940492,102,1453
PC_338,338,1453,vertical_velocity_lev11,0.07102952538351724,418,1453,geopotential_lev16,0.05596749001976291,2,1453,geopotential_lev17,0.055921329588318476,1,1453
PC_339,339,1453,local_time_sin,0.04438881872040995,14,1453,vertical_velocity_lev11,0.043554362667529316,56,1453,u_component_of_wind_lev09,0.04160628874327342,87,1453
PC_340,340,1453,vertical_velocity_lev10,0.07768580337623564,887,1453,local_time_cos,0.043436696439033154,14,1453,toa_incident_solar_radiation,0.039787997138167566,100,1453
PC_341,341,1453,vertical_velocity_lev17,0.04412480717786801,57,1453,vertical_velocity_lev19,0.04368598755180332,27,1453,vertical_velocity_lev18,0.04224895325769805,8,1453
PC_342,342,1453,vertical_velocity_lev17,0.047465999408497515,54,1453,vertical_velocity_lev21,0.04369863367021592,25,1453,specific_humidity_lev35,0.042698711013694504,18,1453
PC_343,343,1453,vertical_velocity_lev10,0.06385506423355605,415,1453,v_component_of_wind_lev09,0.0431573717098558,147,1453,geopotential_lev25,0.035924894439334616,7,1453
PC_344,344,1453,specific_humidity_lev26,0.06024620109516951,113,1453,specific_humidity_lev27,0.05982283211279097,61,1453,specific_humidity_lev25,0.05787758265614684,39,1453
PC_345,345,1453,geopotential_lev20,0.05974387778689726,2,1453,geopotential_lev21,0.05971139780917253,0,1453,geopotential_lev19,0.05969826449852696,1,1453
PC_346,346,1453,vertical_velocity_lev14,0.06822364620546473,411,1453,vertical_velocity_lev13,0.06572495036452743,162,1453,vertical_velocity_lev15,0.04930128386209806,0,1453
PC_347,347,1453,temperature_lev09,0.0442619241884665,59,1453,geopotential_lev17,0.04378639135130418,2,1453,geopotential_lev16,0.04372838171256145,0,1453
PC_348,348,1453,geopotential_lev07,0.041059138424874526,26,1453,geopotential_lev08,0.040999831536517456,15,1453,toa_incident_solar_radiation,0.04016767644248656,102,1453
PC_349,349,1453,geopotential_at_surface,0.04282985164013725,169,1453,local_time_sin,0.04216081595574336,29,1453,v_component_of_wind_lev09,0.035467073889377934,51,1453
PC_350,350,1453,vertical_velocity_lev12,0.061004181495365795,261,1453,vertical_velocity_lev31,0.06092758629988963,134,1453,vertical_velocity_lev32,0.059896406674012796,79,1453
PC_351,351,1453,mean_sea_level_pressure,0.04616224600629906,171,1453,geopotential_lev36,0.045874988157504244,33,1453,geopotential_lev35,0.04463380308607345,6,1453
PC_352,352,1453,specific_humidity_lev07,0.08176036245725594,180,1453,specific_humidity_lev06,0.07167934348160425,154,1453,specific_humidity_lev08,0.06225626074571051,132,1453
PC_353,353,1453,latitude_sin,0.04691276495475113,63,1453,u_component_of_wind_lev00,0.046626156932426395,143,1453,u_component_of_wind_lev01,0.046490840474111575,27,1453
PC_354,354,1453,specific_humidity_lev33,0.04826552721121345,48,1453,specific_humidity_lev32,0.04809611772474096,34,1453,specific_humidity_lev34,0.04598207121493276,14,1453
PC_355,355,1453,vertical_velocity_lev12,0.04437163205950662,36,1453,specific_humidity_lev07,0.04105278975499097,150,1453,specific_humidity_lev08,0.04008293879469821,61,1453
PC_356,356,1453,temperature_lev10,0.0465715164429748,60,1453,temperature_lev11,0.0454334990529644,29,1453,temperature_lev09,0.04463201517051721,36,1453
PC_357,357,1453,specific_humidity_lev07,0.06106698083845651,295,1453,vertical_velocity_lev16,0.055667396003466305,70,1453,vertical_velocity_lev15,0.05235449601662155,7,1453
PC_358,358,1453,specific_humidity_lev07,0.0363654325056186,121,1453,specific_humidity_lev08,0.036279558607538245,33,1453,geopotential_lev07,0.03388627709279892,44,1453
PC_359,359,1453,specific_humidity_lev07,0.05224546705505176,112,1453,geopotential_lev08,0.04709269995001096,69,1453,geopotential_lev09,0.04706083227112262,42,1453
PC_360,360,1453,local_time_cos,0.048285886421657744,18,1453,vertical_velocity_lev28,0.04634183822367154,56,1453,vertical_velocity_lev27,0.045965832029164856,21,1453
PC_361,361,1453,vertical_velocity_lev27,0.04357240884982446,67,1453,vertical_velocity_lev26,0.042546193261503204,53,1453,vertical_velocity_lev28,0.04128786152230135,14,1453
PC_362,362,1453,latitude_sin,0.05091406369101054,101,1453,vertical_velocity_lev32,0.05023515785974434,62,1453,vertical_velocity_lev31,0.049644195107411124,58,1453
PC_363,363,1453,vertical_velocity_lev10,0.06034802186898298,466,1453,vertical_velocity_lev15,0.03959039496963163,60,1453,vertical_velocity_lev14,0.03826562811745361,10,1453
PC_364,364,1453,specific_humidity_lev07,0.04165810176789403,155,1453,geopotential_lev07,0.03344189455360781,59,1453,u_component_of_wind_lev10,0.03335862630211402,28,1453
PC_365,365,1453,vertical_velocity_lev14,0.061102200715487894,295,1453,vertical_velocity_lev15,0.059137430795803615,149,1453,vertical_velocity_lev16,0.05406169150266937,42,1453
PC_366,366,1453,geopotential_lev23,0.05502646434312142,15,1453,geopotential_lev22,0.054990154537794725,8,1453,geopotential_lev24,0.05495533550085599,19,1453
PC_367,367,1453,latitude_sin,0.04367393605095157,112,1453,latitude,0.041814118710802144,58,1453,specific_humidity_lev23,0.03932792323302709,62,1453
PC_368,368,1453,specific_humidity_lev36,0.042671993575138074,68,1453,specific_humidity_lev35,0.04201478983376742,17,1453,2m_temperature,0.041534759610509286,57,1453
PC_369,369,1453,toa_incident_solar_radiation,0.048782233477197796,272,1453,local_time_cos,0.04506942603187423,28,1453,specific_humidity_lev10,0.0357882571995108,84,1453
PC_370,370,1453,temperature_lev30,0.040362134982014256,10,1453,temperature_lev29,0.0402402292709733,16,1453,temperature_lev31,0.04002205467321139,5,1453
PC_371,371,1453,geopotential_at_surface,0.05511889808166011,350,1453,vertical_velocity_lev25,0.053019167097760986,128,1453,vertical_velocity_lev24,0.05299733739982985,96,1453
PC_372,372,1453,vertical_velocity_lev13,0.05124753484150224,186,1453,vertical_velocity_lev12,0.04677968934196059,34,1453,vertical_velocity_lev14,0.04580654865416012,50,1453
PC_373,373,1453,specific_humidity_lev07,0.05164736102380764,351,1453,total_precipitation_6hr,0.05071069253149894,148,1453,specific_humidity_lev06,0.04388275283204075,46,1453
PC_374,374,1453,local_time_cos,0.04686130838729984,13,1453,temperature_lev15,0.04343120688274477,46,1453,latitude,0.04216590962149846,32,1453
PC_375,375,1453,vertical_velocity_lev11,0.05692829116050818,189,1453,specific_humidity_lev07,0.05008189902628303,265,1453,specific_humidity_lev06,0.04742826623239513,91,1453
PC_376,376,1453,vertical_velocity_lev19,0.04279627017510179,129,1453,vertical_velocity_lev18,0.03908304640556896,18,1453,vertical_velocity_lev20,0.03568337552751948,1,1453
PC_377,377,1453,geopotential_at_surface,0.03215883819141885,113,1453,u_component_of_wind_lev04,0.030826300673830832,34,1453,u_component_of_wind_lev03,0.030507688703639006,19,1453
PC_378,378,1453,specific_humidity_lev15,0.04023311234681649,50,1453,specific_humidity_lev35,0.03771305386684766,33,1453,specific_humidity_lev34,0.03747303864140938,26,1453
PC_379,379,1453,geopotential_lev08,0.04762701688408219,50,1453,geopotential_lev07,0.047148736374085176,89,1453,geopotential_lev06,0.04625126332896104,23,1453
PC_380,380,1453,vertical_velocity_lev11,0.045083413837017354,123,1453,land_sea_mask,0.0334213767525798,131,1453,specific_humidity_lev18,0.03176418592033191,23,1453
PC_381,381,1453,vertical_velocity_lev10,0.038143011593397357,55,1453,specific_humidity_lev07,0.03772600625621461,74,1453,toa_incident_solar_radiation,0.03670424711074039,130,1453
PC_382,382,1453,vertical_velocity_lev19,0.04236276379529705,144,1453,vertical_velocity_lev20,0.03964368828614757,29,1453,vertical_velocity_lev18,0.03872455275057727,23,1453
PC_383,383,1453,vertical_velocity_lev28,0.03578314209939111,48,1453,vertical_velocity_lev27,0.035734575268559415,72,1453,vertical_velocity_lev29,0.03427706373962653,2,1453
PC_384,384,1453,vertical_velocity_lev28,0.04148991482455094,11,1453,vertical_velocity_lev29,0.04141514127744273,8,1453,vertical_velocity_lev30,0.040692091182411724,11,1453
PC_385,385,1453,vertical_velocity_lev26,0.04166417235155389,98,1453,vertical_velocity_lev27,0.041149618178852806,45,1453,vertical_velocity_lev28,0.03889825159131952,7,1453
PC_386,386,1453,latitude_sin,0.032460062202992385,73,1453,geopotential_at_surface,0.032205845589923864,146,1453,latitude,0.03155917147391587,43,1453
PC_387,387,1453,2m_temperature,0.04519999621723973,42,1453,temperature_lev16,0.04496552315756737,20,1453,temperature_lev17,0.044535311062600565,25,1453
PC_388,388,1453,specific_humidity_lev34,0.03652398047108434,32,1453,specific_humidity_lev32,0.0361919150844022,11,1453,v_component_of_wind_lev11,0.03619034599378198,75,1453
PC_389,389,1453,latitude_sin,0.041126981354033317,163,1453,latitude,0.04078780096620823,53,1453,longitude_cos,0.03979711450624366,177,1453
PC_390,390,1453,vertical_velocity_lev27,0.03618670957114974,51,1453,vertical_velocity_lev18,0.035386168997185476,68,1453,specific_humidity_lev07,0.03512368729589158,96,1453
PC_391,391,1453,temperature_lev16,0.047343118516944255,72,1453,temperature_lev17,0.046184870596835556,17,1453,temperature_lev18,0.04481238874911487,1,1453
PC_392,392,1453,vertical_velocity_lev14,0.0465597163898879,55,1453,vertical_velocity_lev15,0.04646876933325416,207,1453,vertical_velocity_lev16,0.041213992445623356,39,1453
PC_393,393,1453,vertical_velocity_lev14,0.04288292110594584,115,1453,specific_humidity_lev16,0.03893689287439517,68,1453,vertical_velocity_lev15,0.03720319939981002,8,1453
PC_394,394,1453,vertical_velocity_lev22,0.041745153434349626,132,1453,vertical_velocity_lev23,0.03998181735428734,28,1453,vertical_velocity_lev21,0.036607867135648765,4,1453
PC_395,395,1453,total_precipitation_6hr,0.054631867614579215,237,1453,vertical_velocity_lev29,0.041208888485634164,5,1453,vertical_velocity_lev28,0.04091673694180513,6,1453
PC_396,396,1453,vertical_velocity_lev11,0.03783847909159816,65,1453,temperature_lev03,0.03420308807725015,37,1453,temperature_lev02,0.03359383883230184,20,1453
PC_397,397,1453,vertical_velocity_lev10,0.03058423012854402,41,1453,specific_humidity_lev08,0.028610674216741523,76,1453,v_component_of_wind_lev24,0.028290845988965217,16,1453
PC_398,398,1453,vertical_velocity_lev23,0.03769490119057476,71,1453,vertical_velocity_lev24,0.036126188217129956,20,1453,longitude_sin,0.03392158348489224,75,1453
PC_399,399,1453,specific_humidity_lev07,0.04068152843556301,87,1453,specific_humidity_lev33,0.03814456932661079,4,1453,specific_humidity_lev32,0.03770055020499507,2,1453
PC_400,400,1453,vertical_velocity_lev11,0.06872554339505094,623,1453,specific_humidity_lev35,0.04393629407142929,15,1453,specific_humidity_lev34,0.04364530574944587,23,1453
PC_401,401,1453,toa_incident_solar_radiation,0.04884907583165837,262,1453,2m_temperature,0.04115704403322759,66,1453,local_time_cos,0.03878942437841509,21,1453
PC_402,402,1453,temperature_lev29,0.03138586346412308,6,1453,temperature_lev27,0.03128781397781125,10,1453,temperature_lev28,0.031280673271525984,6,1453
PC_403,403,1453,latitude_sin,0.03368143632692318,105,1453,land_sea_mask,0.03247266282793355,99,1453,latitude,0.0323808852925851,16,1453
PC_404,404,1453,temperature_lev25,0.03421261278217333,5,1453,temperature_lev26,0.03411644747984845,7,1453,temperature_lev24,0.03406620654324074,6,1453
PC_405,405,1453,temperature_lev13,0.033278695384648574,52,1453,temperature_lev06,0.03307703163762472,28,1453,temperature_lev07,0.03275895777315235,28,1453
PC_406,406,1453,vertical_velocity_lev11,0.039370844236508204,95,1453,geopotential_at_surface,0.03889178201533852,131,1453,latitude_sin,0.03701006108454515,100,1453
PC_407,407,1453,vertical_velocity_lev12,0.03186201562166814,31,1453,vertical_velocity_lev13,0.028746786050537584,16,1453,geopotential_lev35,0.027196010912031474,9,1453
PC_408,408,1453,u_component_of_wind_lev08,0.03729330994035675,100,1453,specific_humidity_lev07,0.03679179832262979,77,1453,u_component_of_wind_lev09,0.03632477267566791,38,1453
PC_409,409,1453,toa_incident_solar_radiation,0.03423627426934586,154,1453,local_time_cos,0.03326187085787472,5,1453,longitude_sin,0.03242749746275692,99,1453
PC_410,410,1453,longitude_sin,0.04089676072626909,216,1453,toa_incident_solar_radiation,0.039822467402922154,195,1453,local_time_cos,0.03746604595742113,17,1453
PC_411,411,1453,v_component_of_wind_lev22,0.030542949500693566,19,1453,v_component_of_wind_lev23,0.030511524879894555,33,1453,v_component_of_wind_lev21,0.030356634267789038,24,1453
PC_412,412,1453,vertical_velocity_lev12,0.03695401400667394,37,1453,specific_humidity_lev36,0.03501540991995328,17,1453,specific_humidity_lev33,0.03462985007821385,2,1453
PC_413,413,1453,vertical_velocity_lev10,0.04675117982736534,183,1453,longitude_cos,0.03294654825362858,126,1453,specific_humidity_lev07,0.03235741790557676,27,1453
PC_414,414,1453,vertical_velocity_lev24,0.03397863764974591,70,1453,vertical_velocity_lev23,0.03341672008553514,21,1453,vertical_velocity_lev25,0.03286310576290506,48,1453
PC_415,415,1453,vertical_velocity_lev11,0.054259440810365135,321,1453,vertical_velocity_lev25,0.04830450591944025,112,1453,vertical_velocity_lev24,0.04706102824251614,131,1453
PC_416,416,1453,vertical_velocity_lev12,0.03505004796693685,46,1453,vertical_velocity_lev23,0.02928777343498054,60,1453,geopotential_lev08,0.028915076607548176,20,1453
PC_417,417,1453,longitude_cos,0.03483226985593645,175,1453,vertical_velocity_lev21,0.03445696910345759,60,1453,vertical_velocity_lev20,0.03283731675038918,42,1453
PC_418,418,1453,latitude,0.04153646340126833,81,1453,latitude_sin,0.04091218915239466,102,1453,specific_humidity_lev07,0.03950338473110162,61,1453
PC_419,419,1453,vertical_velocity_lev19,0.042550724190145446,67,1453,vertical_velocity_lev18,0.041269653073537416,40,1453,vertical_velocity_lev20,0.040811996476237046,19,1453
PC_420,420,1453,local_time_sin,0.0348405767570071,14,1453,geopotential_at_surface,0.030372050530549904,133,1453,land_sea_mask,0.03035227318198312,60,1453
PC_421,421,1453,vertical_velocity_lev19,0.0324839877197599,62,1453,vertical_velocity_lev20,0.029448181772241837,14,1453,vertical_velocity_lev36,0.027732616140988132,62,1453
PC_422,422,1453,vertical_velocity_lev11,0.04108705410524864,44,1453,vertical_velocity_lev18,0.0356490488597139,23,1453,geopotential_lev32,0.03524302214062635,4,1453
PC_423,423,1453,local_time_cos,0.03827535890349684,14,1453,vertical_velocity_lev20,0.03768756418442129,43,1453,vertical_velocity_lev21,0.037600414301794345,41,1453
PC_424,424,1453,latitude_sin,0.03222505081384608,66,1453,latitude,0.0321233831250898,60,1453,longitude_cos,0.029461315826464742,90,1453
PC_425,425,1453,vertical_velocity_lev15,0.04177546877278104,109,1453,vertical_velocity_lev14,0.04031409370042006,62,1453,vertical_velocity_lev16,0.03570493086617973,13,1453
PC_426,426,1453,local_time_sin,0.034231977588453935,33,1453,latitude_sin,0.03392017913139663,65,1453,latitude,0.0333435687072581,23,1453
PC_427,427,1453,vertical_velocity_lev14,0.03544654040511851,61,1453,u_component_of_wind_lev09,0.034811390179330305,43,1453,u_component_of_wind_lev10,0.03355540963130072,22,1453
PC_428,428,1453,vertical_velocity_lev22,0.03032469683846133,19,1453,vertical_velocity_lev21,0.03010386572317568,32,1453,geopotential_lev03,0.029372802871214427,2,1453
PC_429,429,1453,specific_humidity_lev31,0.03374196487962365,26,1453,specific_humidity_lev32,0.033324862523085634,11,1453,specific_humidity_lev34,0.0333074288167236,29,1453
PC_430,430,1453,specific_humidity_lev34,0.04542755863320427,57,1453,specific_humidity_lev35,0.045033679045035135,18,1453,specific_humidity_lev36,0.04449510310903082,10,1453
PC_431,431,1453,mean_sea_level_pressure,0.030336926164781272,47,1453,vertical_velocity_lev15,0.030317122019758943,30,1453,geopotential_lev36,0.02995286142488709,26,1453
PC_432,432,1453,latitude,0.03389970715394164,74,1453,latitude_sin,0.03364852978121577,26,1453,geopotential_lev00,0.03129019911990872,8,1453
PC_433,433,1453,u_component_of_wind_lev06,0.02904859231052086,19,1453,temperature_lev10,0.028989036474268755,13,1453,u_component_of_wind_lev29,0.028783032494551948,4,1453
PC_434,434,1453,latitude,0.030324356429451204,54,1453,temperature_lev08,0.030194179595159857,82,1453,latitude_sin,0.029710552544971982,8,1453
PC_435,435,1453,specific_humidity_lev06,0.04131780306879543,89,1453,geopotential_lev10,0.04023097819147458,9,1453,geopotential_lev09,0.04021974851568605,26,1453
PC_436,436,1453,temperature_lev22,0.04118584955785922,1,1453,temperature_lev23,0.04109773276572864,3,1453,geopotential_lev16,0.04108825128674885,0,1453
PC_437,437,1453,temperature_lev10,0.03397010920659597,36,1453,temperature_lev11,0.03249643272787729,11,1453,temperature_lev09,0.03219332000388902,21,1453
PC_438,438,1453,u_component_of_wind_lev26,0.0375847309941703,74,1453,u_component_of_wind_lev27,0.03663092559799533,24,1453,u_component_of_wind_lev25,0.03651317919467814,31,1453
PC_439,439,1453,temperature_lev25,0.031854503850359074,4,1453,temperature_lev26,0.031807557588650635,5,1453,temperature_lev27,0.031733202215826664,4,1453
PC_440,440,1453,toa_incident_solar_radiation,0.028626050066248188,82,1453,latitude_sin,0.027618258253235325,37,1453,vertical_velocity_lev12,0.027268201684493242,19,1453
PC_441,441,1453,specific_humidity_lev36,0.03149565015469629,25,1453,temperature_lev11,0.03142281383473052,38,1453,specific_humidity_lev35,0.03131176443979197,8,1453
PC_442,442,1453,specific_humidity_lev03,0.03000993954665181,28,1453,2m_temperature,0.029921475185640815,23,1453,u_component_of_wind_lev06,0.029915541913604942,15,1453
PC_443,443,1453,specific_humidity_lev19,0.03536083794492287,109,1453,specific_humidity_lev20,0.032305368016643105,29,1453,2m_temperature,0.031212622749060736,83,1453
